model_name,d_in,d_out,prec,model_file
dense_54_62_10b,54,62,10,pregen_latency_models/dense_54_62_10b.h5
dense_54_62_12b,54,62,12,pregen_latency_models/dense_54_62_12b.h5
dense_54_62_14b,54,62,14,pregen_latency_models/dense_54_62_14b.h5
dense_54_62_16b,54,62,16,pregen_latency_models/dense_54_62_16b.h5
dense_54_64_2b,54,64,2,pregen_latency_models/dense_54_64_2b.h5
dense_54_64_4b,54,64,4,pregen_latency_models/dense_54_64_4b.h5
dense_54_64_6b,54,64,6,pregen_latency_models/dense_54_64_6b.h5
dense_54_64_8b,54,64,8,pregen_latency_models/dense_54_64_8b.h5
dense_54_64_10b,54,64,10,pregen_latency_models/dense_54_64_10b.h5
dense_54_64_12b,54,64,12,pregen_latency_models/dense_54_64_12b.h5
dense_54_64_14b,54,64,14,pregen_latency_models/dense_54_64_14b.h5
dense_54_64_16b,54,64,16,pregen_latency_models/dense_54_64_16b.h5
dense_56_2_2b,56,2,2,pregen_latency_models/dense_56_2_2b.h5
dense_56_2_4b,56,2,4,pregen_latency_models/dense_56_2_4b.h5
dense_56_2_6b,56,2,6,pregen_latency_models/dense_56_2_6b.h5
dense_56_2_8b,56,2,8,pregen_latency_models/dense_56_2_8b.h5
dense_56_2_10b,56,2,10,pregen_latency_models/dense_56_2_10b.h5
dense_56_2_12b,56,2,12,pregen_latency_models/dense_56_2_12b.h5
dense_56_2_14b,56,2,14,pregen_latency_models/dense_56_2_14b.h5
dense_56_2_16b,56,2,16,pregen_latency_models/dense_56_2_16b.h5
dense_56_4_2b,56,4,2,pregen_latency_models/dense_56_4_2b.h5
dense_56_4_4b,56,4,4,pregen_latency_models/dense_56_4_4b.h5
dense_56_4_6b,56,4,6,pregen_latency_models/dense_56_4_6b.h5
dense_56_4_8b,56,4,8,pregen_latency_models/dense_56_4_8b.h5
dense_56_4_10b,56,4,10,pregen_latency_models/dense_56_4_10b.h5
dense_56_4_12b,56,4,12,pregen_latency_models/dense_56_4_12b.h5
dense_56_4_14b,56,4,14,pregen_latency_models/dense_56_4_14b.h5
dense_56_4_16b,56,4,16,pregen_latency_models/dense_56_4_16b.h5
dense_56_6_2b,56,6,2,pregen_latency_models/dense_56_6_2b.h5
dense_56_6_4b,56,6,4,pregen_latency_models/dense_56_6_4b.h5
dense_56_6_6b,56,6,6,pregen_latency_models/dense_56_6_6b.h5
dense_56_6_8b,56,6,8,pregen_latency_models/dense_56_6_8b.h5
dense_56_6_10b,56,6,10,pregen_latency_models/dense_56_6_10b.h5
dense_56_6_12b,56,6,12,pregen_latency_models/dense_56_6_12b.h5
dense_56_6_14b,56,6,14,pregen_latency_models/dense_56_6_14b.h5
dense_56_6_16b,56,6,16,pregen_latency_models/dense_56_6_16b.h5
dense_56_8_2b,56,8,2,pregen_latency_models/dense_56_8_2b.h5
dense_56_8_4b,56,8,4,pregen_latency_models/dense_56_8_4b.h5
