model_name,d_in,d_out,prec,model_file
dense_26_8_10b,26,8,10,pregen_latency_models/dense_26_8_10b.h5
dense_26_8_12b,26,8,12,pregen_latency_models/dense_26_8_12b.h5
dense_26_8_14b,26,8,14,pregen_latency_models/dense_26_8_14b.h5
dense_26_8_16b,26,8,16,pregen_latency_models/dense_26_8_16b.h5
dense_26_10_2b,26,10,2,pregen_latency_models/dense_26_10_2b.h5
dense_26_10_4b,26,10,4,pregen_latency_models/dense_26_10_4b.h5
dense_26_10_6b,26,10,6,pregen_latency_models/dense_26_10_6b.h5
dense_26_10_8b,26,10,8,pregen_latency_models/dense_26_10_8b.h5
dense_26_10_10b,26,10,10,pregen_latency_models/dense_26_10_10b.h5
dense_26_10_12b,26,10,12,pregen_latency_models/dense_26_10_12b.h5
dense_26_10_14b,26,10,14,pregen_latency_models/dense_26_10_14b.h5
dense_26_10_16b,26,10,16,pregen_latency_models/dense_26_10_16b.h5
dense_26_12_2b,26,12,2,pregen_latency_models/dense_26_12_2b.h5
dense_26_12_4b,26,12,4,pregen_latency_models/dense_26_12_4b.h5
dense_26_12_6b,26,12,6,pregen_latency_models/dense_26_12_6b.h5
dense_26_12_8b,26,12,8,pregen_latency_models/dense_26_12_8b.h5
dense_26_12_10b,26,12,10,pregen_latency_models/dense_26_12_10b.h5
dense_26_12_12b,26,12,12,pregen_latency_models/dense_26_12_12b.h5
dense_26_12_14b,26,12,14,pregen_latency_models/dense_26_12_14b.h5
dense_26_12_16b,26,12,16,pregen_latency_models/dense_26_12_16b.h5
dense_26_14_2b,26,14,2,pregen_latency_models/dense_26_14_2b.h5
dense_26_14_4b,26,14,4,pregen_latency_models/dense_26_14_4b.h5
dense_26_14_6b,26,14,6,pregen_latency_models/dense_26_14_6b.h5
dense_26_14_8b,26,14,8,pregen_latency_models/dense_26_14_8b.h5
dense_26_14_10b,26,14,10,pregen_latency_models/dense_26_14_10b.h5
dense_26_14_12b,26,14,12,pregen_latency_models/dense_26_14_12b.h5
dense_26_14_14b,26,14,14,pregen_latency_models/dense_26_14_14b.h5
dense_26_14_16b,26,14,16,pregen_latency_models/dense_26_14_16b.h5
dense_26_16_2b,26,16,2,pregen_latency_models/dense_26_16_2b.h5
dense_26_16_4b,26,16,4,pregen_latency_models/dense_26_16_4b.h5
dense_26_16_6b,26,16,6,pregen_latency_models/dense_26_16_6b.h5
dense_26_16_8b,26,16,8,pregen_latency_models/dense_26_16_8b.h5
dense_26_16_10b,26,16,10,pregen_latency_models/dense_26_16_10b.h5
dense_26_16_12b,26,16,12,pregen_latency_models/dense_26_16_12b.h5
dense_26_16_14b,26,16,14,pregen_latency_models/dense_26_16_14b.h5
dense_26_16_16b,26,16,16,pregen_latency_models/dense_26_16_16b.h5
dense_26_18_2b,26,18,2,pregen_latency_models/dense_26_18_2b.h5
dense_26_18_4b,26,18,4,pregen_latency_models/dense_26_18_4b.h5
dense_26_18_6b,26,18,6,pregen_latency_models/dense_26_18_6b.h5
dense_26_18_8b,26,18,8,pregen_latency_models/dense_26_18_8b.h5
dense_26_18_10b,26,18,10,pregen_latency_models/dense_26_18_10b.h5
dense_26_18_12b,26,18,12,pregen_latency_models/dense_26_18_12b.h5
dense_26_18_14b,26,18,14,pregen_latency_models/dense_26_18_14b.h5
dense_26_18_16b,26,18,16,pregen_latency_models/dense_26_18_16b.h5
dense_26_20_2b,26,20,2,pregen_latency_models/dense_26_20_2b.h5
dense_26_20_4b,26,20,4,pregen_latency_models/dense_26_20_4b.h5
dense_26_20_6b,26,20,6,pregen_latency_models/dense_26_20_6b.h5
dense_26_20_8b,26,20,8,pregen_latency_models/dense_26_20_8b.h5
dense_26_20_10b,26,20,10,pregen_latency_models/dense_26_20_10b.h5
dense_26_20_12b,26,20,12,pregen_latency_models/dense_26_20_12b.h5
dense_26_20_14b,26,20,14,pregen_latency_models/dense_26_20_14b.h5
dense_26_20_16b,26,20,16,pregen_latency_models/dense_26_20_16b.h5
dense_26_22_2b,26,22,2,pregen_latency_models/dense_26_22_2b.h5
dense_26_22_4b,26,22,4,pregen_latency_models/dense_26_22_4b.h5
dense_26_22_6b,26,22,6,pregen_latency_models/dense_26_22_6b.h5
dense_26_22_8b,26,22,8,pregen_latency_models/dense_26_22_8b.h5
dense_26_22_10b,26,22,10,pregen_latency_models/dense_26_22_10b.h5
dense_26_22_12b,26,22,12,pregen_latency_models/dense_26_22_12b.h5
dense_26_22_14b,26,22,14,pregen_latency_models/dense_26_22_14b.h5
dense_26_22_16b,26,22,16,pregen_latency_models/dense_26_22_16b.h5
dense_26_24_2b,26,24,2,pregen_latency_models/dense_26_24_2b.h5
dense_26_24_4b,26,24,4,pregen_latency_models/dense_26_24_4b.h5
dense_26_24_6b,26,24,6,pregen_latency_models/dense_26_24_6b.h5
dense_26_24_8b,26,24,8,pregen_latency_models/dense_26_24_8b.h5
dense_26_24_10b,26,24,10,pregen_latency_models/dense_26_24_10b.h5
dense_26_24_12b,26,24,12,pregen_latency_models/dense_26_24_12b.h5
dense_26_24_14b,26,24,14,pregen_latency_models/dense_26_24_14b.h5
dense_26_24_16b,26,24,16,pregen_latency_models/dense_26_24_16b.h5
dense_26_26_2b,26,26,2,pregen_latency_models/dense_26_26_2b.h5
dense_26_26_4b,26,26,4,pregen_latency_models/dense_26_26_4b.h5
dense_26_26_6b,26,26,6,pregen_latency_models/dense_26_26_6b.h5
dense_26_26_8b,26,26,8,pregen_latency_models/dense_26_26_8b.h5
dense_26_26_10b,26,26,10,pregen_latency_models/dense_26_26_10b.h5
dense_26_26_12b,26,26,12,pregen_latency_models/dense_26_26_12b.h5
dense_26_26_14b,26,26,14,pregen_latency_models/dense_26_26_14b.h5
dense_26_26_16b,26,26,16,pregen_latency_models/dense_26_26_16b.h5
dense_26_28_2b,26,28,2,pregen_latency_models/dense_26_28_2b.h5
dense_26_28_4b,26,28,4,pregen_latency_models/dense_26_28_4b.h5
dense_26_28_6b,26,28,6,pregen_latency_models/dense_26_28_6b.h5
dense_26_28_8b,26,28,8,pregen_latency_models/dense_26_28_8b.h5
dense_26_28_10b,26,28,10,pregen_latency_models/dense_26_28_10b.h5
dense_26_28_12b,26,28,12,pregen_latency_models/dense_26_28_12b.h5
dense_26_28_14b,26,28,14,pregen_latency_models/dense_26_28_14b.h5
dense_26_28_16b,26,28,16,pregen_latency_models/dense_26_28_16b.h5
dense_26_30_2b,26,30,2,pregen_latency_models/dense_26_30_2b.h5
dense_26_30_4b,26,30,4,pregen_latency_models/dense_26_30_4b.h5
dense_26_30_6b,26,30,6,pregen_latency_models/dense_26_30_6b.h5
dense_26_30_8b,26,30,8,pregen_latency_models/dense_26_30_8b.h5
dense_26_30_10b,26,30,10,pregen_latency_models/dense_26_30_10b.h5
dense_26_30_12b,26,30,12,pregen_latency_models/dense_26_30_12b.h5
dense_26_30_14b,26,30,14,pregen_latency_models/dense_26_30_14b.h5
dense_26_30_16b,26,30,16,pregen_latency_models/dense_26_30_16b.h5
dense_26_32_2b,26,32,2,pregen_latency_models/dense_26_32_2b.h5
dense_26_32_4b,26,32,4,pregen_latency_models/dense_26_32_4b.h5
dense_26_32_6b,26,32,6,pregen_latency_models/dense_26_32_6b.h5
dense_26_32_8b,26,32,8,pregen_latency_models/dense_26_32_8b.h5
dense_26_32_10b,26,32,10,pregen_latency_models/dense_26_32_10b.h5
dense_26_32_12b,26,32,12,pregen_latency_models/dense_26_32_12b.h5
dense_26_32_14b,26,32,14,pregen_latency_models/dense_26_32_14b.h5
dense_26_32_16b,26,32,16,pregen_latency_models/dense_26_32_16b.h5
