model_name,d_in,d_out,prec,model_file
dense_56_24_2b,56,24,2,pregen_latency_models/dense_56_24_2b.h5
dense_56_24_4b,56,24,4,pregen_latency_models/dense_56_24_4b.h5
dense_56_24_6b,56,24,6,pregen_latency_models/dense_56_24_6b.h5
dense_56_24_8b,56,24,8,pregen_latency_models/dense_56_24_8b.h5
dense_56_24_10b,56,24,10,pregen_latency_models/dense_56_24_10b.h5
dense_56_24_12b,56,24,12,pregen_latency_models/dense_56_24_12b.h5
dense_56_24_14b,56,24,14,pregen_latency_models/dense_56_24_14b.h5
dense_56_24_16b,56,24,16,pregen_latency_models/dense_56_24_16b.h5
dense_56_26_2b,56,26,2,pregen_latency_models/dense_56_26_2b.h5
dense_56_26_4b,56,26,4,pregen_latency_models/dense_56_26_4b.h5
dense_56_26_6b,56,26,6,pregen_latency_models/dense_56_26_6b.h5
dense_56_26_8b,56,26,8,pregen_latency_models/dense_56_26_8b.h5
dense_56_26_10b,56,26,10,pregen_latency_models/dense_56_26_10b.h5
dense_56_26_12b,56,26,12,pregen_latency_models/dense_56_26_12b.h5
dense_56_26_14b,56,26,14,pregen_latency_models/dense_56_26_14b.h5
dense_56_26_16b,56,26,16,pregen_latency_models/dense_56_26_16b.h5
dense_56_28_2b,56,28,2,pregen_latency_models/dense_56_28_2b.h5
dense_56_28_4b,56,28,4,pregen_latency_models/dense_56_28_4b.h5
dense_56_28_6b,56,28,6,pregen_latency_models/dense_56_28_6b.h5
dense_56_28_8b,56,28,8,pregen_latency_models/dense_56_28_8b.h5
dense_56_28_10b,56,28,10,pregen_latency_models/dense_56_28_10b.h5
dense_56_28_12b,56,28,12,pregen_latency_models/dense_56_28_12b.h5
dense_56_28_14b,56,28,14,pregen_latency_models/dense_56_28_14b.h5
dense_56_28_16b,56,28,16,pregen_latency_models/dense_56_28_16b.h5
dense_56_30_2b,56,30,2,pregen_latency_models/dense_56_30_2b.h5
dense_56_30_4b,56,30,4,pregen_latency_models/dense_56_30_4b.h5
dense_56_30_6b,56,30,6,pregen_latency_models/dense_56_30_6b.h5
dense_56_30_8b,56,30,8,pregen_latency_models/dense_56_30_8b.h5
dense_56_30_10b,56,30,10,pregen_latency_models/dense_56_30_10b.h5
dense_56_30_12b,56,30,12,pregen_latency_models/dense_56_30_12b.h5
dense_56_30_14b,56,30,14,pregen_latency_models/dense_56_30_14b.h5
dense_56_30_16b,56,30,16,pregen_latency_models/dense_56_30_16b.h5
dense_56_32_2b,56,32,2,pregen_latency_models/dense_56_32_2b.h5
dense_56_32_4b,56,32,4,pregen_latency_models/dense_56_32_4b.h5
dense_56_32_6b,56,32,6,pregen_latency_models/dense_56_32_6b.h5
dense_56_32_8b,56,32,8,pregen_latency_models/dense_56_32_8b.h5
dense_56_32_10b,56,32,10,pregen_latency_models/dense_56_32_10b.h5
dense_56_32_12b,56,32,12,pregen_latency_models/dense_56_32_12b.h5
dense_56_32_14b,56,32,14,pregen_latency_models/dense_56_32_14b.h5
dense_56_32_16b,56,32,16,pregen_latency_models/dense_56_32_16b.h5
dense_56_34_2b,56,34,2,pregen_latency_models/dense_56_34_2b.h5
dense_56_34_4b,56,34,4,pregen_latency_models/dense_56_34_4b.h5
dense_56_34_6b,56,34,6,pregen_latency_models/dense_56_34_6b.h5
dense_56_34_8b,56,34,8,pregen_latency_models/dense_56_34_8b.h5
dense_56_34_10b,56,34,10,pregen_latency_models/dense_56_34_10b.h5
dense_56_34_12b,56,34,12,pregen_latency_models/dense_56_34_12b.h5
dense_56_34_14b,56,34,14,pregen_latency_models/dense_56_34_14b.h5
dense_56_34_16b,56,34,16,pregen_latency_models/dense_56_34_16b.h5
dense_56_36_2b,56,36,2,pregen_latency_models/dense_56_36_2b.h5
dense_56_36_4b,56,36,4,pregen_latency_models/dense_56_36_4b.h5
dense_56_36_6b,56,36,6,pregen_latency_models/dense_56_36_6b.h5
dense_56_36_8b,56,36,8,pregen_latency_models/dense_56_36_8b.h5
dense_56_36_10b,56,36,10,pregen_latency_models/dense_56_36_10b.h5
dense_56_36_12b,56,36,12,pregen_latency_models/dense_56_36_12b.h5
dense_56_36_14b,56,36,14,pregen_latency_models/dense_56_36_14b.h5
dense_56_36_16b,56,36,16,pregen_latency_models/dense_56_36_16b.h5
dense_56_38_2b,56,38,2,pregen_latency_models/dense_56_38_2b.h5
dense_56_38_4b,56,38,4,pregen_latency_models/dense_56_38_4b.h5
dense_56_38_6b,56,38,6,pregen_latency_models/dense_56_38_6b.h5
dense_56_38_8b,56,38,8,pregen_latency_models/dense_56_38_8b.h5
dense_56_38_10b,56,38,10,pregen_latency_models/dense_56_38_10b.h5
dense_56_38_12b,56,38,12,pregen_latency_models/dense_56_38_12b.h5
dense_56_38_14b,56,38,14,pregen_latency_models/dense_56_38_14b.h5
dense_56_38_16b,56,38,16,pregen_latency_models/dense_56_38_16b.h5
dense_56_40_2b,56,40,2,pregen_latency_models/dense_56_40_2b.h5
dense_56_40_4b,56,40,4,pregen_latency_models/dense_56_40_4b.h5
dense_56_40_6b,56,40,6,pregen_latency_models/dense_56_40_6b.h5
dense_56_40_8b,56,40,8,pregen_latency_models/dense_56_40_8b.h5
dense_56_40_10b,56,40,10,pregen_latency_models/dense_56_40_10b.h5
dense_56_40_12b,56,40,12,pregen_latency_models/dense_56_40_12b.h5
dense_56_40_14b,56,40,14,pregen_latency_models/dense_56_40_14b.h5
dense_56_40_16b,56,40,16,pregen_latency_models/dense_56_40_16b.h5
dense_56_42_2b,56,42,2,pregen_latency_models/dense_56_42_2b.h5
dense_56_42_4b,56,42,4,pregen_latency_models/dense_56_42_4b.h5
dense_56_42_6b,56,42,6,pregen_latency_models/dense_56_42_6b.h5
dense_56_42_8b,56,42,8,pregen_latency_models/dense_56_42_8b.h5
dense_56_42_10b,56,42,10,pregen_latency_models/dense_56_42_10b.h5
dense_56_42_12b,56,42,12,pregen_latency_models/dense_56_42_12b.h5
dense_56_42_14b,56,42,14,pregen_latency_models/dense_56_42_14b.h5
dense_56_42_16b,56,42,16,pregen_latency_models/dense_56_42_16b.h5
dense_56_44_2b,56,44,2,pregen_latency_models/dense_56_44_2b.h5
dense_56_44_4b,56,44,4,pregen_latency_models/dense_56_44_4b.h5
dense_56_44_6b,56,44,6,pregen_latency_models/dense_56_44_6b.h5
dense_56_44_8b,56,44,8,pregen_latency_models/dense_56_44_8b.h5
dense_56_44_10b,56,44,10,pregen_latency_models/dense_56_44_10b.h5
dense_56_44_12b,56,44,12,pregen_latency_models/dense_56_44_12b.h5
dense_56_44_14b,56,44,14,pregen_latency_models/dense_56_44_14b.h5
dense_56_44_16b,56,44,16,pregen_latency_models/dense_56_44_16b.h5
dense_56_46_2b,56,46,2,pregen_latency_models/dense_56_46_2b.h5
dense_56_46_4b,56,46,4,pregen_latency_models/dense_56_46_4b.h5
dense_56_46_6b,56,46,6,pregen_latency_models/dense_56_46_6b.h5
dense_56_46_8b,56,46,8,pregen_latency_models/dense_56_46_8b.h5
dense_56_46_10b,56,46,10,pregen_latency_models/dense_56_46_10b.h5
dense_56_46_12b,56,46,12,pregen_latency_models/dense_56_46_12b.h5
dense_56_46_14b,56,46,14,pregen_latency_models/dense_56_46_14b.h5
dense_56_46_16b,56,46,16,pregen_latency_models/dense_56_46_16b.h5
dense_56_48_2b,56,48,2,pregen_latency_models/dense_56_48_2b.h5
dense_56_48_4b,56,48,4,pregen_latency_models/dense_56_48_4b.h5
dense_56_48_6b,56,48,6,pregen_latency_models/dense_56_48_6b.h5
dense_56_48_8b,56,48,8,pregen_latency_models/dense_56_48_8b.h5
