model_name,d_in,d_out,prec,model_file
dense_54_12_10b,54,12,10,pregen_latency_models/dense_54_12_10b.h5
dense_54_12_12b,54,12,12,pregen_latency_models/dense_54_12_12b.h5
dense_54_12_14b,54,12,14,pregen_latency_models/dense_54_12_14b.h5
dense_54_12_16b,54,12,16,pregen_latency_models/dense_54_12_16b.h5
dense_54_14_2b,54,14,2,pregen_latency_models/dense_54_14_2b.h5
dense_54_14_4b,54,14,4,pregen_latency_models/dense_54_14_4b.h5
dense_54_14_6b,54,14,6,pregen_latency_models/dense_54_14_6b.h5
dense_54_14_8b,54,14,8,pregen_latency_models/dense_54_14_8b.h5
dense_54_14_10b,54,14,10,pregen_latency_models/dense_54_14_10b.h5
dense_54_14_12b,54,14,12,pregen_latency_models/dense_54_14_12b.h5
dense_54_14_14b,54,14,14,pregen_latency_models/dense_54_14_14b.h5
dense_54_14_16b,54,14,16,pregen_latency_models/dense_54_14_16b.h5
dense_54_16_2b,54,16,2,pregen_latency_models/dense_54_16_2b.h5
dense_54_16_4b,54,16,4,pregen_latency_models/dense_54_16_4b.h5
dense_54_16_6b,54,16,6,pregen_latency_models/dense_54_16_6b.h5
dense_54_16_8b,54,16,8,pregen_latency_models/dense_54_16_8b.h5
dense_54_16_10b,54,16,10,pregen_latency_models/dense_54_16_10b.h5
dense_54_16_12b,54,16,12,pregen_latency_models/dense_54_16_12b.h5
dense_54_16_14b,54,16,14,pregen_latency_models/dense_54_16_14b.h5
dense_54_16_16b,54,16,16,pregen_latency_models/dense_54_16_16b.h5
dense_54_18_2b,54,18,2,pregen_latency_models/dense_54_18_2b.h5
dense_54_18_4b,54,18,4,pregen_latency_models/dense_54_18_4b.h5
dense_54_18_6b,54,18,6,pregen_latency_models/dense_54_18_6b.h5
dense_54_18_8b,54,18,8,pregen_latency_models/dense_54_18_8b.h5
dense_54_18_10b,54,18,10,pregen_latency_models/dense_54_18_10b.h5
dense_54_18_12b,54,18,12,pregen_latency_models/dense_54_18_12b.h5
dense_54_18_14b,54,18,14,pregen_latency_models/dense_54_18_14b.h5
dense_54_18_16b,54,18,16,pregen_latency_models/dense_54_18_16b.h5
dense_54_20_2b,54,20,2,pregen_latency_models/dense_54_20_2b.h5
dense_54_20_4b,54,20,4,pregen_latency_models/dense_54_20_4b.h5
dense_54_20_6b,54,20,6,pregen_latency_models/dense_54_20_6b.h5
dense_54_20_8b,54,20,8,pregen_latency_models/dense_54_20_8b.h5
dense_54_20_10b,54,20,10,pregen_latency_models/dense_54_20_10b.h5
dense_54_20_12b,54,20,12,pregen_latency_models/dense_54_20_12b.h5
dense_54_20_14b,54,20,14,pregen_latency_models/dense_54_20_14b.h5
dense_54_20_16b,54,20,16,pregen_latency_models/dense_54_20_16b.h5
dense_54_22_2b,54,22,2,pregen_latency_models/dense_54_22_2b.h5
dense_54_22_4b,54,22,4,pregen_latency_models/dense_54_22_4b.h5
dense_54_22_6b,54,22,6,pregen_latency_models/dense_54_22_6b.h5
dense_54_22_8b,54,22,8,pregen_latency_models/dense_54_22_8b.h5
dense_54_22_10b,54,22,10,pregen_latency_models/dense_54_22_10b.h5
dense_54_22_12b,54,22,12,pregen_latency_models/dense_54_22_12b.h5
dense_54_22_14b,54,22,14,pregen_latency_models/dense_54_22_14b.h5
dense_54_22_16b,54,22,16,pregen_latency_models/dense_54_22_16b.h5
dense_54_24_2b,54,24,2,pregen_latency_models/dense_54_24_2b.h5
dense_54_24_4b,54,24,4,pregen_latency_models/dense_54_24_4b.h5
dense_54_24_6b,54,24,6,pregen_latency_models/dense_54_24_6b.h5
dense_54_24_8b,54,24,8,pregen_latency_models/dense_54_24_8b.h5
dense_54_24_10b,54,24,10,pregen_latency_models/dense_54_24_10b.h5
dense_54_24_12b,54,24,12,pregen_latency_models/dense_54_24_12b.h5
dense_54_24_14b,54,24,14,pregen_latency_models/dense_54_24_14b.h5
dense_54_24_16b,54,24,16,pregen_latency_models/dense_54_24_16b.h5
dense_54_26_2b,54,26,2,pregen_latency_models/dense_54_26_2b.h5
dense_54_26_4b,54,26,4,pregen_latency_models/dense_54_26_4b.h5
dense_54_26_6b,54,26,6,pregen_latency_models/dense_54_26_6b.h5
dense_54_26_8b,54,26,8,pregen_latency_models/dense_54_26_8b.h5
dense_54_26_10b,54,26,10,pregen_latency_models/dense_54_26_10b.h5
dense_54_26_12b,54,26,12,pregen_latency_models/dense_54_26_12b.h5
dense_54_26_14b,54,26,14,pregen_latency_models/dense_54_26_14b.h5
dense_54_26_16b,54,26,16,pregen_latency_models/dense_54_26_16b.h5
dense_54_28_2b,54,28,2,pregen_latency_models/dense_54_28_2b.h5
dense_54_28_4b,54,28,4,pregen_latency_models/dense_54_28_4b.h5
dense_54_28_6b,54,28,6,pregen_latency_models/dense_54_28_6b.h5
dense_54_28_8b,54,28,8,pregen_latency_models/dense_54_28_8b.h5
dense_54_28_10b,54,28,10,pregen_latency_models/dense_54_28_10b.h5
dense_54_28_12b,54,28,12,pregen_latency_models/dense_54_28_12b.h5
dense_54_28_14b,54,28,14,pregen_latency_models/dense_54_28_14b.h5
dense_54_28_16b,54,28,16,pregen_latency_models/dense_54_28_16b.h5
dense_54_30_2b,54,30,2,pregen_latency_models/dense_54_30_2b.h5
dense_54_30_4b,54,30,4,pregen_latency_models/dense_54_30_4b.h5
dense_54_30_6b,54,30,6,pregen_latency_models/dense_54_30_6b.h5
dense_54_30_8b,54,30,8,pregen_latency_models/dense_54_30_8b.h5
dense_54_30_10b,54,30,10,pregen_latency_models/dense_54_30_10b.h5
dense_54_30_12b,54,30,12,pregen_latency_models/dense_54_30_12b.h5
dense_54_30_14b,54,30,14,pregen_latency_models/dense_54_30_14b.h5
dense_54_30_16b,54,30,16,pregen_latency_models/dense_54_30_16b.h5
dense_54_32_2b,54,32,2,pregen_latency_models/dense_54_32_2b.h5
dense_54_32_4b,54,32,4,pregen_latency_models/dense_54_32_4b.h5
dense_54_32_6b,54,32,6,pregen_latency_models/dense_54_32_6b.h5
dense_54_32_8b,54,32,8,pregen_latency_models/dense_54_32_8b.h5
dense_54_32_10b,54,32,10,pregen_latency_models/dense_54_32_10b.h5
dense_54_32_12b,54,32,12,pregen_latency_models/dense_54_32_12b.h5
dense_54_32_14b,54,32,14,pregen_latency_models/dense_54_32_14b.h5
dense_54_32_16b,54,32,16,pregen_latency_models/dense_54_32_16b.h5
dense_54_34_2b,54,34,2,pregen_latency_models/dense_54_34_2b.h5
dense_54_34_4b,54,34,4,pregen_latency_models/dense_54_34_4b.h5
dense_54_34_6b,54,34,6,pregen_latency_models/dense_54_34_6b.h5
dense_54_34_8b,54,34,8,pregen_latency_models/dense_54_34_8b.h5
dense_54_34_10b,54,34,10,pregen_latency_models/dense_54_34_10b.h5
dense_54_34_12b,54,34,12,pregen_latency_models/dense_54_34_12b.h5
dense_54_34_14b,54,34,14,pregen_latency_models/dense_54_34_14b.h5
