model_name,d_in,d_out,prec,model_file
dense_22_12_2b,22,12,2,pregen_latency_models/dense_22_12_2b.h5
dense_22_12_4b,22,12,4,pregen_latency_models/dense_22_12_4b.h5
dense_22_12_6b,22,12,6,pregen_latency_models/dense_22_12_6b.h5
dense_22_12_8b,22,12,8,pregen_latency_models/dense_22_12_8b.h5
dense_22_12_10b,22,12,10,pregen_latency_models/dense_22_12_10b.h5
dense_22_12_12b,22,12,12,pregen_latency_models/dense_22_12_12b.h5
dense_22_12_14b,22,12,14,pregen_latency_models/dense_22_12_14b.h5
dense_22_12_16b,22,12,16,pregen_latency_models/dense_22_12_16b.h5
dense_22_14_2b,22,14,2,pregen_latency_models/dense_22_14_2b.h5
dense_22_14_4b,22,14,4,pregen_latency_models/dense_22_14_4b.h5
dense_22_14_6b,22,14,6,pregen_latency_models/dense_22_14_6b.h5
dense_22_14_8b,22,14,8,pregen_latency_models/dense_22_14_8b.h5
dense_22_14_10b,22,14,10,pregen_latency_models/dense_22_14_10b.h5
dense_22_14_12b,22,14,12,pregen_latency_models/dense_22_14_12b.h5
dense_22_14_14b,22,14,14,pregen_latency_models/dense_22_14_14b.h5
dense_22_14_16b,22,14,16,pregen_latency_models/dense_22_14_16b.h5
dense_22_16_2b,22,16,2,pregen_latency_models/dense_22_16_2b.h5
dense_22_16_4b,22,16,4,pregen_latency_models/dense_22_16_4b.h5
dense_22_16_6b,22,16,6,pregen_latency_models/dense_22_16_6b.h5
dense_22_16_8b,22,16,8,pregen_latency_models/dense_22_16_8b.h5
dense_22_16_10b,22,16,10,pregen_latency_models/dense_22_16_10b.h5
dense_22_16_12b,22,16,12,pregen_latency_models/dense_22_16_12b.h5
dense_22_16_14b,22,16,14,pregen_latency_models/dense_22_16_14b.h5
dense_22_16_16b,22,16,16,pregen_latency_models/dense_22_16_16b.h5
dense_22_18_2b,22,18,2,pregen_latency_models/dense_22_18_2b.h5
dense_22_18_4b,22,18,4,pregen_latency_models/dense_22_18_4b.h5
dense_22_18_6b,22,18,6,pregen_latency_models/dense_22_18_6b.h5
dense_22_18_8b,22,18,8,pregen_latency_models/dense_22_18_8b.h5
dense_22_18_10b,22,18,10,pregen_latency_models/dense_22_18_10b.h5
dense_22_18_12b,22,18,12,pregen_latency_models/dense_22_18_12b.h5
dense_22_18_14b,22,18,14,pregen_latency_models/dense_22_18_14b.h5
dense_22_18_16b,22,18,16,pregen_latency_models/dense_22_18_16b.h5
dense_22_20_2b,22,20,2,pregen_latency_models/dense_22_20_2b.h5
dense_22_20_4b,22,20,4,pregen_latency_models/dense_22_20_4b.h5
dense_22_20_6b,22,20,6,pregen_latency_models/dense_22_20_6b.h5
dense_22_20_8b,22,20,8,pregen_latency_models/dense_22_20_8b.h5
dense_22_20_10b,22,20,10,pregen_latency_models/dense_22_20_10b.h5
dense_22_20_12b,22,20,12,pregen_latency_models/dense_22_20_12b.h5
dense_22_20_14b,22,20,14,pregen_latency_models/dense_22_20_14b.h5
dense_22_20_16b,22,20,16,pregen_latency_models/dense_22_20_16b.h5
dense_22_22_2b,22,22,2,pregen_latency_models/dense_22_22_2b.h5
dense_22_22_4b,22,22,4,pregen_latency_models/dense_22_22_4b.h5
dense_22_22_6b,22,22,6,pregen_latency_models/dense_22_22_6b.h5
dense_22_22_8b,22,22,8,pregen_latency_models/dense_22_22_8b.h5
dense_22_22_10b,22,22,10,pregen_latency_models/dense_22_22_10b.h5
dense_22_22_12b,22,22,12,pregen_latency_models/dense_22_22_12b.h5
dense_22_22_14b,22,22,14,pregen_latency_models/dense_22_22_14b.h5
dense_22_22_16b,22,22,16,pregen_latency_models/dense_22_22_16b.h5
dense_22_24_2b,22,24,2,pregen_latency_models/dense_22_24_2b.h5
dense_22_24_4b,22,24,4,pregen_latency_models/dense_22_24_4b.h5
dense_22_24_6b,22,24,6,pregen_latency_models/dense_22_24_6b.h5
dense_22_24_8b,22,24,8,pregen_latency_models/dense_22_24_8b.h5
