model_name,d_in,d_out,prec,model_file
dense_26_34_2b,26,34,2,pregen_latency_models/dense_26_34_2b.h5
dense_26_34_4b,26,34,4,pregen_latency_models/dense_26_34_4b.h5
dense_26_34_6b,26,34,6,pregen_latency_models/dense_26_34_6b.h5
dense_26_34_8b,26,34,8,pregen_latency_models/dense_26_34_8b.h5
dense_26_34_10b,26,34,10,pregen_latency_models/dense_26_34_10b.h5
dense_26_34_12b,26,34,12,pregen_latency_models/dense_26_34_12b.h5
dense_26_34_14b,26,34,14,pregen_latency_models/dense_26_34_14b.h5
dense_26_34_16b,26,34,16,pregen_latency_models/dense_26_34_16b.h5
dense_26_36_2b,26,36,2,pregen_latency_models/dense_26_36_2b.h5
dense_26_36_4b,26,36,4,pregen_latency_models/dense_26_36_4b.h5
dense_26_36_6b,26,36,6,pregen_latency_models/dense_26_36_6b.h5
dense_26_36_8b,26,36,8,pregen_latency_models/dense_26_36_8b.h5
dense_26_36_10b,26,36,10,pregen_latency_models/dense_26_36_10b.h5
dense_26_36_12b,26,36,12,pregen_latency_models/dense_26_36_12b.h5
dense_26_36_14b,26,36,14,pregen_latency_models/dense_26_36_14b.h5
dense_26_36_16b,26,36,16,pregen_latency_models/dense_26_36_16b.h5
dense_26_38_2b,26,38,2,pregen_latency_models/dense_26_38_2b.h5
dense_26_38_4b,26,38,4,pregen_latency_models/dense_26_38_4b.h5
dense_26_38_6b,26,38,6,pregen_latency_models/dense_26_38_6b.h5
dense_26_38_8b,26,38,8,pregen_latency_models/dense_26_38_8b.h5
dense_26_38_10b,26,38,10,pregen_latency_models/dense_26_38_10b.h5
dense_26_38_12b,26,38,12,pregen_latency_models/dense_26_38_12b.h5
dense_26_38_14b,26,38,14,pregen_latency_models/dense_26_38_14b.h5
dense_26_38_16b,26,38,16,pregen_latency_models/dense_26_38_16b.h5
dense_26_40_2b,26,40,2,pregen_latency_models/dense_26_40_2b.h5
dense_26_40_4b,26,40,4,pregen_latency_models/dense_26_40_4b.h5
dense_26_40_6b,26,40,6,pregen_latency_models/dense_26_40_6b.h5
dense_26_40_8b,26,40,8,pregen_latency_models/dense_26_40_8b.h5
dense_26_40_10b,26,40,10,pregen_latency_models/dense_26_40_10b.h5
dense_26_40_12b,26,40,12,pregen_latency_models/dense_26_40_12b.h5
dense_26_40_14b,26,40,14,pregen_latency_models/dense_26_40_14b.h5
dense_26_40_16b,26,40,16,pregen_latency_models/dense_26_40_16b.h5
dense_26_42_2b,26,42,2,pregen_latency_models/dense_26_42_2b.h5
dense_26_42_4b,26,42,4,pregen_latency_models/dense_26_42_4b.h5
dense_26_42_6b,26,42,6,pregen_latency_models/dense_26_42_6b.h5
dense_26_42_8b,26,42,8,pregen_latency_models/dense_26_42_8b.h5
dense_26_42_10b,26,42,10,pregen_latency_models/dense_26_42_10b.h5
dense_26_42_12b,26,42,12,pregen_latency_models/dense_26_42_12b.h5
dense_26_42_14b,26,42,14,pregen_latency_models/dense_26_42_14b.h5
dense_26_42_16b,26,42,16,pregen_latency_models/dense_26_42_16b.h5
dense_26_44_2b,26,44,2,pregen_latency_models/dense_26_44_2b.h5
dense_26_44_4b,26,44,4,pregen_latency_models/dense_26_44_4b.h5
dense_26_44_6b,26,44,6,pregen_latency_models/dense_26_44_6b.h5
dense_26_44_8b,26,44,8,pregen_latency_models/dense_26_44_8b.h5
