model_name,d_in,d_out,prec,model_file
dense_52_26_10b,52,26,10,pregen_latency_models/dense_52_26_10b.h5
dense_52_26_12b,52,26,12,pregen_latency_models/dense_52_26_12b.h5
dense_52_26_14b,52,26,14,pregen_latency_models/dense_52_26_14b.h5
dense_52_26_16b,52,26,16,pregen_latency_models/dense_52_26_16b.h5
dense_52_28_2b,52,28,2,pregen_latency_models/dense_52_28_2b.h5
dense_52_28_4b,52,28,4,pregen_latency_models/dense_52_28_4b.h5
dense_52_28_6b,52,28,6,pregen_latency_models/dense_52_28_6b.h5
dense_52_28_8b,52,28,8,pregen_latency_models/dense_52_28_8b.h5
dense_52_28_10b,52,28,10,pregen_latency_models/dense_52_28_10b.h5
dense_52_28_12b,52,28,12,pregen_latency_models/dense_52_28_12b.h5
dense_52_28_14b,52,28,14,pregen_latency_models/dense_52_28_14b.h5
dense_52_28_16b,52,28,16,pregen_latency_models/dense_52_28_16b.h5
dense_52_30_2b,52,30,2,pregen_latency_models/dense_52_30_2b.h5
dense_52_30_4b,52,30,4,pregen_latency_models/dense_52_30_4b.h5
dense_52_30_6b,52,30,6,pregen_latency_models/dense_52_30_6b.h5
dense_52_30_8b,52,30,8,pregen_latency_models/dense_52_30_8b.h5
dense_52_30_10b,52,30,10,pregen_latency_models/dense_52_30_10b.h5
dense_52_30_12b,52,30,12,pregen_latency_models/dense_52_30_12b.h5
dense_52_30_14b,52,30,14,pregen_latency_models/dense_52_30_14b.h5
dense_52_30_16b,52,30,16,pregen_latency_models/dense_52_30_16b.h5
dense_52_32_2b,52,32,2,pregen_latency_models/dense_52_32_2b.h5
dense_52_32_4b,52,32,4,pregen_latency_models/dense_52_32_4b.h5
dense_52_32_6b,52,32,6,pregen_latency_models/dense_52_32_6b.h5
dense_52_32_8b,52,32,8,pregen_latency_models/dense_52_32_8b.h5
dense_52_32_10b,52,32,10,pregen_latency_models/dense_52_32_10b.h5
dense_52_32_12b,52,32,12,pregen_latency_models/dense_52_32_12b.h5
dense_52_32_14b,52,32,14,pregen_latency_models/dense_52_32_14b.h5
dense_52_32_16b,52,32,16,pregen_latency_models/dense_52_32_16b.h5
dense_52_34_2b,52,34,2,pregen_latency_models/dense_52_34_2b.h5
dense_52_34_4b,52,34,4,pregen_latency_models/dense_52_34_4b.h5
dense_52_34_6b,52,34,6,pregen_latency_models/dense_52_34_6b.h5
dense_52_34_8b,52,34,8,pregen_latency_models/dense_52_34_8b.h5
dense_52_34_10b,52,34,10,pregen_latency_models/dense_52_34_10b.h5
dense_52_34_12b,52,34,12,pregen_latency_models/dense_52_34_12b.h5
dense_52_34_14b,52,34,14,pregen_latency_models/dense_52_34_14b.h5
dense_52_34_16b,52,34,16,pregen_latency_models/dense_52_34_16b.h5
dense_52_36_2b,52,36,2,pregen_latency_models/dense_52_36_2b.h5
dense_52_36_4b,52,36,4,pregen_latency_models/dense_52_36_4b.h5
dense_52_36_6b,52,36,6,pregen_latency_models/dense_52_36_6b.h5
dense_52_36_8b,52,36,8,pregen_latency_models/dense_52_36_8b.h5
dense_52_36_10b,52,36,10,pregen_latency_models/dense_52_36_10b.h5
dense_52_36_12b,52,36,12,pregen_latency_models/dense_52_36_12b.h5
dense_52_36_14b,52,36,14,pregen_latency_models/dense_52_36_14b.h5
dense_52_36_16b,52,36,16,pregen_latency_models/dense_52_36_16b.h5
dense_52_38_2b,52,38,2,pregen_latency_models/dense_52_38_2b.h5
dense_52_38_4b,52,38,4,pregen_latency_models/dense_52_38_4b.h5
dense_52_38_6b,52,38,6,pregen_latency_models/dense_52_38_6b.h5
dense_52_38_8b,52,38,8,pregen_latency_models/dense_52_38_8b.h5
dense_52_38_10b,52,38,10,pregen_latency_models/dense_52_38_10b.h5
dense_52_38_12b,52,38,12,pregen_latency_models/dense_52_38_12b.h5
dense_52_38_14b,52,38,14,pregen_latency_models/dense_52_38_14b.h5
dense_52_38_16b,52,38,16,pregen_latency_models/dense_52_38_16b.h5
dense_52_40_2b,52,40,2,pregen_latency_models/dense_52_40_2b.h5
dense_52_40_4b,52,40,4,pregen_latency_models/dense_52_40_4b.h5
dense_52_40_6b,52,40,6,pregen_latency_models/dense_52_40_6b.h5
dense_52_40_8b,52,40,8,pregen_latency_models/dense_52_40_8b.h5
dense_52_40_10b,52,40,10,pregen_latency_models/dense_52_40_10b.h5
dense_52_40_12b,52,40,12,pregen_latency_models/dense_52_40_12b.h5
dense_52_40_14b,52,40,14,pregen_latency_models/dense_52_40_14b.h5
dense_52_40_16b,52,40,16,pregen_latency_models/dense_52_40_16b.h5
dense_52_42_2b,52,42,2,pregen_latency_models/dense_52_42_2b.h5
dense_52_42_4b,52,42,4,pregen_latency_models/dense_52_42_4b.h5
dense_52_42_6b,52,42,6,pregen_latency_models/dense_52_42_6b.h5
dense_52_42_8b,52,42,8,pregen_latency_models/dense_52_42_8b.h5
dense_52_42_10b,52,42,10,pregen_latency_models/dense_52_42_10b.h5
dense_52_42_12b,52,42,12,pregen_latency_models/dense_52_42_12b.h5
dense_52_42_14b,52,42,14,pregen_latency_models/dense_52_42_14b.h5
dense_52_42_16b,52,42,16,pregen_latency_models/dense_52_42_16b.h5
dense_52_44_2b,52,44,2,pregen_latency_models/dense_52_44_2b.h5
dense_52_44_4b,52,44,4,pregen_latency_models/dense_52_44_4b.h5
dense_52_44_6b,52,44,6,pregen_latency_models/dense_52_44_6b.h5
dense_52_44_8b,52,44,8,pregen_latency_models/dense_52_44_8b.h5
dense_52_44_10b,52,44,10,pregen_latency_models/dense_52_44_10b.h5
dense_52_44_12b,52,44,12,pregen_latency_models/dense_52_44_12b.h5
dense_52_44_14b,52,44,14,pregen_latency_models/dense_52_44_14b.h5
dense_52_44_16b,52,44,16,pregen_latency_models/dense_52_44_16b.h5
dense_52_46_2b,52,46,2,pregen_latency_models/dense_52_46_2b.h5
dense_52_46_4b,52,46,4,pregen_latency_models/dense_52_46_4b.h5
dense_52_46_6b,52,46,6,pregen_latency_models/dense_52_46_6b.h5
dense_52_46_8b,52,46,8,pregen_latency_models/dense_52_46_8b.h5
dense_52_46_10b,52,46,10,pregen_latency_models/dense_52_46_10b.h5
dense_52_46_12b,52,46,12,pregen_latency_models/dense_52_46_12b.h5
dense_52_46_14b,52,46,14,pregen_latency_models/dense_52_46_14b.h5
dense_52_46_16b,52,46,16,pregen_latency_models/dense_52_46_16b.h5
dense_52_48_2b,52,48,2,pregen_latency_models/dense_52_48_2b.h5
dense_52_48_4b,52,48,4,pregen_latency_models/dense_52_48_4b.h5
dense_52_48_6b,52,48,6,pregen_latency_models/dense_52_48_6b.h5
dense_52_48_8b,52,48,8,pregen_latency_models/dense_52_48_8b.h5
dense_52_48_10b,52,48,10,pregen_latency_models/dense_52_48_10b.h5
dense_52_48_12b,52,48,12,pregen_latency_models/dense_52_48_12b.h5
dense_52_48_14b,52,48,14,pregen_latency_models/dense_52_48_14b.h5
dense_52_48_16b,52,48,16,pregen_latency_models/dense_52_48_16b.h5
dense_52_50_2b,52,50,2,pregen_latency_models/dense_52_50_2b.h5
dense_52_50_4b,52,50,4,pregen_latency_models/dense_52_50_4b.h5
dense_52_50_6b,52,50,6,pregen_latency_models/dense_52_50_6b.h5
dense_52_50_8b,52,50,8,pregen_latency_models/dense_52_50_8b.h5
dense_52_50_10b,52,50,10,pregen_latency_models/dense_52_50_10b.h5
dense_52_50_12b,52,50,12,pregen_latency_models/dense_52_50_12b.h5
dense_52_50_14b,52,50,14,pregen_latency_models/dense_52_50_14b.h5
dense_52_50_16b,52,50,16,pregen_latency_models/dense_52_50_16b.h5
