model_name,d_in,d_out,prec,model_file
dense_64_42_10b,64,42,10,pregen_latency_models/dense_64_42_10b.h5
dense_64_42_12b,64,42,12,pregen_latency_models/dense_64_42_12b.h5
dense_64_42_14b,64,42,14,pregen_latency_models/dense_64_42_14b.h5
dense_64_42_16b,64,42,16,pregen_latency_models/dense_64_42_16b.h5
dense_64_44_2b,64,44,2,pregen_latency_models/dense_64_44_2b.h5
dense_64_44_4b,64,44,4,pregen_latency_models/dense_64_44_4b.h5
dense_64_44_6b,64,44,6,pregen_latency_models/dense_64_44_6b.h5
dense_64_44_8b,64,44,8,pregen_latency_models/dense_64_44_8b.h5
dense_64_44_10b,64,44,10,pregen_latency_models/dense_64_44_10b.h5
dense_64_44_12b,64,44,12,pregen_latency_models/dense_64_44_12b.h5
dense_64_44_14b,64,44,14,pregen_latency_models/dense_64_44_14b.h5
dense_64_44_16b,64,44,16,pregen_latency_models/dense_64_44_16b.h5
dense_64_46_2b,64,46,2,pregen_latency_models/dense_64_46_2b.h5
dense_64_46_4b,64,46,4,pregen_latency_models/dense_64_46_4b.h5
dense_64_46_6b,64,46,6,pregen_latency_models/dense_64_46_6b.h5
dense_64_46_8b,64,46,8,pregen_latency_models/dense_64_46_8b.h5
dense_64_46_10b,64,46,10,pregen_latency_models/dense_64_46_10b.h5
dense_64_46_12b,64,46,12,pregen_latency_models/dense_64_46_12b.h5
dense_64_46_14b,64,46,14,pregen_latency_models/dense_64_46_14b.h5
dense_64_46_16b,64,46,16,pregen_latency_models/dense_64_46_16b.h5
dense_64_48_2b,64,48,2,pregen_latency_models/dense_64_48_2b.h5
dense_64_48_4b,64,48,4,pregen_latency_models/dense_64_48_4b.h5
dense_64_48_6b,64,48,6,pregen_latency_models/dense_64_48_6b.h5
dense_64_48_8b,64,48,8,pregen_latency_models/dense_64_48_8b.h5
dense_64_48_10b,64,48,10,pregen_latency_models/dense_64_48_10b.h5
dense_64_48_12b,64,48,12,pregen_latency_models/dense_64_48_12b.h5
dense_64_48_14b,64,48,14,pregen_latency_models/dense_64_48_14b.h5
dense_64_48_16b,64,48,16,pregen_latency_models/dense_64_48_16b.h5
dense_64_50_2b,64,50,2,pregen_latency_models/dense_64_50_2b.h5
dense_64_50_4b,64,50,4,pregen_latency_models/dense_64_50_4b.h5
dense_64_50_6b,64,50,6,pregen_latency_models/dense_64_50_6b.h5
dense_64_50_8b,64,50,8,pregen_latency_models/dense_64_50_8b.h5
dense_64_50_10b,64,50,10,pregen_latency_models/dense_64_50_10b.h5
dense_64_50_12b,64,50,12,pregen_latency_models/dense_64_50_12b.h5
dense_64_50_14b,64,50,14,pregen_latency_models/dense_64_50_14b.h5
dense_64_50_16b,64,50,16,pregen_latency_models/dense_64_50_16b.h5
dense_64_52_2b,64,52,2,pregen_latency_models/dense_64_52_2b.h5
dense_64_52_4b,64,52,4,pregen_latency_models/dense_64_52_4b.h5
dense_64_52_6b,64,52,6,pregen_latency_models/dense_64_52_6b.h5
dense_64_52_8b,64,52,8,pregen_latency_models/dense_64_52_8b.h5
dense_64_52_10b,64,52,10,pregen_latency_models/dense_64_52_10b.h5
dense_64_52_12b,64,52,12,pregen_latency_models/dense_64_52_12b.h5
dense_64_52_14b,64,52,14,pregen_latency_models/dense_64_52_14b.h5
dense_64_52_16b,64,52,16,pregen_latency_models/dense_64_52_16b.h5
dense_64_54_2b,64,54,2,pregen_latency_models/dense_64_54_2b.h5
dense_64_54_4b,64,54,4,pregen_latency_models/dense_64_54_4b.h5
dense_64_54_6b,64,54,6,pregen_latency_models/dense_64_54_6b.h5
dense_64_54_8b,64,54,8,pregen_latency_models/dense_64_54_8b.h5
dense_64_54_10b,64,54,10,pregen_latency_models/dense_64_54_10b.h5
dense_64_54_12b,64,54,12,pregen_latency_models/dense_64_54_12b.h5
dense_64_54_14b,64,54,14,pregen_latency_models/dense_64_54_14b.h5
dense_64_54_16b,64,54,16,pregen_latency_models/dense_64_54_16b.h5
dense_64_56_2b,64,56,2,pregen_latency_models/dense_64_56_2b.h5
dense_64_56_4b,64,56,4,pregen_latency_models/dense_64_56_4b.h5
dense_64_56_6b,64,56,6,pregen_latency_models/dense_64_56_6b.h5
dense_64_56_8b,64,56,8,pregen_latency_models/dense_64_56_8b.h5
dense_64_56_10b,64,56,10,pregen_latency_models/dense_64_56_10b.h5
dense_64_56_12b,64,56,12,pregen_latency_models/dense_64_56_12b.h5
dense_64_56_14b,64,56,14,pregen_latency_models/dense_64_56_14b.h5
dense_64_56_16b,64,56,16,pregen_latency_models/dense_64_56_16b.h5
dense_64_58_2b,64,58,2,pregen_latency_models/dense_64_58_2b.h5
dense_64_58_4b,64,58,4,pregen_latency_models/dense_64_58_4b.h5
dense_64_58_6b,64,58,6,pregen_latency_models/dense_64_58_6b.h5
dense_64_58_8b,64,58,8,pregen_latency_models/dense_64_58_8b.h5
dense_64_58_10b,64,58,10,pregen_latency_models/dense_64_58_10b.h5
dense_64_58_12b,64,58,12,pregen_latency_models/dense_64_58_12b.h5
dense_64_58_14b,64,58,14,pregen_latency_models/dense_64_58_14b.h5
dense_64_58_16b,64,58,16,pregen_latency_models/dense_64_58_16b.h5
dense_64_60_2b,64,60,2,pregen_latency_models/dense_64_60_2b.h5
dense_64_60_4b,64,60,4,pregen_latency_models/dense_64_60_4b.h5
dense_64_60_6b,64,60,6,pregen_latency_models/dense_64_60_6b.h5
dense_64_60_8b,64,60,8,pregen_latency_models/dense_64_60_8b.h5
dense_64_60_10b,64,60,10,pregen_latency_models/dense_64_60_10b.h5
dense_64_60_12b,64,60,12,pregen_latency_models/dense_64_60_12b.h5
dense_64_60_14b,64,60,14,pregen_latency_models/dense_64_60_14b.h5
dense_64_60_16b,64,60,16,pregen_latency_models/dense_64_60_16b.h5
dense_64_62_2b,64,62,2,pregen_latency_models/dense_64_62_2b.h5
dense_64_62_4b,64,62,4,pregen_latency_models/dense_64_62_4b.h5
dense_64_62_6b,64,62,6,pregen_latency_models/dense_64_62_6b.h5
dense_64_62_8b,64,62,8,pregen_latency_models/dense_64_62_8b.h5
dense_64_62_10b,64,62,10,pregen_latency_models/dense_64_62_10b.h5
dense_64_62_12b,64,62,12,pregen_latency_models/dense_64_62_12b.h5
dense_64_62_14b,64,62,14,pregen_latency_models/dense_64_62_14b.h5
dense_64_62_16b,64,62,16,pregen_latency_models/dense_64_62_16b.h5
dense_64_64_2b,64,64,2,pregen_latency_models/dense_64_64_2b.h5
dense_64_64_4b,64,64,4,pregen_latency_models/dense_64_64_4b.h5
dense_64_64_6b,64,64,6,pregen_latency_models/dense_64_64_6b.h5
dense_64_64_8b,64,64,8,pregen_latency_models/dense_64_64_8b.h5
dense_64_64_10b,64,64,10,pregen_latency_models/dense_64_64_10b.h5
dense_64_64_12b,64,64,12,pregen_latency_models/dense_64_64_12b.h5
dense_64_64_14b,64,64,14,pregen_latency_models/dense_64_64_14b.h5
dense_64_64_16b,64,64,16,pregen_latency_models/dense_64_64_16b.h5
