model_name,d_in,d_out,prec,model_file
dense_4_62_10b,4,62,10,pregen_latency_models/dense_4_62_10b.h5
dense_4_62_12b,4,62,12,pregen_latency_models/dense_4_62_12b.h5
dense_4_62_14b,4,62,14,pregen_latency_models/dense_4_62_14b.h5
dense_4_62_16b,4,62,16,pregen_latency_models/dense_4_62_16b.h5
dense_4_64_2b,4,64,2,pregen_latency_models/dense_4_64_2b.h5
dense_4_64_4b,4,64,4,pregen_latency_models/dense_4_64_4b.h5
dense_4_64_6b,4,64,6,pregen_latency_models/dense_4_64_6b.h5
dense_4_64_8b,4,64,8,pregen_latency_models/dense_4_64_8b.h5
dense_4_64_10b,4,64,10,pregen_latency_models/dense_4_64_10b.h5
dense_4_64_12b,4,64,12,pregen_latency_models/dense_4_64_12b.h5
dense_4_64_14b,4,64,14,pregen_latency_models/dense_4_64_14b.h5
dense_4_64_16b,4,64,16,pregen_latency_models/dense_4_64_16b.h5
dense_6_2_2b,6,2,2,pregen_latency_models/dense_6_2_2b.h5
dense_6_2_4b,6,2,4,pregen_latency_models/dense_6_2_4b.h5
dense_6_2_6b,6,2,6,pregen_latency_models/dense_6_2_6b.h5
dense_6_2_8b,6,2,8,pregen_latency_models/dense_6_2_8b.h5
dense_6_2_10b,6,2,10,pregen_latency_models/dense_6_2_10b.h5
dense_6_2_12b,6,2,12,pregen_latency_models/dense_6_2_12b.h5
dense_6_2_14b,6,2,14,pregen_latency_models/dense_6_2_14b.h5
dense_6_2_16b,6,2,16,pregen_latency_models/dense_6_2_16b.h5
dense_6_4_2b,6,4,2,pregen_latency_models/dense_6_4_2b.h5
dense_6_4_4b,6,4,4,pregen_latency_models/dense_6_4_4b.h5
dense_6_4_6b,6,4,6,pregen_latency_models/dense_6_4_6b.h5
dense_6_4_8b,6,4,8,pregen_latency_models/dense_6_4_8b.h5
dense_6_4_10b,6,4,10,pregen_latency_models/dense_6_4_10b.h5
dense_6_4_12b,6,4,12,pregen_latency_models/dense_6_4_12b.h5
dense_6_4_14b,6,4,14,pregen_latency_models/dense_6_4_14b.h5
dense_6_4_16b,6,4,16,pregen_latency_models/dense_6_4_16b.h5
dense_6_6_2b,6,6,2,pregen_latency_models/dense_6_6_2b.h5
dense_6_6_4b,6,6,4,pregen_latency_models/dense_6_6_4b.h5
dense_6_6_6b,6,6,6,pregen_latency_models/dense_6_6_6b.h5
dense_6_6_8b,6,6,8,pregen_latency_models/dense_6_6_8b.h5
dense_6_6_10b,6,6,10,pregen_latency_models/dense_6_6_10b.h5
dense_6_6_12b,6,6,12,pregen_latency_models/dense_6_6_12b.h5
dense_6_6_14b,6,6,14,pregen_latency_models/dense_6_6_14b.h5
dense_6_6_16b,6,6,16,pregen_latency_models/dense_6_6_16b.h5
dense_6_8_2b,6,8,2,pregen_latency_models/dense_6_8_2b.h5
dense_6_8_4b,6,8,4,pregen_latency_models/dense_6_8_4b.h5
dense_6_8_6b,6,8,6,pregen_latency_models/dense_6_8_6b.h5
dense_6_8_8b,6,8,8,pregen_latency_models/dense_6_8_8b.h5
dense_6_8_10b,6,8,10,pregen_latency_models/dense_6_8_10b.h5
dense_6_8_12b,6,8,12,pregen_latency_models/dense_6_8_12b.h5
dense_6_8_14b,6,8,14,pregen_latency_models/dense_6_8_14b.h5
dense_6_8_16b,6,8,16,pregen_latency_models/dense_6_8_16b.h5
dense_6_10_2b,6,10,2,pregen_latency_models/dense_6_10_2b.h5
dense_6_10_4b,6,10,4,pregen_latency_models/dense_6_10_4b.h5
dense_6_10_6b,6,10,6,pregen_latency_models/dense_6_10_6b.h5
dense_6_10_8b,6,10,8,pregen_latency_models/dense_6_10_8b.h5
dense_6_10_10b,6,10,10,pregen_latency_models/dense_6_10_10b.h5
dense_6_10_12b,6,10,12,pregen_latency_models/dense_6_10_12b.h5
dense_6_10_14b,6,10,14,pregen_latency_models/dense_6_10_14b.h5
dense_6_10_16b,6,10,16,pregen_latency_models/dense_6_10_16b.h5
dense_6_12_2b,6,12,2,pregen_latency_models/dense_6_12_2b.h5
dense_6_12_4b,6,12,4,pregen_latency_models/dense_6_12_4b.h5
dense_6_12_6b,6,12,6,pregen_latency_models/dense_6_12_6b.h5
dense_6_12_8b,6,12,8,pregen_latency_models/dense_6_12_8b.h5
dense_6_12_10b,6,12,10,pregen_latency_models/dense_6_12_10b.h5
dense_6_12_12b,6,12,12,pregen_latency_models/dense_6_12_12b.h5
dense_6_12_14b,6,12,14,pregen_latency_models/dense_6_12_14b.h5
dense_6_12_16b,6,12,16,pregen_latency_models/dense_6_12_16b.h5
dense_6_14_2b,6,14,2,pregen_latency_models/dense_6_14_2b.h5
dense_6_14_4b,6,14,4,pregen_latency_models/dense_6_14_4b.h5
dense_6_14_6b,6,14,6,pregen_latency_models/dense_6_14_6b.h5
dense_6_14_8b,6,14,8,pregen_latency_models/dense_6_14_8b.h5
dense_6_14_10b,6,14,10,pregen_latency_models/dense_6_14_10b.h5
dense_6_14_12b,6,14,12,pregen_latency_models/dense_6_14_12b.h5
dense_6_14_14b,6,14,14,pregen_latency_models/dense_6_14_14b.h5
dense_6_14_16b,6,14,16,pregen_latency_models/dense_6_14_16b.h5
dense_6_16_2b,6,16,2,pregen_latency_models/dense_6_16_2b.h5
dense_6_16_4b,6,16,4,pregen_latency_models/dense_6_16_4b.h5
dense_6_16_6b,6,16,6,pregen_latency_models/dense_6_16_6b.h5
dense_6_16_8b,6,16,8,pregen_latency_models/dense_6_16_8b.h5
dense_6_16_10b,6,16,10,pregen_latency_models/dense_6_16_10b.h5
dense_6_16_12b,6,16,12,pregen_latency_models/dense_6_16_12b.h5
dense_6_16_14b,6,16,14,pregen_latency_models/dense_6_16_14b.h5
dense_6_16_16b,6,16,16,pregen_latency_models/dense_6_16_16b.h5
dense_6_18_2b,6,18,2,pregen_latency_models/dense_6_18_2b.h5
dense_6_18_4b,6,18,4,pregen_latency_models/dense_6_18_4b.h5
dense_6_18_6b,6,18,6,pregen_latency_models/dense_6_18_6b.h5
dense_6_18_8b,6,18,8,pregen_latency_models/dense_6_18_8b.h5
dense_6_18_10b,6,18,10,pregen_latency_models/dense_6_18_10b.h5
dense_6_18_12b,6,18,12,pregen_latency_models/dense_6_18_12b.h5
dense_6_18_14b,6,18,14,pregen_latency_models/dense_6_18_14b.h5
dense_6_18_16b,6,18,16,pregen_latency_models/dense_6_18_16b.h5
dense_6_20_2b,6,20,2,pregen_latency_models/dense_6_20_2b.h5
dense_6_20_4b,6,20,4,pregen_latency_models/dense_6_20_4b.h5
dense_6_20_6b,6,20,6,pregen_latency_models/dense_6_20_6b.h5
dense_6_20_8b,6,20,8,pregen_latency_models/dense_6_20_8b.h5
dense_6_20_10b,6,20,10,pregen_latency_models/dense_6_20_10b.h5
dense_6_20_12b,6,20,12,pregen_latency_models/dense_6_20_12b.h5
dense_6_20_14b,6,20,14,pregen_latency_models/dense_6_20_14b.h5
dense_6_20_16b,6,20,16,pregen_latency_models/dense_6_20_16b.h5
dense_6_22_2b,6,22,2,pregen_latency_models/dense_6_22_2b.h5
dense_6_22_4b,6,22,4,pregen_latency_models/dense_6_22_4b.h5
dense_6_22_6b,6,22,6,pregen_latency_models/dense_6_22_6b.h5
dense_6_22_8b,6,22,8,pregen_latency_models/dense_6_22_8b.h5
dense_6_22_10b,6,22,10,pregen_latency_models/dense_6_22_10b.h5
dense_6_22_12b,6,22,12,pregen_latency_models/dense_6_22_12b.h5
dense_6_22_14b,6,22,14,pregen_latency_models/dense_6_22_14b.h5
dense_6_22_16b,6,22,16,pregen_latency_models/dense_6_22_16b.h5
