model_name,d_in,d_out,prec,model_file
dense_40_36_2b,40,36,2,pregen_latency_models/dense_40_36_2b.h5
dense_40_36_4b,40,36,4,pregen_latency_models/dense_40_36_4b.h5
dense_40_36_6b,40,36,6,pregen_latency_models/dense_40_36_6b.h5
dense_40_36_8b,40,36,8,pregen_latency_models/dense_40_36_8b.h5
dense_40_36_10b,40,36,10,pregen_latency_models/dense_40_36_10b.h5
dense_40_36_12b,40,36,12,pregen_latency_models/dense_40_36_12b.h5
dense_40_36_14b,40,36,14,pregen_latency_models/dense_40_36_14b.h5
dense_40_36_16b,40,36,16,pregen_latency_models/dense_40_36_16b.h5
dense_40_38_2b,40,38,2,pregen_latency_models/dense_40_38_2b.h5
dense_40_38_4b,40,38,4,pregen_latency_models/dense_40_38_4b.h5
dense_40_38_6b,40,38,6,pregen_latency_models/dense_40_38_6b.h5
dense_40_38_8b,40,38,8,pregen_latency_models/dense_40_38_8b.h5
dense_40_38_10b,40,38,10,pregen_latency_models/dense_40_38_10b.h5
dense_40_38_12b,40,38,12,pregen_latency_models/dense_40_38_12b.h5
dense_40_38_14b,40,38,14,pregen_latency_models/dense_40_38_14b.h5
dense_40_38_16b,40,38,16,pregen_latency_models/dense_40_38_16b.h5
dense_40_40_2b,40,40,2,pregen_latency_models/dense_40_40_2b.h5
dense_40_40_4b,40,40,4,pregen_latency_models/dense_40_40_4b.h5
dense_40_40_6b,40,40,6,pregen_latency_models/dense_40_40_6b.h5
dense_40_40_8b,40,40,8,pregen_latency_models/dense_40_40_8b.h5
dense_40_40_10b,40,40,10,pregen_latency_models/dense_40_40_10b.h5
dense_40_40_12b,40,40,12,pregen_latency_models/dense_40_40_12b.h5
dense_40_40_14b,40,40,14,pregen_latency_models/dense_40_40_14b.h5
dense_40_40_16b,40,40,16,pregen_latency_models/dense_40_40_16b.h5
dense_40_42_2b,40,42,2,pregen_latency_models/dense_40_42_2b.h5
dense_40_42_4b,40,42,4,pregen_latency_models/dense_40_42_4b.h5
dense_40_42_6b,40,42,6,pregen_latency_models/dense_40_42_6b.h5
dense_40_42_8b,40,42,8,pregen_latency_models/dense_40_42_8b.h5
dense_40_42_10b,40,42,10,pregen_latency_models/dense_40_42_10b.h5
dense_40_42_12b,40,42,12,pregen_latency_models/dense_40_42_12b.h5
dense_40_42_14b,40,42,14,pregen_latency_models/dense_40_42_14b.h5
dense_40_42_16b,40,42,16,pregen_latency_models/dense_40_42_16b.h5
dense_40_44_2b,40,44,2,pregen_latency_models/dense_40_44_2b.h5
dense_40_44_4b,40,44,4,pregen_latency_models/dense_40_44_4b.h5
dense_40_44_6b,40,44,6,pregen_latency_models/dense_40_44_6b.h5
dense_40_44_8b,40,44,8,pregen_latency_models/dense_40_44_8b.h5
dense_40_44_10b,40,44,10,pregen_latency_models/dense_40_44_10b.h5
dense_40_44_12b,40,44,12,pregen_latency_models/dense_40_44_12b.h5
dense_40_44_14b,40,44,14,pregen_latency_models/dense_40_44_14b.h5
dense_40_44_16b,40,44,16,pregen_latency_models/dense_40_44_16b.h5
dense_40_46_2b,40,46,2,pregen_latency_models/dense_40_46_2b.h5
dense_40_46_4b,40,46,4,pregen_latency_models/dense_40_46_4b.h5
dense_40_46_6b,40,46,6,pregen_latency_models/dense_40_46_6b.h5
dense_40_46_8b,40,46,8,pregen_latency_models/dense_40_46_8b.h5
dense_40_46_10b,40,46,10,pregen_latency_models/dense_40_46_10b.h5
dense_40_46_12b,40,46,12,pregen_latency_models/dense_40_46_12b.h5
dense_40_46_14b,40,46,14,pregen_latency_models/dense_40_46_14b.h5
dense_40_46_16b,40,46,16,pregen_latency_models/dense_40_46_16b.h5
dense_40_48_2b,40,48,2,pregen_latency_models/dense_40_48_2b.h5
dense_40_48_4b,40,48,4,pregen_latency_models/dense_40_48_4b.h5
dense_40_48_6b,40,48,6,pregen_latency_models/dense_40_48_6b.h5
dense_40_48_8b,40,48,8,pregen_latency_models/dense_40_48_8b.h5
dense_40_48_10b,40,48,10,pregen_latency_models/dense_40_48_10b.h5
dense_40_48_12b,40,48,12,pregen_latency_models/dense_40_48_12b.h5
dense_40_48_14b,40,48,14,pregen_latency_models/dense_40_48_14b.h5
dense_40_48_16b,40,48,16,pregen_latency_models/dense_40_48_16b.h5
dense_40_50_2b,40,50,2,pregen_latency_models/dense_40_50_2b.h5
dense_40_50_4b,40,50,4,pregen_latency_models/dense_40_50_4b.h5
dense_40_50_6b,40,50,6,pregen_latency_models/dense_40_50_6b.h5
dense_40_50_8b,40,50,8,pregen_latency_models/dense_40_50_8b.h5
dense_40_50_10b,40,50,10,pregen_latency_models/dense_40_50_10b.h5
dense_40_50_12b,40,50,12,pregen_latency_models/dense_40_50_12b.h5
dense_40_50_14b,40,50,14,pregen_latency_models/dense_40_50_14b.h5
dense_40_50_16b,40,50,16,pregen_latency_models/dense_40_50_16b.h5
dense_40_52_2b,40,52,2,pregen_latency_models/dense_40_52_2b.h5
dense_40_52_4b,40,52,4,pregen_latency_models/dense_40_52_4b.h5
dense_40_52_6b,40,52,6,pregen_latency_models/dense_40_52_6b.h5
dense_40_52_8b,40,52,8,pregen_latency_models/dense_40_52_8b.h5
dense_40_52_10b,40,52,10,pregen_latency_models/dense_40_52_10b.h5
dense_40_52_12b,40,52,12,pregen_latency_models/dense_40_52_12b.h5
dense_40_52_14b,40,52,14,pregen_latency_models/dense_40_52_14b.h5
dense_40_52_16b,40,52,16,pregen_latency_models/dense_40_52_16b.h5
dense_40_54_2b,40,54,2,pregen_latency_models/dense_40_54_2b.h5
dense_40_54_4b,40,54,4,pregen_latency_models/dense_40_54_4b.h5
dense_40_54_6b,40,54,6,pregen_latency_models/dense_40_54_6b.h5
dense_40_54_8b,40,54,8,pregen_latency_models/dense_40_54_8b.h5
dense_40_54_10b,40,54,10,pregen_latency_models/dense_40_54_10b.h5
dense_40_54_12b,40,54,12,pregen_latency_models/dense_40_54_12b.h5
dense_40_54_14b,40,54,14,pregen_latency_models/dense_40_54_14b.h5
dense_40_54_16b,40,54,16,pregen_latency_models/dense_40_54_16b.h5
dense_40_56_2b,40,56,2,pregen_latency_models/dense_40_56_2b.h5
dense_40_56_4b,40,56,4,pregen_latency_models/dense_40_56_4b.h5
dense_40_56_6b,40,56,6,pregen_latency_models/dense_40_56_6b.h5
dense_40_56_8b,40,56,8,pregen_latency_models/dense_40_56_8b.h5
dense_40_56_10b,40,56,10,pregen_latency_models/dense_40_56_10b.h5
dense_40_56_12b,40,56,12,pregen_latency_models/dense_40_56_12b.h5
dense_40_56_14b,40,56,14,pregen_latency_models/dense_40_56_14b.h5
dense_40_56_16b,40,56,16,pregen_latency_models/dense_40_56_16b.h5
dense_40_58_2b,40,58,2,pregen_latency_models/dense_40_58_2b.h5
dense_40_58_4b,40,58,4,pregen_latency_models/dense_40_58_4b.h5
dense_40_58_6b,40,58,6,pregen_latency_models/dense_40_58_6b.h5
dense_40_58_8b,40,58,8,pregen_latency_models/dense_40_58_8b.h5
dense_40_58_10b,40,58,10,pregen_latency_models/dense_40_58_10b.h5
dense_40_58_12b,40,58,12,pregen_latency_models/dense_40_58_12b.h5
dense_40_58_14b,40,58,14,pregen_latency_models/dense_40_58_14b.h5
dense_40_58_16b,40,58,16,pregen_latency_models/dense_40_58_16b.h5
dense_40_60_2b,40,60,2,pregen_latency_models/dense_40_60_2b.h5
dense_40_60_4b,40,60,4,pregen_latency_models/dense_40_60_4b.h5
dense_40_60_6b,40,60,6,pregen_latency_models/dense_40_60_6b.h5
dense_40_60_8b,40,60,8,pregen_latency_models/dense_40_60_8b.h5
