model_name,d_in,d_out,prec,model_file
dense_8_34_10b,8,34,10,pregen_latency_models/dense_8_34_10b.h5
dense_8_34_12b,8,34,12,pregen_latency_models/dense_8_34_12b.h5
dense_8_34_14b,8,34,14,pregen_latency_models/dense_8_34_14b.h5
dense_8_34_16b,8,34,16,pregen_latency_models/dense_8_34_16b.h5
dense_8_36_2b,8,36,2,pregen_latency_models/dense_8_36_2b.h5
dense_8_36_4b,8,36,4,pregen_latency_models/dense_8_36_4b.h5
dense_8_36_6b,8,36,6,pregen_latency_models/dense_8_36_6b.h5
dense_8_36_8b,8,36,8,pregen_latency_models/dense_8_36_8b.h5
dense_8_36_10b,8,36,10,pregen_latency_models/dense_8_36_10b.h5
dense_8_36_12b,8,36,12,pregen_latency_models/dense_8_36_12b.h5
dense_8_36_14b,8,36,14,pregen_latency_models/dense_8_36_14b.h5
dense_8_36_16b,8,36,16,pregen_latency_models/dense_8_36_16b.h5
dense_8_38_2b,8,38,2,pregen_latency_models/dense_8_38_2b.h5
dense_8_38_4b,8,38,4,pregen_latency_models/dense_8_38_4b.h5
dense_8_38_6b,8,38,6,pregen_latency_models/dense_8_38_6b.h5
dense_8_38_8b,8,38,8,pregen_latency_models/dense_8_38_8b.h5
dense_8_38_10b,8,38,10,pregen_latency_models/dense_8_38_10b.h5
dense_8_38_12b,8,38,12,pregen_latency_models/dense_8_38_12b.h5
dense_8_38_14b,8,38,14,pregen_latency_models/dense_8_38_14b.h5
dense_8_38_16b,8,38,16,pregen_latency_models/dense_8_38_16b.h5
dense_8_40_2b,8,40,2,pregen_latency_models/dense_8_40_2b.h5
dense_8_40_4b,8,40,4,pregen_latency_models/dense_8_40_4b.h5
dense_8_40_6b,8,40,6,pregen_latency_models/dense_8_40_6b.h5
dense_8_40_8b,8,40,8,pregen_latency_models/dense_8_40_8b.h5
dense_8_40_10b,8,40,10,pregen_latency_models/dense_8_40_10b.h5
dense_8_40_12b,8,40,12,pregen_latency_models/dense_8_40_12b.h5
dense_8_40_14b,8,40,14,pregen_latency_models/dense_8_40_14b.h5
dense_8_40_16b,8,40,16,pregen_latency_models/dense_8_40_16b.h5
dense_8_42_2b,8,42,2,pregen_latency_models/dense_8_42_2b.h5
dense_8_42_4b,8,42,4,pregen_latency_models/dense_8_42_4b.h5
dense_8_42_6b,8,42,6,pregen_latency_models/dense_8_42_6b.h5
dense_8_42_8b,8,42,8,pregen_latency_models/dense_8_42_8b.h5
dense_8_42_10b,8,42,10,pregen_latency_models/dense_8_42_10b.h5
dense_8_42_12b,8,42,12,pregen_latency_models/dense_8_42_12b.h5
dense_8_42_14b,8,42,14,pregen_latency_models/dense_8_42_14b.h5
dense_8_42_16b,8,42,16,pregen_latency_models/dense_8_42_16b.h5
dense_8_44_2b,8,44,2,pregen_latency_models/dense_8_44_2b.h5
dense_8_44_4b,8,44,4,pregen_latency_models/dense_8_44_4b.h5
dense_8_44_6b,8,44,6,pregen_latency_models/dense_8_44_6b.h5
dense_8_44_8b,8,44,8,pregen_latency_models/dense_8_44_8b.h5
dense_8_44_10b,8,44,10,pregen_latency_models/dense_8_44_10b.h5
dense_8_44_12b,8,44,12,pregen_latency_models/dense_8_44_12b.h5
dense_8_44_14b,8,44,14,pregen_latency_models/dense_8_44_14b.h5
dense_8_44_16b,8,44,16,pregen_latency_models/dense_8_44_16b.h5
dense_8_46_2b,8,46,2,pregen_latency_models/dense_8_46_2b.h5
dense_8_46_4b,8,46,4,pregen_latency_models/dense_8_46_4b.h5
