model_name,d_in,d_out,prec,model_file
dense_34_2_10b,34,2,10,pregen_latency_models/dense_34_2_10b.h5
dense_34_2_12b,34,2,12,pregen_latency_models/dense_34_2_12b.h5
dense_34_2_14b,34,2,14,pregen_latency_models/dense_34_2_14b.h5
dense_34_2_16b,34,2,16,pregen_latency_models/dense_34_2_16b.h5
dense_34_4_2b,34,4,2,pregen_latency_models/dense_34_4_2b.h5
dense_34_4_4b,34,4,4,pregen_latency_models/dense_34_4_4b.h5
dense_34_4_6b,34,4,6,pregen_latency_models/dense_34_4_6b.h5
dense_34_4_8b,34,4,8,pregen_latency_models/dense_34_4_8b.h5
dense_34_4_10b,34,4,10,pregen_latency_models/dense_34_4_10b.h5
dense_34_4_12b,34,4,12,pregen_latency_models/dense_34_4_12b.h5
dense_34_4_14b,34,4,14,pregen_latency_models/dense_34_4_14b.h5
dense_34_4_16b,34,4,16,pregen_latency_models/dense_34_4_16b.h5
dense_34_6_2b,34,6,2,pregen_latency_models/dense_34_6_2b.h5
dense_34_6_4b,34,6,4,pregen_latency_models/dense_34_6_4b.h5
dense_34_6_6b,34,6,6,pregen_latency_models/dense_34_6_6b.h5
dense_34_6_8b,34,6,8,pregen_latency_models/dense_34_6_8b.h5
dense_34_6_10b,34,6,10,pregen_latency_models/dense_34_6_10b.h5
dense_34_6_12b,34,6,12,pregen_latency_models/dense_34_6_12b.h5
dense_34_6_14b,34,6,14,pregen_latency_models/dense_34_6_14b.h5
dense_34_6_16b,34,6,16,pregen_latency_models/dense_34_6_16b.h5
dense_34_8_2b,34,8,2,pregen_latency_models/dense_34_8_2b.h5
dense_34_8_4b,34,8,4,pregen_latency_models/dense_34_8_4b.h5
dense_34_8_6b,34,8,6,pregen_latency_models/dense_34_8_6b.h5
dense_34_8_8b,34,8,8,pregen_latency_models/dense_34_8_8b.h5
dense_34_8_10b,34,8,10,pregen_latency_models/dense_34_8_10b.h5
dense_34_8_12b,34,8,12,pregen_latency_models/dense_34_8_12b.h5
dense_34_8_14b,34,8,14,pregen_latency_models/dense_34_8_14b.h5
dense_34_8_16b,34,8,16,pregen_latency_models/dense_34_8_16b.h5
dense_34_10_2b,34,10,2,pregen_latency_models/dense_34_10_2b.h5
dense_34_10_4b,34,10,4,pregen_latency_models/dense_34_10_4b.h5
dense_34_10_6b,34,10,6,pregen_latency_models/dense_34_10_6b.h5
dense_34_10_8b,34,10,8,pregen_latency_models/dense_34_10_8b.h5
dense_34_10_10b,34,10,10,pregen_latency_models/dense_34_10_10b.h5
dense_34_10_12b,34,10,12,pregen_latency_models/dense_34_10_12b.h5
dense_34_10_14b,34,10,14,pregen_latency_models/dense_34_10_14b.h5
dense_34_10_16b,34,10,16,pregen_latency_models/dense_34_10_16b.h5
dense_34_12_2b,34,12,2,pregen_latency_models/dense_34_12_2b.h5
dense_34_12_4b,34,12,4,pregen_latency_models/dense_34_12_4b.h5
dense_34_12_6b,34,12,6,pregen_latency_models/dense_34_12_6b.h5
dense_34_12_8b,34,12,8,pregen_latency_models/dense_34_12_8b.h5
dense_34_12_10b,34,12,10,pregen_latency_models/dense_34_12_10b.h5
dense_34_12_12b,34,12,12,pregen_latency_models/dense_34_12_12b.h5
dense_34_12_14b,34,12,14,pregen_latency_models/dense_34_12_14b.h5
dense_34_12_16b,34,12,16,pregen_latency_models/dense_34_12_16b.h5
dense_34_14_2b,34,14,2,pregen_latency_models/dense_34_14_2b.h5
dense_34_14_4b,34,14,4,pregen_latency_models/dense_34_14_4b.h5
dense_34_14_6b,34,14,6,pregen_latency_models/dense_34_14_6b.h5
dense_34_14_8b,34,14,8,pregen_latency_models/dense_34_14_8b.h5
dense_34_14_10b,34,14,10,pregen_latency_models/dense_34_14_10b.h5
dense_34_14_12b,34,14,12,pregen_latency_models/dense_34_14_12b.h5
dense_34_14_14b,34,14,14,pregen_latency_models/dense_34_14_14b.h5
dense_34_14_16b,34,14,16,pregen_latency_models/dense_34_14_16b.h5
dense_34_16_2b,34,16,2,pregen_latency_models/dense_34_16_2b.h5
dense_34_16_4b,34,16,4,pregen_latency_models/dense_34_16_4b.h5
dense_34_16_6b,34,16,6,pregen_latency_models/dense_34_16_6b.h5
dense_34_16_8b,34,16,8,pregen_latency_models/dense_34_16_8b.h5
dense_34_16_10b,34,16,10,pregen_latency_models/dense_34_16_10b.h5
dense_34_16_12b,34,16,12,pregen_latency_models/dense_34_16_12b.h5
dense_34_16_14b,34,16,14,pregen_latency_models/dense_34_16_14b.h5
dense_34_16_16b,34,16,16,pregen_latency_models/dense_34_16_16b.h5
dense_34_18_2b,34,18,2,pregen_latency_models/dense_34_18_2b.h5
dense_34_18_4b,34,18,4,pregen_latency_models/dense_34_18_4b.h5
dense_34_18_6b,34,18,6,pregen_latency_models/dense_34_18_6b.h5
dense_34_18_8b,34,18,8,pregen_latency_models/dense_34_18_8b.h5
dense_34_18_10b,34,18,10,pregen_latency_models/dense_34_18_10b.h5
dense_34_18_12b,34,18,12,pregen_latency_models/dense_34_18_12b.h5
dense_34_18_14b,34,18,14,pregen_latency_models/dense_34_18_14b.h5
dense_34_18_16b,34,18,16,pregen_latency_models/dense_34_18_16b.h5
dense_34_20_2b,34,20,2,pregen_latency_models/dense_34_20_2b.h5
dense_34_20_4b,34,20,4,pregen_latency_models/dense_34_20_4b.h5
dense_34_20_6b,34,20,6,pregen_latency_models/dense_34_20_6b.h5
dense_34_20_8b,34,20,8,pregen_latency_models/dense_34_20_8b.h5
dense_34_20_10b,34,20,10,pregen_latency_models/dense_34_20_10b.h5
dense_34_20_12b,34,20,12,pregen_latency_models/dense_34_20_12b.h5
dense_34_20_14b,34,20,14,pregen_latency_models/dense_34_20_14b.h5
dense_34_20_16b,34,20,16,pregen_latency_models/dense_34_20_16b.h5
dense_34_22_2b,34,22,2,pregen_latency_models/dense_34_22_2b.h5
dense_34_22_4b,34,22,4,pregen_latency_models/dense_34_22_4b.h5
dense_34_22_6b,34,22,6,pregen_latency_models/dense_34_22_6b.h5
dense_34_22_8b,34,22,8,pregen_latency_models/dense_34_22_8b.h5
dense_34_22_10b,34,22,10,pregen_latency_models/dense_34_22_10b.h5
dense_34_22_12b,34,22,12,pregen_latency_models/dense_34_22_12b.h5
dense_34_22_14b,34,22,14,pregen_latency_models/dense_34_22_14b.h5
dense_34_22_16b,34,22,16,pregen_latency_models/dense_34_22_16b.h5
dense_34_24_2b,34,24,2,pregen_latency_models/dense_34_24_2b.h5
dense_34_24_4b,34,24,4,pregen_latency_models/dense_34_24_4b.h5
dense_34_24_6b,34,24,6,pregen_latency_models/dense_34_24_6b.h5
dense_34_24_8b,34,24,8,pregen_latency_models/dense_34_24_8b.h5
dense_34_24_10b,34,24,10,pregen_latency_models/dense_34_24_10b.h5
dense_34_24_12b,34,24,12,pregen_latency_models/dense_34_24_12b.h5
dense_34_24_14b,34,24,14,pregen_latency_models/dense_34_24_14b.h5
dense_34_24_16b,34,24,16,pregen_latency_models/dense_34_24_16b.h5
dense_34_26_2b,34,26,2,pregen_latency_models/dense_34_26_2b.h5
dense_34_26_4b,34,26,4,pregen_latency_models/dense_34_26_4b.h5
dense_34_26_6b,34,26,6,pregen_latency_models/dense_34_26_6b.h5
dense_34_26_8b,34,26,8,pregen_latency_models/dense_34_26_8b.h5
dense_34_26_10b,34,26,10,pregen_latency_models/dense_34_26_10b.h5
dense_34_26_12b,34,26,12,pregen_latency_models/dense_34_26_12b.h5
dense_34_26_14b,34,26,14,pregen_latency_models/dense_34_26_14b.h5
dense_34_26_16b,34,26,16,pregen_latency_models/dense_34_26_16b.h5
