model_name,d_in,d_out,prec,model_file
dense_32_42_2b,32,42,2,pregen_latency_models/dense_32_42_2b.h5
dense_32_42_4b,32,42,4,pregen_latency_models/dense_32_42_4b.h5
dense_32_42_6b,32,42,6,pregen_latency_models/dense_32_42_6b.h5
dense_32_42_8b,32,42,8,pregen_latency_models/dense_32_42_8b.h5
dense_32_42_10b,32,42,10,pregen_latency_models/dense_32_42_10b.h5
dense_32_42_12b,32,42,12,pregen_latency_models/dense_32_42_12b.h5
dense_32_42_14b,32,42,14,pregen_latency_models/dense_32_42_14b.h5
dense_32_42_16b,32,42,16,pregen_latency_models/dense_32_42_16b.h5
dense_32_44_2b,32,44,2,pregen_latency_models/dense_32_44_2b.h5
dense_32_44_4b,32,44,4,pregen_latency_models/dense_32_44_4b.h5
dense_32_44_6b,32,44,6,pregen_latency_models/dense_32_44_6b.h5
dense_32_44_8b,32,44,8,pregen_latency_models/dense_32_44_8b.h5
dense_32_44_10b,32,44,10,pregen_latency_models/dense_32_44_10b.h5
dense_32_44_12b,32,44,12,pregen_latency_models/dense_32_44_12b.h5
dense_32_44_14b,32,44,14,pregen_latency_models/dense_32_44_14b.h5
dense_32_44_16b,32,44,16,pregen_latency_models/dense_32_44_16b.h5
dense_32_46_2b,32,46,2,pregen_latency_models/dense_32_46_2b.h5
dense_32_46_4b,32,46,4,pregen_latency_models/dense_32_46_4b.h5
dense_32_46_6b,32,46,6,pregen_latency_models/dense_32_46_6b.h5
dense_32_46_8b,32,46,8,pregen_latency_models/dense_32_46_8b.h5
dense_32_46_10b,32,46,10,pregen_latency_models/dense_32_46_10b.h5
dense_32_46_12b,32,46,12,pregen_latency_models/dense_32_46_12b.h5
dense_32_46_14b,32,46,14,pregen_latency_models/dense_32_46_14b.h5
dense_32_46_16b,32,46,16,pregen_latency_models/dense_32_46_16b.h5
dense_32_48_2b,32,48,2,pregen_latency_models/dense_32_48_2b.h5
dense_32_48_4b,32,48,4,pregen_latency_models/dense_32_48_4b.h5
dense_32_48_6b,32,48,6,pregen_latency_models/dense_32_48_6b.h5
dense_32_48_8b,32,48,8,pregen_latency_models/dense_32_48_8b.h5
dense_32_48_10b,32,48,10,pregen_latency_models/dense_32_48_10b.h5
dense_32_48_12b,32,48,12,pregen_latency_models/dense_32_48_12b.h5
