model_name,d_in,d_out,prec,model_file
dense_54_38_2b,54,38,2,pregen_latency_models/dense_54_38_2b.h5
dense_54_38_4b,54,38,4,pregen_latency_models/dense_54_38_4b.h5
dense_54_38_6b,54,38,6,pregen_latency_models/dense_54_38_6b.h5
dense_54_38_8b,54,38,8,pregen_latency_models/dense_54_38_8b.h5
dense_54_38_10b,54,38,10,pregen_latency_models/dense_54_38_10b.h5
dense_54_38_12b,54,38,12,pregen_latency_models/dense_54_38_12b.h5
dense_54_38_14b,54,38,14,pregen_latency_models/dense_54_38_14b.h5
dense_54_38_16b,54,38,16,pregen_latency_models/dense_54_38_16b.h5
dense_54_40_2b,54,40,2,pregen_latency_models/dense_54_40_2b.h5
dense_54_40_4b,54,40,4,pregen_latency_models/dense_54_40_4b.h5
dense_54_40_6b,54,40,6,pregen_latency_models/dense_54_40_6b.h5
dense_54_40_8b,54,40,8,pregen_latency_models/dense_54_40_8b.h5
dense_54_40_10b,54,40,10,pregen_latency_models/dense_54_40_10b.h5
dense_54_40_12b,54,40,12,pregen_latency_models/dense_54_40_12b.h5
dense_54_40_14b,54,40,14,pregen_latency_models/dense_54_40_14b.h5
dense_54_40_16b,54,40,16,pregen_latency_models/dense_54_40_16b.h5
dense_54_42_2b,54,42,2,pregen_latency_models/dense_54_42_2b.h5
dense_54_42_4b,54,42,4,pregen_latency_models/dense_54_42_4b.h5
dense_54_42_6b,54,42,6,pregen_latency_models/dense_54_42_6b.h5
dense_54_42_8b,54,42,8,pregen_latency_models/dense_54_42_8b.h5
dense_54_42_10b,54,42,10,pregen_latency_models/dense_54_42_10b.h5
dense_54_42_12b,54,42,12,pregen_latency_models/dense_54_42_12b.h5
dense_54_42_14b,54,42,14,pregen_latency_models/dense_54_42_14b.h5
dense_54_42_16b,54,42,16,pregen_latency_models/dense_54_42_16b.h5
dense_54_44_2b,54,44,2,pregen_latency_models/dense_54_44_2b.h5
dense_54_44_4b,54,44,4,pregen_latency_models/dense_54_44_4b.h5
dense_54_44_6b,54,44,6,pregen_latency_models/dense_54_44_6b.h5
dense_54_44_8b,54,44,8,pregen_latency_models/dense_54_44_8b.h5
dense_54_44_10b,54,44,10,pregen_latency_models/dense_54_44_10b.h5
dense_54_44_12b,54,44,12,pregen_latency_models/dense_54_44_12b.h5
