model_name,d_in,d_out,prec,model_file
dense_12_32_2b,12,32,2,pregen_latency_models/dense_12_32_2b.h5
dense_12_32_4b,12,32,4,pregen_latency_models/dense_12_32_4b.h5
dense_12_32_6b,12,32,6,pregen_latency_models/dense_12_32_6b.h5
dense_12_32_8b,12,32,8,pregen_latency_models/dense_12_32_8b.h5
dense_12_32_10b,12,32,10,pregen_latency_models/dense_12_32_10b.h5
dense_12_32_12b,12,32,12,pregen_latency_models/dense_12_32_12b.h5
dense_12_32_14b,12,32,14,pregen_latency_models/dense_12_32_14b.h5
dense_12_32_16b,12,32,16,pregen_latency_models/dense_12_32_16b.h5
dense_12_34_2b,12,34,2,pregen_latency_models/dense_12_34_2b.h5
dense_12_34_4b,12,34,4,pregen_latency_models/dense_12_34_4b.h5
dense_12_34_6b,12,34,6,pregen_latency_models/dense_12_34_6b.h5
dense_12_34_8b,12,34,8,pregen_latency_models/dense_12_34_8b.h5
dense_12_34_10b,12,34,10,pregen_latency_models/dense_12_34_10b.h5
dense_12_34_12b,12,34,12,pregen_latency_models/dense_12_34_12b.h5
dense_12_34_14b,12,34,14,pregen_latency_models/dense_12_34_14b.h5
dense_12_34_16b,12,34,16,pregen_latency_models/dense_12_34_16b.h5
dense_12_36_2b,12,36,2,pregen_latency_models/dense_12_36_2b.h5
dense_12_36_4b,12,36,4,pregen_latency_models/dense_12_36_4b.h5
dense_12_36_6b,12,36,6,pregen_latency_models/dense_12_36_6b.h5
dense_12_36_8b,12,36,8,pregen_latency_models/dense_12_36_8b.h5
dense_12_36_10b,12,36,10,pregen_latency_models/dense_12_36_10b.h5
dense_12_36_12b,12,36,12,pregen_latency_models/dense_12_36_12b.h5
dense_12_36_14b,12,36,14,pregen_latency_models/dense_12_36_14b.h5
dense_12_36_16b,12,36,16,pregen_latency_models/dense_12_36_16b.h5
dense_12_38_2b,12,38,2,pregen_latency_models/dense_12_38_2b.h5
dense_12_38_4b,12,38,4,pregen_latency_models/dense_12_38_4b.h5
dense_12_38_6b,12,38,6,pregen_latency_models/dense_12_38_6b.h5
dense_12_38_8b,12,38,8,pregen_latency_models/dense_12_38_8b.h5
dense_12_38_10b,12,38,10,pregen_latency_models/dense_12_38_10b.h5
dense_12_38_12b,12,38,12,pregen_latency_models/dense_12_38_12b.h5
dense_12_38_14b,12,38,14,pregen_latency_models/dense_12_38_14b.h5
dense_12_38_16b,12,38,16,pregen_latency_models/dense_12_38_16b.h5
dense_12_40_2b,12,40,2,pregen_latency_models/dense_12_40_2b.h5
dense_12_40_4b,12,40,4,pregen_latency_models/dense_12_40_4b.h5
dense_12_40_6b,12,40,6,pregen_latency_models/dense_12_40_6b.h5
dense_12_40_8b,12,40,8,pregen_latency_models/dense_12_40_8b.h5
dense_12_40_10b,12,40,10,pregen_latency_models/dense_12_40_10b.h5
dense_12_40_12b,12,40,12,pregen_latency_models/dense_12_40_12b.h5
dense_12_40_14b,12,40,14,pregen_latency_models/dense_12_40_14b.h5
dense_12_40_16b,12,40,16,pregen_latency_models/dense_12_40_16b.h5
dense_12_42_2b,12,42,2,pregen_latency_models/dense_12_42_2b.h5
dense_12_42_4b,12,42,4,pregen_latency_models/dense_12_42_4b.h5
