model_name,d_in,d_out,prec,model_file
dense_6_24_2b,6,24,2,pregen_latency_models/dense_6_24_2b.h5
dense_6_24_4b,6,24,4,pregen_latency_models/dense_6_24_4b.h5
dense_6_24_6b,6,24,6,pregen_latency_models/dense_6_24_6b.h5
dense_6_24_8b,6,24,8,pregen_latency_models/dense_6_24_8b.h5
dense_6_24_10b,6,24,10,pregen_latency_models/dense_6_24_10b.h5
dense_6_24_12b,6,24,12,pregen_latency_models/dense_6_24_12b.h5
dense_6_24_14b,6,24,14,pregen_latency_models/dense_6_24_14b.h5
dense_6_24_16b,6,24,16,pregen_latency_models/dense_6_24_16b.h5
dense_6_26_2b,6,26,2,pregen_latency_models/dense_6_26_2b.h5
dense_6_26_4b,6,26,4,pregen_latency_models/dense_6_26_4b.h5
dense_6_26_6b,6,26,6,pregen_latency_models/dense_6_26_6b.h5
dense_6_26_8b,6,26,8,pregen_latency_models/dense_6_26_8b.h5
dense_6_26_10b,6,26,10,pregen_latency_models/dense_6_26_10b.h5
dense_6_26_12b,6,26,12,pregen_latency_models/dense_6_26_12b.h5
dense_6_26_14b,6,26,14,pregen_latency_models/dense_6_26_14b.h5
dense_6_26_16b,6,26,16,pregen_latency_models/dense_6_26_16b.h5
dense_6_28_2b,6,28,2,pregen_latency_models/dense_6_28_2b.h5
dense_6_28_4b,6,28,4,pregen_latency_models/dense_6_28_4b.h5
dense_6_28_6b,6,28,6,pregen_latency_models/dense_6_28_6b.h5
dense_6_28_8b,6,28,8,pregen_latency_models/dense_6_28_8b.h5
dense_6_28_10b,6,28,10,pregen_latency_models/dense_6_28_10b.h5
dense_6_28_12b,6,28,12,pregen_latency_models/dense_6_28_12b.h5
dense_6_28_14b,6,28,14,pregen_latency_models/dense_6_28_14b.h5
dense_6_28_16b,6,28,16,pregen_latency_models/dense_6_28_16b.h5
dense_6_30_2b,6,30,2,pregen_latency_models/dense_6_30_2b.h5
dense_6_30_4b,6,30,4,pregen_latency_models/dense_6_30_4b.h5
dense_6_30_6b,6,30,6,pregen_latency_models/dense_6_30_6b.h5
dense_6_30_8b,6,30,8,pregen_latency_models/dense_6_30_8b.h5
dense_6_30_10b,6,30,10,pregen_latency_models/dense_6_30_10b.h5
