model_name,d_in,d_out,d_out2,prec,model_file
dense_72_104_128_10b,72,104,128,10,pregen_2layer_models/dense_72_104_128_10b.h5
dense_72_104_128_12b,72,104,128,12,pregen_2layer_models/dense_72_104_128_12b.h5
dense_72_104_128_14b,72,104,128,14,pregen_2layer_models/dense_72_104_128_14b.h5
dense_72_104_128_16b,72,104,128,16,pregen_2layer_models/dense_72_104_128_16b.h5
dense_72_112_8_2b,72,112,8,2,pregen_2layer_models/dense_72_112_8_2b.h5
dense_72_112_8_4b,72,112,8,4,pregen_2layer_models/dense_72_112_8_4b.h5
dense_72_112_8_6b,72,112,8,6,pregen_2layer_models/dense_72_112_8_6b.h5
dense_72_112_8_8b,72,112,8,8,pregen_2layer_models/dense_72_112_8_8b.h5
dense_72_112_8_10b,72,112,8,10,pregen_2layer_models/dense_72_112_8_10b.h5
dense_72_112_8_12b,72,112,8,12,pregen_2layer_models/dense_72_112_8_12b.h5
dense_72_112_8_14b,72,112,8,14,pregen_2layer_models/dense_72_112_8_14b.h5
dense_72_112_8_16b,72,112,8,16,pregen_2layer_models/dense_72_112_8_16b.h5
dense_72_112_16_2b,72,112,16,2,pregen_2layer_models/dense_72_112_16_2b.h5
dense_72_112_16_4b,72,112,16,4,pregen_2layer_models/dense_72_112_16_4b.h5
dense_72_112_16_6b,72,112,16,6,pregen_2layer_models/dense_72_112_16_6b.h5
dense_72_112_16_8b,72,112,16,8,pregen_2layer_models/dense_72_112_16_8b.h5
dense_72_112_16_10b,72,112,16,10,pregen_2layer_models/dense_72_112_16_10b.h5
dense_72_112_16_12b,72,112,16,12,pregen_2layer_models/dense_72_112_16_12b.h5
dense_72_112_16_14b,72,112,16,14,pregen_2layer_models/dense_72_112_16_14b.h5
dense_72_112_16_16b,72,112,16,16,pregen_2layer_models/dense_72_112_16_16b.h5
dense_72_112_24_2b,72,112,24,2,pregen_2layer_models/dense_72_112_24_2b.h5
dense_72_112_24_4b,72,112,24,4,pregen_2layer_models/dense_72_112_24_4b.h5
dense_72_112_24_6b,72,112,24,6,pregen_2layer_models/dense_72_112_24_6b.h5
dense_72_112_24_8b,72,112,24,8,pregen_2layer_models/dense_72_112_24_8b.h5
dense_72_112_24_10b,72,112,24,10,pregen_2layer_models/dense_72_112_24_10b.h5
dense_72_112_24_12b,72,112,24,12,pregen_2layer_models/dense_72_112_24_12b.h5
dense_72_112_24_14b,72,112,24,14,pregen_2layer_models/dense_72_112_24_14b.h5
dense_72_112_24_16b,72,112,24,16,pregen_2layer_models/dense_72_112_24_16b.h5
dense_72_112_32_2b,72,112,32,2,pregen_2layer_models/dense_72_112_32_2b.h5
dense_72_112_32_4b,72,112,32,4,pregen_2layer_models/dense_72_112_32_4b.h5
dense_72_112_32_6b,72,112,32,6,pregen_2layer_models/dense_72_112_32_6b.h5
dense_72_112_32_8b,72,112,32,8,pregen_2layer_models/dense_72_112_32_8b.h5
dense_72_112_32_10b,72,112,32,10,pregen_2layer_models/dense_72_112_32_10b.h5
dense_72_112_32_12b,72,112,32,12,pregen_2layer_models/dense_72_112_32_12b.h5
dense_72_112_32_14b,72,112,32,14,pregen_2layer_models/dense_72_112_32_14b.h5
dense_72_112_32_16b,72,112,32,16,pregen_2layer_models/dense_72_112_32_16b.h5
dense_72_112_40_2b,72,112,40,2,pregen_2layer_models/dense_72_112_40_2b.h5
dense_72_112_40_4b,72,112,40,4,pregen_2layer_models/dense_72_112_40_4b.h5
dense_72_112_40_6b,72,112,40,6,pregen_2layer_models/dense_72_112_40_6b.h5
dense_72_112_40_8b,72,112,40,8,pregen_2layer_models/dense_72_112_40_8b.h5
dense_72_112_40_10b,72,112,40,10,pregen_2layer_models/dense_72_112_40_10b.h5
dense_72_112_40_12b,72,112,40,12,pregen_2layer_models/dense_72_112_40_12b.h5
dense_72_112_40_14b,72,112,40,14,pregen_2layer_models/dense_72_112_40_14b.h5
dense_72_112_40_16b,72,112,40,16,pregen_2layer_models/dense_72_112_40_16b.h5
dense_72_112_48_2b,72,112,48,2,pregen_2layer_models/dense_72_112_48_2b.h5
dense_72_112_48_4b,72,112,48,4,pregen_2layer_models/dense_72_112_48_4b.h5
dense_72_112_48_6b,72,112,48,6,pregen_2layer_models/dense_72_112_48_6b.h5
dense_72_112_48_8b,72,112,48,8,pregen_2layer_models/dense_72_112_48_8b.h5
dense_72_112_48_10b,72,112,48,10,pregen_2layer_models/dense_72_112_48_10b.h5
dense_72_112_48_12b,72,112,48,12,pregen_2layer_models/dense_72_112_48_12b.h5
dense_72_112_48_14b,72,112,48,14,pregen_2layer_models/dense_72_112_48_14b.h5
dense_72_112_48_16b,72,112,48,16,pregen_2layer_models/dense_72_112_48_16b.h5
dense_72_112_56_2b,72,112,56,2,pregen_2layer_models/dense_72_112_56_2b.h5
dense_72_112_56_4b,72,112,56,4,pregen_2layer_models/dense_72_112_56_4b.h5
dense_72_112_56_6b,72,112,56,6,pregen_2layer_models/dense_72_112_56_6b.h5
dense_72_112_56_8b,72,112,56,8,pregen_2layer_models/dense_72_112_56_8b.h5
dense_72_112_56_10b,72,112,56,10,pregen_2layer_models/dense_72_112_56_10b.h5
dense_72_112_56_12b,72,112,56,12,pregen_2layer_models/dense_72_112_56_12b.h5
dense_72_112_56_14b,72,112,56,14,pregen_2layer_models/dense_72_112_56_14b.h5
dense_72_112_56_16b,72,112,56,16,pregen_2layer_models/dense_72_112_56_16b.h5
dense_72_112_64_2b,72,112,64,2,pregen_2layer_models/dense_72_112_64_2b.h5
dense_72_112_64_4b,72,112,64,4,pregen_2layer_models/dense_72_112_64_4b.h5
dense_72_112_64_6b,72,112,64,6,pregen_2layer_models/dense_72_112_64_6b.h5
dense_72_112_64_8b,72,112,64,8,pregen_2layer_models/dense_72_112_64_8b.h5
dense_72_112_64_10b,72,112,64,10,pregen_2layer_models/dense_72_112_64_10b.h5
dense_72_112_64_12b,72,112,64,12,pregen_2layer_models/dense_72_112_64_12b.h5
dense_72_112_64_14b,72,112,64,14,pregen_2layer_models/dense_72_112_64_14b.h5
dense_72_112_64_16b,72,112,64,16,pregen_2layer_models/dense_72_112_64_16b.h5
