model_name,d_in,d_out,d_out2,prec,model_file
dense_80_16_16_6b,80,16,16,6,pregen_2layer_models/dense_80_16_16_6b.h5
dense_80_16_16_8b,80,16,16,8,pregen_2layer_models/dense_80_16_16_8b.h5
dense_80_16_16_10b,80,16,16,10,pregen_2layer_models/dense_80_16_16_10b.h5
dense_80_16_16_12b,80,16,16,12,pregen_2layer_models/dense_80_16_16_12b.h5
dense_80_16_16_14b,80,16,16,14,pregen_2layer_models/dense_80_16_16_14b.h5
dense_80_16_16_16b,80,16,16,16,pregen_2layer_models/dense_80_16_16_16b.h5
dense_80_16_24_2b,80,16,24,2,pregen_2layer_models/dense_80_16_24_2b.h5
dense_80_16_24_4b,80,16,24,4,pregen_2layer_models/dense_80_16_24_4b.h5
dense_80_16_24_6b,80,16,24,6,pregen_2layer_models/dense_80_16_24_6b.h5
dense_80_16_24_8b,80,16,24,8,pregen_2layer_models/dense_80_16_24_8b.h5
dense_80_16_24_10b,80,16,24,10,pregen_2layer_models/dense_80_16_24_10b.h5
dense_80_16_24_12b,80,16,24,12,pregen_2layer_models/dense_80_16_24_12b.h5
dense_80_16_24_14b,80,16,24,14,pregen_2layer_models/dense_80_16_24_14b.h5
dense_80_16_24_16b,80,16,24,16,pregen_2layer_models/dense_80_16_24_16b.h5
dense_80_16_32_2b,80,16,32,2,pregen_2layer_models/dense_80_16_32_2b.h5
dense_80_16_32_4b,80,16,32,4,pregen_2layer_models/dense_80_16_32_4b.h5
dense_80_16_32_6b,80,16,32,6,pregen_2layer_models/dense_80_16_32_6b.h5
dense_80_16_32_8b,80,16,32,8,pregen_2layer_models/dense_80_16_32_8b.h5
dense_80_16_32_10b,80,16,32,10,pregen_2layer_models/dense_80_16_32_10b.h5
dense_80_16_32_12b,80,16,32,12,pregen_2layer_models/dense_80_16_32_12b.h5
dense_80_16_32_14b,80,16,32,14,pregen_2layer_models/dense_80_16_32_14b.h5
dense_80_16_32_16b,80,16,32,16,pregen_2layer_models/dense_80_16_32_16b.h5
dense_80_16_40_2b,80,16,40,2,pregen_2layer_models/dense_80_16_40_2b.h5
dense_80_16_40_4b,80,16,40,4,pregen_2layer_models/dense_80_16_40_4b.h5
dense_80_16_40_6b,80,16,40,6,pregen_2layer_models/dense_80_16_40_6b.h5
dense_80_16_40_8b,80,16,40,8,pregen_2layer_models/dense_80_16_40_8b.h5
dense_80_16_40_10b,80,16,40,10,pregen_2layer_models/dense_80_16_40_10b.h5
dense_80_16_40_12b,80,16,40,12,pregen_2layer_models/dense_80_16_40_12b.h5
dense_80_16_40_14b,80,16,40,14,pregen_2layer_models/dense_80_16_40_14b.h5
dense_80_16_40_16b,80,16,40,16,pregen_2layer_models/dense_80_16_40_16b.h5
dense_80_16_48_2b,80,16,48,2,pregen_2layer_models/dense_80_16_48_2b.h5
dense_80_16_48_4b,80,16,48,4,pregen_2layer_models/dense_80_16_48_4b.h5
dense_80_16_48_6b,80,16,48,6,pregen_2layer_models/dense_80_16_48_6b.h5
dense_80_16_48_8b,80,16,48,8,pregen_2layer_models/dense_80_16_48_8b.h5
dense_80_16_48_10b,80,16,48,10,pregen_2layer_models/dense_80_16_48_10b.h5
dense_80_16_48_12b,80,16,48,12,pregen_2layer_models/dense_80_16_48_12b.h5
dense_80_16_48_14b,80,16,48,14,pregen_2layer_models/dense_80_16_48_14b.h5
dense_80_16_48_16b,80,16,48,16,pregen_2layer_models/dense_80_16_48_16b.h5
dense_80_16_56_2b,80,16,56,2,pregen_2layer_models/dense_80_16_56_2b.h5
dense_80_16_56_4b,80,16,56,4,pregen_2layer_models/dense_80_16_56_4b.h5
dense_80_16_56_6b,80,16,56,6,pregen_2layer_models/dense_80_16_56_6b.h5
dense_80_16_56_8b,80,16,56,8,pregen_2layer_models/dense_80_16_56_8b.h5
dense_80_16_56_10b,80,16,56,10,pregen_2layer_models/dense_80_16_56_10b.h5
dense_80_16_56_12b,80,16,56,12,pregen_2layer_models/dense_80_16_56_12b.h5
dense_80_16_56_14b,80,16,56,14,pregen_2layer_models/dense_80_16_56_14b.h5
dense_80_16_56_16b,80,16,56,16,pregen_2layer_models/dense_80_16_56_16b.h5
dense_80_16_64_2b,80,16,64,2,pregen_2layer_models/dense_80_16_64_2b.h5
dense_80_16_64_4b,80,16,64,4,pregen_2layer_models/dense_80_16_64_4b.h5
dense_80_16_64_6b,80,16,64,6,pregen_2layer_models/dense_80_16_64_6b.h5
dense_80_16_64_8b,80,16,64,8,pregen_2layer_models/dense_80_16_64_8b.h5
dense_80_16_64_10b,80,16,64,10,pregen_2layer_models/dense_80_16_64_10b.h5
dense_80_16_64_12b,80,16,64,12,pregen_2layer_models/dense_80_16_64_12b.h5
dense_80_16_64_14b,80,16,64,14,pregen_2layer_models/dense_80_16_64_14b.h5
dense_80_16_64_16b,80,16,64,16,pregen_2layer_models/dense_80_16_64_16b.h5
dense_80_16_72_2b,80,16,72,2,pregen_2layer_models/dense_80_16_72_2b.h5
dense_80_16_72_4b,80,16,72,4,pregen_2layer_models/dense_80_16_72_4b.h5
dense_80_16_72_6b,80,16,72,6,pregen_2layer_models/dense_80_16_72_6b.h5
dense_80_16_72_8b,80,16,72,8,pregen_2layer_models/dense_80_16_72_8b.h5
dense_80_16_72_10b,80,16,72,10,pregen_2layer_models/dense_80_16_72_10b.h5
dense_80_16_72_12b,80,16,72,12,pregen_2layer_models/dense_80_16_72_12b.h5
dense_80_16_72_14b,80,16,72,14,pregen_2layer_models/dense_80_16_72_14b.h5
dense_80_16_72_16b,80,16,72,16,pregen_2layer_models/dense_80_16_72_16b.h5
dense_80_16_80_2b,80,16,80,2,pregen_2layer_models/dense_80_16_80_2b.h5
dense_80_16_80_4b,80,16,80,4,pregen_2layer_models/dense_80_16_80_4b.h5
dense_80_16_80_6b,80,16,80,6,pregen_2layer_models/dense_80_16_80_6b.h5
dense_80_16_80_8b,80,16,80,8,pregen_2layer_models/dense_80_16_80_8b.h5
dense_80_16_80_10b,80,16,80,10,pregen_2layer_models/dense_80_16_80_10b.h5
dense_80_16_80_12b,80,16,80,12,pregen_2layer_models/dense_80_16_80_12b.h5
dense_80_16_80_14b,80,16,80,14,pregen_2layer_models/dense_80_16_80_14b.h5
dense_80_16_80_16b,80,16,80,16,pregen_2layer_models/dense_80_16_80_16b.h5
dense_80_16_88_2b,80,16,88,2,pregen_2layer_models/dense_80_16_88_2b.h5
dense_80_16_88_4b,80,16,88,4,pregen_2layer_models/dense_80_16_88_4b.h5
dense_80_16_88_6b,80,16,88,6,pregen_2layer_models/dense_80_16_88_6b.h5
dense_80_16_88_8b,80,16,88,8,pregen_2layer_models/dense_80_16_88_8b.h5
dense_80_16_88_10b,80,16,88,10,pregen_2layer_models/dense_80_16_88_10b.h5
dense_80_16_88_12b,80,16,88,12,pregen_2layer_models/dense_80_16_88_12b.h5
dense_80_16_88_14b,80,16,88,14,pregen_2layer_models/dense_80_16_88_14b.h5
dense_80_16_88_16b,80,16,88,16,pregen_2layer_models/dense_80_16_88_16b.h5
dense_80_16_96_2b,80,16,96,2,pregen_2layer_models/dense_80_16_96_2b.h5
dense_80_16_96_4b,80,16,96,4,pregen_2layer_models/dense_80_16_96_4b.h5
dense_80_16_96_6b,80,16,96,6,pregen_2layer_models/dense_80_16_96_6b.h5
dense_80_16_96_8b,80,16,96,8,pregen_2layer_models/dense_80_16_96_8b.h5
dense_80_16_96_10b,80,16,96,10,pregen_2layer_models/dense_80_16_96_10b.h5
dense_80_16_96_12b,80,16,96,12,pregen_2layer_models/dense_80_16_96_12b.h5
dense_80_16_96_14b,80,16,96,14,pregen_2layer_models/dense_80_16_96_14b.h5
dense_80_16_96_16b,80,16,96,16,pregen_2layer_models/dense_80_16_96_16b.h5
dense_80_16_104_2b,80,16,104,2,pregen_2layer_models/dense_80_16_104_2b.h5
dense_80_16_104_4b,80,16,104,4,pregen_2layer_models/dense_80_16_104_4b.h5
dense_80_16_104_6b,80,16,104,6,pregen_2layer_models/dense_80_16_104_6b.h5
dense_80_16_104_8b,80,16,104,8,pregen_2layer_models/dense_80_16_104_8b.h5
dense_80_16_104_10b,80,16,104,10,pregen_2layer_models/dense_80_16_104_10b.h5
dense_80_16_104_12b,80,16,104,12,pregen_2layer_models/dense_80_16_104_12b.h5
dense_80_16_104_14b,80,16,104,14,pregen_2layer_models/dense_80_16_104_14b.h5
dense_80_16_104_16b,80,16,104,16,pregen_2layer_models/dense_80_16_104_16b.h5
dense_80_16_112_2b,80,16,112,2,pregen_2layer_models/dense_80_16_112_2b.h5
dense_80_16_112_4b,80,16,112,4,pregen_2layer_models/dense_80_16_112_4b.h5
dense_80_16_112_6b,80,16,112,6,pregen_2layer_models/dense_80_16_112_6b.h5
dense_80_16_112_8b,80,16,112,8,pregen_2layer_models/dense_80_16_112_8b.h5
dense_80_16_112_10b,80,16,112,10,pregen_2layer_models/dense_80_16_112_10b.h5
dense_80_16_112_12b,80,16,112,12,pregen_2layer_models/dense_80_16_112_12b.h5
dense_80_16_112_14b,80,16,112,14,pregen_2layer_models/dense_80_16_112_14b.h5
dense_80_16_112_16b,80,16,112,16,pregen_2layer_models/dense_80_16_112_16b.h5
dense_80_16_120_2b,80,16,120,2,pregen_2layer_models/dense_80_16_120_2b.h5
dense_80_16_120_4b,80,16,120,4,pregen_2layer_models/dense_80_16_120_4b.h5
dense_80_16_120_6b,80,16,120,6,pregen_2layer_models/dense_80_16_120_6b.h5
dense_80_16_120_8b,80,16,120,8,pregen_2layer_models/dense_80_16_120_8b.h5
dense_80_16_120_10b,80,16,120,10,pregen_2layer_models/dense_80_16_120_10b.h5
dense_80_16_120_12b,80,16,120,12,pregen_2layer_models/dense_80_16_120_12b.h5
dense_80_16_120_14b,80,16,120,14,pregen_2layer_models/dense_80_16_120_14b.h5
dense_80_16_120_16b,80,16,120,16,pregen_2layer_models/dense_80_16_120_16b.h5
dense_80_16_128_2b,80,16,128,2,pregen_2layer_models/dense_80_16_128_2b.h5
dense_80_16_128_4b,80,16,128,4,pregen_2layer_models/dense_80_16_128_4b.h5
dense_80_16_128_6b,80,16,128,6,pregen_2layer_models/dense_80_16_128_6b.h5
dense_80_16_128_8b,80,16,128,8,pregen_2layer_models/dense_80_16_128_8b.h5
dense_80_16_128_10b,80,16,128,10,pregen_2layer_models/dense_80_16_128_10b.h5
dense_80_16_128_12b,80,16,128,12,pregen_2layer_models/dense_80_16_128_12b.h5
dense_80_16_128_14b,80,16,128,14,pregen_2layer_models/dense_80_16_128_14b.h5
dense_80_16_128_16b,80,16,128,16,pregen_2layer_models/dense_80_16_128_16b.h5
dense_80_24_8_2b,80,24,8,2,pregen_2layer_models/dense_80_24_8_2b.h5
dense_80_24_8_4b,80,24,8,4,pregen_2layer_models/dense_80_24_8_4b.h5
dense_80_24_8_6b,80,24,8,6,pregen_2layer_models/dense_80_24_8_6b.h5
dense_80_24_8_8b,80,24,8,8,pregen_2layer_models/dense_80_24_8_8b.h5
dense_80_24_8_10b,80,24,8,10,pregen_2layer_models/dense_80_24_8_10b.h5
dense_80_24_8_12b,80,24,8,12,pregen_2layer_models/dense_80_24_8_12b.h5
dense_80_24_8_14b,80,24,8,14,pregen_2layer_models/dense_80_24_8_14b.h5
dense_80_24_8_16b,80,24,8,16,pregen_2layer_models/dense_80_24_8_16b.h5
dense_80_24_16_2b,80,24,16,2,pregen_2layer_models/dense_80_24_16_2b.h5
dense_80_24_16_4b,80,24,16,4,pregen_2layer_models/dense_80_24_16_4b.h5
dense_80_24_16_6b,80,24,16,6,pregen_2layer_models/dense_80_24_16_6b.h5
dense_80_24_16_8b,80,24,16,8,pregen_2layer_models/dense_80_24_16_8b.h5
dense_80_24_16_10b,80,24,16,10,pregen_2layer_models/dense_80_24_16_10b.h5
dense_80_24_16_12b,80,24,16,12,pregen_2layer_models/dense_80_24_16_12b.h5
dense_80_24_16_14b,80,24,16,14,pregen_2layer_models/dense_80_24_16_14b.h5
dense_80_24_16_16b,80,24,16,16,pregen_2layer_models/dense_80_24_16_16b.h5
dense_80_24_24_2b,80,24,24,2,pregen_2layer_models/dense_80_24_24_2b.h5
dense_80_24_24_4b,80,24,24,4,pregen_2layer_models/dense_80_24_24_4b.h5
dense_80_24_24_6b,80,24,24,6,pregen_2layer_models/dense_80_24_24_6b.h5
dense_80_24_24_8b,80,24,24,8,pregen_2layer_models/dense_80_24_24_8b.h5
dense_80_24_24_10b,80,24,24,10,pregen_2layer_models/dense_80_24_24_10b.h5
dense_80_24_24_12b,80,24,24,12,pregen_2layer_models/dense_80_24_24_12b.h5
dense_80_24_24_14b,80,24,24,14,pregen_2layer_models/dense_80_24_24_14b.h5
dense_80_24_24_16b,80,24,24,16,pregen_2layer_models/dense_80_24_24_16b.h5
dense_80_24_32_2b,80,24,32,2,pregen_2layer_models/dense_80_24_32_2b.h5
dense_80_24_32_4b,80,24,32,4,pregen_2layer_models/dense_80_24_32_4b.h5
dense_80_24_32_6b,80,24,32,6,pregen_2layer_models/dense_80_24_32_6b.h5
dense_80_24_32_8b,80,24,32,8,pregen_2layer_models/dense_80_24_32_8b.h5
dense_80_24_32_10b,80,24,32,10,pregen_2layer_models/dense_80_24_32_10b.h5
dense_80_24_32_12b,80,24,32,12,pregen_2layer_models/dense_80_24_32_12b.h5
dense_80_24_32_14b,80,24,32,14,pregen_2layer_models/dense_80_24_32_14b.h5
dense_80_24_32_16b,80,24,32,16,pregen_2layer_models/dense_80_24_32_16b.h5
dense_80_24_40_2b,80,24,40,2,pregen_2layer_models/dense_80_24_40_2b.h5
dense_80_24_40_4b,80,24,40,4,pregen_2layer_models/dense_80_24_40_4b.h5
dense_80_24_40_6b,80,24,40,6,pregen_2layer_models/dense_80_24_40_6b.h5
dense_80_24_40_8b,80,24,40,8,pregen_2layer_models/dense_80_24_40_8b.h5
dense_80_24_40_10b,80,24,40,10,pregen_2layer_models/dense_80_24_40_10b.h5
dense_80_24_40_12b,80,24,40,12,pregen_2layer_models/dense_80_24_40_12b.h5
dense_80_24_40_14b,80,24,40,14,pregen_2layer_models/dense_80_24_40_14b.h5
dense_80_24_40_16b,80,24,40,16,pregen_2layer_models/dense_80_24_40_16b.h5
dense_80_24_48_2b,80,24,48,2,pregen_2layer_models/dense_80_24_48_2b.h5
dense_80_24_48_4b,80,24,48,4,pregen_2layer_models/dense_80_24_48_4b.h5
dense_80_24_48_6b,80,24,48,6,pregen_2layer_models/dense_80_24_48_6b.h5
dense_80_24_48_8b,80,24,48,8,pregen_2layer_models/dense_80_24_48_8b.h5
dense_80_24_48_10b,80,24,48,10,pregen_2layer_models/dense_80_24_48_10b.h5
dense_80_24_48_12b,80,24,48,12,pregen_2layer_models/dense_80_24_48_12b.h5
dense_80_24_48_14b,80,24,48,14,pregen_2layer_models/dense_80_24_48_14b.h5
dense_80_24_48_16b,80,24,48,16,pregen_2layer_models/dense_80_24_48_16b.h5
dense_80_24_56_2b,80,24,56,2,pregen_2layer_models/dense_80_24_56_2b.h5
dense_80_24_56_4b,80,24,56,4,pregen_2layer_models/dense_80_24_56_4b.h5
dense_80_24_56_6b,80,24,56,6,pregen_2layer_models/dense_80_24_56_6b.h5
dense_80_24_56_8b,80,24,56,8,pregen_2layer_models/dense_80_24_56_8b.h5
dense_80_24_56_10b,80,24,56,10,pregen_2layer_models/dense_80_24_56_10b.h5
dense_80_24_56_12b,80,24,56,12,pregen_2layer_models/dense_80_24_56_12b.h5
dense_80_24_56_14b,80,24,56,14,pregen_2layer_models/dense_80_24_56_14b.h5
dense_80_24_56_16b,80,24,56,16,pregen_2layer_models/dense_80_24_56_16b.h5
dense_80_24_64_2b,80,24,64,2,pregen_2layer_models/dense_80_24_64_2b.h5
dense_80_24_64_4b,80,24,64,4,pregen_2layer_models/dense_80_24_64_4b.h5
dense_80_24_64_6b,80,24,64,6,pregen_2layer_models/dense_80_24_64_6b.h5
dense_80_24_64_8b,80,24,64,8,pregen_2layer_models/dense_80_24_64_8b.h5
dense_80_24_64_10b,80,24,64,10,pregen_2layer_models/dense_80_24_64_10b.h5
dense_80_24_64_12b,80,24,64,12,pregen_2layer_models/dense_80_24_64_12b.h5
dense_80_24_64_14b,80,24,64,14,pregen_2layer_models/dense_80_24_64_14b.h5
dense_80_24_64_16b,80,24,64,16,pregen_2layer_models/dense_80_24_64_16b.h5
dense_80_24_72_2b,80,24,72,2,pregen_2layer_models/dense_80_24_72_2b.h5
dense_80_24_72_4b,80,24,72,4,pregen_2layer_models/dense_80_24_72_4b.h5
dense_80_24_72_6b,80,24,72,6,pregen_2layer_models/dense_80_24_72_6b.h5
dense_80_24_72_8b,80,24,72,8,pregen_2layer_models/dense_80_24_72_8b.h5
dense_80_24_72_10b,80,24,72,10,pregen_2layer_models/dense_80_24_72_10b.h5
dense_80_24_72_12b,80,24,72,12,pregen_2layer_models/dense_80_24_72_12b.h5
dense_80_24_72_14b,80,24,72,14,pregen_2layer_models/dense_80_24_72_14b.h5
dense_80_24_72_16b,80,24,72,16,pregen_2layer_models/dense_80_24_72_16b.h5
dense_80_24_80_2b,80,24,80,2,pregen_2layer_models/dense_80_24_80_2b.h5
dense_80_24_80_4b,80,24,80,4,pregen_2layer_models/dense_80_24_80_4b.h5
dense_80_24_80_6b,80,24,80,6,pregen_2layer_models/dense_80_24_80_6b.h5
dense_80_24_80_8b,80,24,80,8,pregen_2layer_models/dense_80_24_80_8b.h5
dense_80_24_80_10b,80,24,80,10,pregen_2layer_models/dense_80_24_80_10b.h5
dense_80_24_80_12b,80,24,80,12,pregen_2layer_models/dense_80_24_80_12b.h5
dense_80_24_80_14b,80,24,80,14,pregen_2layer_models/dense_80_24_80_14b.h5
dense_80_24_80_16b,80,24,80,16,pregen_2layer_models/dense_80_24_80_16b.h5
dense_80_24_88_2b,80,24,88,2,pregen_2layer_models/dense_80_24_88_2b.h5
dense_80_24_88_4b,80,24,88,4,pregen_2layer_models/dense_80_24_88_4b.h5
dense_80_24_88_6b,80,24,88,6,pregen_2layer_models/dense_80_24_88_6b.h5
dense_80_24_88_8b,80,24,88,8,pregen_2layer_models/dense_80_24_88_8b.h5
dense_80_24_88_10b,80,24,88,10,pregen_2layer_models/dense_80_24_88_10b.h5
dense_80_24_88_12b,80,24,88,12,pregen_2layer_models/dense_80_24_88_12b.h5
dense_80_24_88_14b,80,24,88,14,pregen_2layer_models/dense_80_24_88_14b.h5
dense_80_24_88_16b,80,24,88,16,pregen_2layer_models/dense_80_24_88_16b.h5
dense_80_24_96_2b,80,24,96,2,pregen_2layer_models/dense_80_24_96_2b.h5
dense_80_24_96_4b,80,24,96,4,pregen_2layer_models/dense_80_24_96_4b.h5
dense_80_24_96_6b,80,24,96,6,pregen_2layer_models/dense_80_24_96_6b.h5
dense_80_24_96_8b,80,24,96,8,pregen_2layer_models/dense_80_24_96_8b.h5
dense_80_24_96_10b,80,24,96,10,pregen_2layer_models/dense_80_24_96_10b.h5
dense_80_24_96_12b,80,24,96,12,pregen_2layer_models/dense_80_24_96_12b.h5
dense_80_24_96_14b,80,24,96,14,pregen_2layer_models/dense_80_24_96_14b.h5
dense_80_24_96_16b,80,24,96,16,pregen_2layer_models/dense_80_24_96_16b.h5
dense_80_24_104_2b,80,24,104,2,pregen_2layer_models/dense_80_24_104_2b.h5
dense_80_24_104_4b,80,24,104,4,pregen_2layer_models/dense_80_24_104_4b.h5
dense_80_24_104_6b,80,24,104,6,pregen_2layer_models/dense_80_24_104_6b.h5
dense_80_24_104_8b,80,24,104,8,pregen_2layer_models/dense_80_24_104_8b.h5
dense_80_24_104_10b,80,24,104,10,pregen_2layer_models/dense_80_24_104_10b.h5
dense_80_24_104_12b,80,24,104,12,pregen_2layer_models/dense_80_24_104_12b.h5
dense_80_24_104_14b,80,24,104,14,pregen_2layer_models/dense_80_24_104_14b.h5
dense_80_24_104_16b,80,24,104,16,pregen_2layer_models/dense_80_24_104_16b.h5
dense_80_24_112_2b,80,24,112,2,pregen_2layer_models/dense_80_24_112_2b.h5
dense_80_24_112_4b,80,24,112,4,pregen_2layer_models/dense_80_24_112_4b.h5
dense_80_24_112_6b,80,24,112,6,pregen_2layer_models/dense_80_24_112_6b.h5
dense_80_24_112_8b,80,24,112,8,pregen_2layer_models/dense_80_24_112_8b.h5
dense_80_24_112_10b,80,24,112,10,pregen_2layer_models/dense_80_24_112_10b.h5
dense_80_24_112_12b,80,24,112,12,pregen_2layer_models/dense_80_24_112_12b.h5
dense_80_24_112_14b,80,24,112,14,pregen_2layer_models/dense_80_24_112_14b.h5
dense_80_24_112_16b,80,24,112,16,pregen_2layer_models/dense_80_24_112_16b.h5
dense_80_24_120_2b,80,24,120,2,pregen_2layer_models/dense_80_24_120_2b.h5
dense_80_24_120_4b,80,24,120,4,pregen_2layer_models/dense_80_24_120_4b.h5
dense_80_24_120_6b,80,24,120,6,pregen_2layer_models/dense_80_24_120_6b.h5
dense_80_24_120_8b,80,24,120,8,pregen_2layer_models/dense_80_24_120_8b.h5
dense_80_24_120_10b,80,24,120,10,pregen_2layer_models/dense_80_24_120_10b.h5
dense_80_24_120_12b,80,24,120,12,pregen_2layer_models/dense_80_24_120_12b.h5
dense_80_24_120_14b,80,24,120,14,pregen_2layer_models/dense_80_24_120_14b.h5
dense_80_24_120_16b,80,24,120,16,pregen_2layer_models/dense_80_24_120_16b.h5
dense_80_24_128_2b,80,24,128,2,pregen_2layer_models/dense_80_24_128_2b.h5
dense_80_24_128_4b,80,24,128,4,pregen_2layer_models/dense_80_24_128_4b.h5
dense_80_24_128_6b,80,24,128,6,pregen_2layer_models/dense_80_24_128_6b.h5
dense_80_24_128_8b,80,24,128,8,pregen_2layer_models/dense_80_24_128_8b.h5
dense_80_24_128_10b,80,24,128,10,pregen_2layer_models/dense_80_24_128_10b.h5
dense_80_24_128_12b,80,24,128,12,pregen_2layer_models/dense_80_24_128_12b.h5
dense_80_24_128_14b,80,24,128,14,pregen_2layer_models/dense_80_24_128_14b.h5
dense_80_24_128_16b,80,24,128,16,pregen_2layer_models/dense_80_24_128_16b.h5
dense_80_32_8_2b,80,32,8,2,pregen_2layer_models/dense_80_32_8_2b.h5
dense_80_32_8_4b,80,32,8,4,pregen_2layer_models/dense_80_32_8_4b.h5
dense_80_32_8_6b,80,32,8,6,pregen_2layer_models/dense_80_32_8_6b.h5
dense_80_32_8_8b,80,32,8,8,pregen_2layer_models/dense_80_32_8_8b.h5
dense_80_32_8_10b,80,32,8,10,pregen_2layer_models/dense_80_32_8_10b.h5
dense_80_32_8_12b,80,32,8,12,pregen_2layer_models/dense_80_32_8_12b.h5
dense_80_32_8_14b,80,32,8,14,pregen_2layer_models/dense_80_32_8_14b.h5
dense_80_32_8_16b,80,32,8,16,pregen_2layer_models/dense_80_32_8_16b.h5
dense_80_32_16_2b,80,32,16,2,pregen_2layer_models/dense_80_32_16_2b.h5
dense_80_32_16_4b,80,32,16,4,pregen_2layer_models/dense_80_32_16_4b.h5
dense_80_32_16_6b,80,32,16,6,pregen_2layer_models/dense_80_32_16_6b.h5
dense_80_32_16_8b,80,32,16,8,pregen_2layer_models/dense_80_32_16_8b.h5
dense_80_32_16_10b,80,32,16,10,pregen_2layer_models/dense_80_32_16_10b.h5
dense_80_32_16_12b,80,32,16,12,pregen_2layer_models/dense_80_32_16_12b.h5
dense_80_32_16_14b,80,32,16,14,pregen_2layer_models/dense_80_32_16_14b.h5
dense_80_32_16_16b,80,32,16,16,pregen_2layer_models/dense_80_32_16_16b.h5
dense_80_32_24_2b,80,32,24,2,pregen_2layer_models/dense_80_32_24_2b.h5
dense_80_32_24_4b,80,32,24,4,pregen_2layer_models/dense_80_32_24_4b.h5
dense_80_32_24_6b,80,32,24,6,pregen_2layer_models/dense_80_32_24_6b.h5
dense_80_32_24_8b,80,32,24,8,pregen_2layer_models/dense_80_32_24_8b.h5
dense_80_32_24_10b,80,32,24,10,pregen_2layer_models/dense_80_32_24_10b.h5
dense_80_32_24_12b,80,32,24,12,pregen_2layer_models/dense_80_32_24_12b.h5
dense_80_32_24_14b,80,32,24,14,pregen_2layer_models/dense_80_32_24_14b.h5
dense_80_32_24_16b,80,32,24,16,pregen_2layer_models/dense_80_32_24_16b.h5
dense_80_32_32_2b,80,32,32,2,pregen_2layer_models/dense_80_32_32_2b.h5
dense_80_32_32_4b,80,32,32,4,pregen_2layer_models/dense_80_32_32_4b.h5
dense_80_32_32_6b,80,32,32,6,pregen_2layer_models/dense_80_32_32_6b.h5
dense_80_32_32_8b,80,32,32,8,pregen_2layer_models/dense_80_32_32_8b.h5
dense_80_32_32_10b,80,32,32,10,pregen_2layer_models/dense_80_32_32_10b.h5
dense_80_32_32_12b,80,32,32,12,pregen_2layer_models/dense_80_32_32_12b.h5
dense_80_32_32_14b,80,32,32,14,pregen_2layer_models/dense_80_32_32_14b.h5
dense_80_32_32_16b,80,32,32,16,pregen_2layer_models/dense_80_32_32_16b.h5
dense_80_32_40_2b,80,32,40,2,pregen_2layer_models/dense_80_32_40_2b.h5
dense_80_32_40_4b,80,32,40,4,pregen_2layer_models/dense_80_32_40_4b.h5
dense_80_32_40_6b,80,32,40,6,pregen_2layer_models/dense_80_32_40_6b.h5
dense_80_32_40_8b,80,32,40,8,pregen_2layer_models/dense_80_32_40_8b.h5
dense_80_32_40_10b,80,32,40,10,pregen_2layer_models/dense_80_32_40_10b.h5
dense_80_32_40_12b,80,32,40,12,pregen_2layer_models/dense_80_32_40_12b.h5
