model_name,d_in,d_out,d_out2,prec,model_file
dense_128_120_40_2b,128,120,40,2,pregen_2layer_models/dense_128_120_40_2b.h5
dense_128_120_40_4b,128,120,40,4,pregen_2layer_models/dense_128_120_40_4b.h5
dense_128_120_40_6b,128,120,40,6,pregen_2layer_models/dense_128_120_40_6b.h5
dense_128_120_40_8b,128,120,40,8,pregen_2layer_models/dense_128_120_40_8b.h5
dense_128_120_40_10b,128,120,40,10,pregen_2layer_models/dense_128_120_40_10b.h5
dense_128_120_40_12b,128,120,40,12,pregen_2layer_models/dense_128_120_40_12b.h5
dense_128_120_40_14b,128,120,40,14,pregen_2layer_models/dense_128_120_40_14b.h5
dense_128_120_40_16b,128,120,40,16,pregen_2layer_models/dense_128_120_40_16b.h5
dense_128_120_48_2b,128,120,48,2,pregen_2layer_models/dense_128_120_48_2b.h5
dense_128_120_48_4b,128,120,48,4,pregen_2layer_models/dense_128_120_48_4b.h5
dense_128_120_48_6b,128,120,48,6,pregen_2layer_models/dense_128_120_48_6b.h5
dense_128_120_48_8b,128,120,48,8,pregen_2layer_models/dense_128_120_48_8b.h5
dense_128_120_48_10b,128,120,48,10,pregen_2layer_models/dense_128_120_48_10b.h5
dense_128_120_48_12b,128,120,48,12,pregen_2layer_models/dense_128_120_48_12b.h5
dense_128_120_48_14b,128,120,48,14,pregen_2layer_models/dense_128_120_48_14b.h5
dense_128_120_48_16b,128,120,48,16,pregen_2layer_models/dense_128_120_48_16b.h5
dense_128_120_56_2b,128,120,56,2,pregen_2layer_models/dense_128_120_56_2b.h5
dense_128_120_56_4b,128,120,56,4,pregen_2layer_models/dense_128_120_56_4b.h5
dense_128_120_56_6b,128,120,56,6,pregen_2layer_models/dense_128_120_56_6b.h5
dense_128_120_56_8b,128,120,56,8,pregen_2layer_models/dense_128_120_56_8b.h5
dense_128_120_56_10b,128,120,56,10,pregen_2layer_models/dense_128_120_56_10b.h5
dense_128_120_56_12b,128,120,56,12,pregen_2layer_models/dense_128_120_56_12b.h5
