model_name,d_in,d_out,d_out2,prec,model_file
dense_80_72_96_2b,80,72,96,2,pregen_2layer_models/dense_80_72_96_2b.h5
dense_80_72_96_4b,80,72,96,4,pregen_2layer_models/dense_80_72_96_4b.h5
dense_80_72_96_6b,80,72,96,6,pregen_2layer_models/dense_80_72_96_6b.h5
dense_80_72_96_8b,80,72,96,8,pregen_2layer_models/dense_80_72_96_8b.h5
dense_80_72_96_10b,80,72,96,10,pregen_2layer_models/dense_80_72_96_10b.h5
dense_80_72_96_12b,80,72,96,12,pregen_2layer_models/dense_80_72_96_12b.h5
dense_80_72_96_14b,80,72,96,14,pregen_2layer_models/dense_80_72_96_14b.h5
dense_80_72_96_16b,80,72,96,16,pregen_2layer_models/dense_80_72_96_16b.h5
dense_80_72_104_2b,80,72,104,2,pregen_2layer_models/dense_80_72_104_2b.h5
dense_80_72_104_4b,80,72,104,4,pregen_2layer_models/dense_80_72_104_4b.h5
dense_80_72_104_6b,80,72,104,6,pregen_2layer_models/dense_80_72_104_6b.h5
dense_80_72_104_8b,80,72,104,8,pregen_2layer_models/dense_80_72_104_8b.h5
dense_80_72_104_10b,80,72,104,10,pregen_2layer_models/dense_80_72_104_10b.h5
dense_80_72_104_12b,80,72,104,12,pregen_2layer_models/dense_80_72_104_12b.h5
dense_80_72_104_14b,80,72,104,14,pregen_2layer_models/dense_80_72_104_14b.h5
dense_80_72_104_16b,80,72,104,16,pregen_2layer_models/dense_80_72_104_16b.h5
dense_80_72_112_2b,80,72,112,2,pregen_2layer_models/dense_80_72_112_2b.h5
dense_80_72_112_4b,80,72,112,4,pregen_2layer_models/dense_80_72_112_4b.h5
dense_80_72_112_6b,80,72,112,6,pregen_2layer_models/dense_80_72_112_6b.h5
dense_80_72_112_8b,80,72,112,8,pregen_2layer_models/dense_80_72_112_8b.h5
dense_80_72_112_10b,80,72,112,10,pregen_2layer_models/dense_80_72_112_10b.h5
dense_80_72_112_12b,80,72,112,12,pregen_2layer_models/dense_80_72_112_12b.h5
dense_80_72_112_14b,80,72,112,14,pregen_2layer_models/dense_80_72_112_14b.h5
dense_80_72_112_16b,80,72,112,16,pregen_2layer_models/dense_80_72_112_16b.h5
dense_80_72_120_2b,80,72,120,2,pregen_2layer_models/dense_80_72_120_2b.h5
dense_80_72_120_4b,80,72,120,4,pregen_2layer_models/dense_80_72_120_4b.h5
dense_80_72_120_6b,80,72,120,6,pregen_2layer_models/dense_80_72_120_6b.h5
dense_80_72_120_8b,80,72,120,8,pregen_2layer_models/dense_80_72_120_8b.h5
dense_80_72_120_10b,80,72,120,10,pregen_2layer_models/dense_80_72_120_10b.h5
dense_80_72_120_12b,80,72,120,12,pregen_2layer_models/dense_80_72_120_12b.h5
dense_80_72_120_14b,80,72,120,14,pregen_2layer_models/dense_80_72_120_14b.h5
dense_80_72_120_16b,80,72,120,16,pregen_2layer_models/dense_80_72_120_16b.h5
dense_80_72_128_2b,80,72,128,2,pregen_2layer_models/dense_80_72_128_2b.h5
dense_80_72_128_4b,80,72,128,4,pregen_2layer_models/dense_80_72_128_4b.h5
dense_80_72_128_6b,80,72,128,6,pregen_2layer_models/dense_80_72_128_6b.h5
dense_80_72_128_8b,80,72,128,8,pregen_2layer_models/dense_80_72_128_8b.h5
dense_80_72_128_10b,80,72,128,10,pregen_2layer_models/dense_80_72_128_10b.h5
dense_80_72_128_12b,80,72,128,12,pregen_2layer_models/dense_80_72_128_12b.h5
dense_80_72_128_14b,80,72,128,14,pregen_2layer_models/dense_80_72_128_14b.h5
dense_80_72_128_16b,80,72,128,16,pregen_2layer_models/dense_80_72_128_16b.h5
dense_80_80_8_2b,80,80,8,2,pregen_2layer_models/dense_80_80_8_2b.h5
dense_80_80_8_4b,80,80,8,4,pregen_2layer_models/dense_80_80_8_4b.h5
dense_80_80_8_6b,80,80,8,6,pregen_2layer_models/dense_80_80_8_6b.h5
dense_80_80_8_8b,80,80,8,8,pregen_2layer_models/dense_80_80_8_8b.h5
dense_80_80_8_10b,80,80,8,10,pregen_2layer_models/dense_80_80_8_10b.h5
dense_80_80_8_12b,80,80,8,12,pregen_2layer_models/dense_80_80_8_12b.h5
dense_80_80_8_14b,80,80,8,14,pregen_2layer_models/dense_80_80_8_14b.h5
dense_80_80_8_16b,80,80,8,16,pregen_2layer_models/dense_80_80_8_16b.h5
dense_80_80_16_2b,80,80,16,2,pregen_2layer_models/dense_80_80_16_2b.h5
dense_80_80_16_4b,80,80,16,4,pregen_2layer_models/dense_80_80_16_4b.h5
dense_80_80_16_6b,80,80,16,6,pregen_2layer_models/dense_80_80_16_6b.h5
dense_80_80_16_8b,80,80,16,8,pregen_2layer_models/dense_80_80_16_8b.h5
dense_80_80_16_10b,80,80,16,10,pregen_2layer_models/dense_80_80_16_10b.h5
dense_80_80_16_12b,80,80,16,12,pregen_2layer_models/dense_80_80_16_12b.h5
dense_80_80_16_14b,80,80,16,14,pregen_2layer_models/dense_80_80_16_14b.h5
dense_80_80_16_16b,80,80,16,16,pregen_2layer_models/dense_80_80_16_16b.h5
dense_80_80_24_2b,80,80,24,2,pregen_2layer_models/dense_80_80_24_2b.h5
dense_80_80_24_4b,80,80,24,4,pregen_2layer_models/dense_80_80_24_4b.h5
dense_80_80_24_6b,80,80,24,6,pregen_2layer_models/dense_80_80_24_6b.h5
dense_80_80_24_8b,80,80,24,8,pregen_2layer_models/dense_80_80_24_8b.h5
dense_80_80_24_10b,80,80,24,10,pregen_2layer_models/dense_80_80_24_10b.h5
dense_80_80_24_12b,80,80,24,12,pregen_2layer_models/dense_80_80_24_12b.h5
dense_80_80_24_14b,80,80,24,14,pregen_2layer_models/dense_80_80_24_14b.h5
dense_80_80_24_16b,80,80,24,16,pregen_2layer_models/dense_80_80_24_16b.h5
dense_80_80_32_2b,80,80,32,2,pregen_2layer_models/dense_80_80_32_2b.h5
dense_80_80_32_4b,80,80,32,4,pregen_2layer_models/dense_80_80_32_4b.h5
dense_80_80_32_6b,80,80,32,6,pregen_2layer_models/dense_80_80_32_6b.h5
dense_80_80_32_8b,80,80,32,8,pregen_2layer_models/dense_80_80_32_8b.h5
dense_80_80_32_10b,80,80,32,10,pregen_2layer_models/dense_80_80_32_10b.h5
dense_80_80_32_12b,80,80,32,12,pregen_2layer_models/dense_80_80_32_12b.h5
dense_80_80_32_14b,80,80,32,14,pregen_2layer_models/dense_80_80_32_14b.h5
dense_80_80_32_16b,80,80,32,16,pregen_2layer_models/dense_80_80_32_16b.h5
dense_80_80_40_2b,80,80,40,2,pregen_2layer_models/dense_80_80_40_2b.h5
dense_80_80_40_4b,80,80,40,4,pregen_2layer_models/dense_80_80_40_4b.h5
dense_80_80_40_6b,80,80,40,6,pregen_2layer_models/dense_80_80_40_6b.h5
dense_80_80_40_8b,80,80,40,8,pregen_2layer_models/dense_80_80_40_8b.h5
dense_80_80_40_10b,80,80,40,10,pregen_2layer_models/dense_80_80_40_10b.h5
dense_80_80_40_12b,80,80,40,12,pregen_2layer_models/dense_80_80_40_12b.h5
dense_80_80_40_14b,80,80,40,14,pregen_2layer_models/dense_80_80_40_14b.h5
dense_80_80_40_16b,80,80,40,16,pregen_2layer_models/dense_80_80_40_16b.h5
dense_80_80_48_2b,80,80,48,2,pregen_2layer_models/dense_80_80_48_2b.h5
dense_80_80_48_4b,80,80,48,4,pregen_2layer_models/dense_80_80_48_4b.h5
dense_80_80_48_6b,80,80,48,6,pregen_2layer_models/dense_80_80_48_6b.h5
dense_80_80_48_8b,80,80,48,8,pregen_2layer_models/dense_80_80_48_8b.h5
dense_80_80_48_10b,80,80,48,10,pregen_2layer_models/dense_80_80_48_10b.h5
dense_80_80_48_12b,80,80,48,12,pregen_2layer_models/dense_80_80_48_12b.h5
dense_80_80_48_14b,80,80,48,14,pregen_2layer_models/dense_80_80_48_14b.h5
dense_80_80_48_16b,80,80,48,16,pregen_2layer_models/dense_80_80_48_16b.h5
dense_80_80_56_2b,80,80,56,2,pregen_2layer_models/dense_80_80_56_2b.h5
dense_80_80_56_4b,80,80,56,4,pregen_2layer_models/dense_80_80_56_4b.h5
dense_80_80_56_6b,80,80,56,6,pregen_2layer_models/dense_80_80_56_6b.h5
