model_name,config_str,input_size,d_out1,d_out2,d_out3,prec,model_file
dense_128_128_128_48_16b,128_128_128_48,128,128,128,48,16,pregen_3layer_models/dense_128_128_128_48_16b.h5
dense_128_128_128_56_16b,128_128_128_56,128,128,128,56,16,pregen_3layer_models/dense_128_128_128_56_16b.h5
dense_128_128_128_64_16b,128_128_128_64,128,128,128,64,16,pregen_3layer_models/dense_128_128_128_64_16b.h5
dense_128_128_128_72_16b,128_128_128_72,128,128,128,72,16,pregen_3layer_models/dense_128_128_128_72_16b.h5
dense_128_128_128_80_16b,128_128_128_80,128,128,128,80,16,pregen_3layer_models/dense_128_128_128_80_16b.h5
dense_128_128_128_88_16b,128_128_128_88,128,128,128,88,16,pregen_3layer_models/dense_128_128_128_88_16b.h5
dense_128_128_128_96_16b,128_128_128_96,128,128,128,96,16,pregen_3layer_models/dense_128_128_128_96_16b.h5
dense_128_128_128_104_16b,128_128_128_104,128,128,128,104,16,pregen_3layer_models/dense_128_128_128_104_16b.h5
dense_128_128_128_112_16b,128_128_128_112,128,128,128,112,16,pregen_3layer_models/dense_128_128_128_112_16b.h5
dense_128_128_128_120_16b,128_128_128_120,128,128,128,120,16,pregen_3layer_models/dense_128_128_128_120_16b.h5
dense_128_128_128_128_16b,128_128_128_128,128,128,128,128,16,pregen_3layer_models/dense_128_128_128_128_16b.h5
