model_name,config_str,input_size,d_out1,d_out2,d_out3,prec,model_file
dense_120_16_48_8_16b,120_16_48_8,120,16,48,8,16,pregen_3layer_models/dense_120_16_48_8_16b.h5
dense_120_16_48_16_16b,120_16_48_16,120,16,48,16,16,pregen_3layer_models/dense_120_16_48_16_16b.h5
dense_120_16_48_24_16b,120_16_48_24,120,16,48,24,16,pregen_3layer_models/dense_120_16_48_24_16b.h5
dense_120_16_48_32_16b,120_16_48_32,120,16,48,32,16,pregen_3layer_models/dense_120_16_48_32_16b.h5
dense_120_16_48_40_16b,120_16_48_40,120,16,48,40,16,pregen_3layer_models/dense_120_16_48_40_16b.h5
dense_120_16_48_48_16b,120_16_48_48,120,16,48,48,16,pregen_3layer_models/dense_120_16_48_48_16b.h5
dense_120_16_48_56_16b,120_16_48_56,120,16,48,56,16,pregen_3layer_models/dense_120_16_48_56_16b.h5
dense_120_16_48_64_16b,120_16_48_64,120,16,48,64,16,pregen_3layer_models/dense_120_16_48_64_16b.h5
dense_120_16_48_72_16b,120_16_48_72,120,16,48,72,16,pregen_3layer_models/dense_120_16_48_72_16b.h5
dense_120_16_48_80_16b,120_16_48_80,120,16,48,80,16,pregen_3layer_models/dense_120_16_48_80_16b.h5
dense_120_16_48_88_16b,120_16_48_88,120,16,48,88,16,pregen_3layer_models/dense_120_16_48_88_16b.h5
dense_120_16_48_96_16b,120_16_48_96,120,16,48,96,16,pregen_3layer_models/dense_120_16_48_96_16b.h5
dense_120_16_48_104_16b,120_16_48_104,120,16,48,104,16,pregen_3layer_models/dense_120_16_48_104_16b.h5
dense_120_16_48_112_16b,120_16_48_112,120,16,48,112,16,pregen_3layer_models/dense_120_16_48_112_16b.h5
dense_120_16_48_120_16b,120_16_48_120,120,16,48,120,16,pregen_3layer_models/dense_120_16_48_120_16b.h5
dense_120_16_48_128_16b,120_16_48_128,120,16,48,128,16,pregen_3layer_models/dense_120_16_48_128_16b.h5
dense_120_16_56_8_16b,120_16_56_8,120,16,56,8,16,pregen_3layer_models/dense_120_16_56_8_16b.h5
