model_name,config_str,input_size,d_out1,d_out2,d_out3,prec,model_file
dense_32_96_24_8_4b,32_96_24_8,32,96,24,8,4,pregen_3layer_models/dense_32_96_24_8_4b.h5
dense_32_96_24_16_4b,32_96_24_16,32,96,24,16,4,pregen_3layer_models/dense_32_96_24_16_4b.h5
dense_32_96_24_24_4b,32_96_24_24,32,96,24,24,4,pregen_3layer_models/dense_32_96_24_24_4b.h5
dense_32_96_24_32_4b,32_96_24_32,32,96,24,32,4,pregen_3layer_models/dense_32_96_24_32_4b.h5
dense_32_96_24_40_4b,32_96_24_40,32,96,24,40,4,pregen_3layer_models/dense_32_96_24_40_4b.h5
dense_32_96_24_48_4b,32_96_24_48,32,96,24,48,4,pregen_3layer_models/dense_32_96_24_48_4b.h5
dense_32_96_24_56_4b,32_96_24_56,32,96,24,56,4,pregen_3layer_models/dense_32_96_24_56_4b.h5
dense_32_96_24_64_4b,32_96_24_64,32,96,24,64,4,pregen_3layer_models/dense_32_96_24_64_4b.h5
dense_32_96_24_72_4b,32_96_24_72,32,96,24,72,4,pregen_3layer_models/dense_32_96_24_72_4b.h5
dense_32_96_24_80_4b,32_96_24_80,32,96,24,80,4,pregen_3layer_models/dense_32_96_24_80_4b.h5
dense_32_96_24_88_4b,32_96_24_88,32,96,24,88,4,pregen_3layer_models/dense_32_96_24_88_4b.h5
dense_32_96_24_96_4b,32_96_24_96,32,96,24,96,4,pregen_3layer_models/dense_32_96_24_96_4b.h5
dense_32_96_24_104_4b,32_96_24_104,32,96,24,104,4,pregen_3layer_models/dense_32_96_24_104_4b.h5
dense_32_96_24_112_4b,32_96_24_112,32,96,24,112,4,pregen_3layer_models/dense_32_96_24_112_4b.h5
dense_32_96_24_120_4b,32_96_24_120,32,96,24,120,4,pregen_3layer_models/dense_32_96_24_120_4b.h5
dense_32_96_24_128_4b,32_96_24_128,32,96,24,128,4,pregen_3layer_models/dense_32_96_24_128_4b.h5
dense_32_96_32_8_4b,32_96_32_8,32,96,32,8,4,pregen_3layer_models/dense_32_96_32_8_4b.h5
dense_32_96_32_16_4b,32_96_32_16,32,96,32,16,4,pregen_3layer_models/dense_32_96_32_16_4b.h5
dense_32_96_32_24_4b,32_96_32_24,32,96,32,24,4,pregen_3layer_models/dense_32_96_32_24_4b.h5
dense_32_96_32_32_4b,32_96_32_32,32,96,32,32,4,pregen_3layer_models/dense_32_96_32_32_4b.h5
dense_32_96_32_40_4b,32_96_32_40,32,96,32,40,4,pregen_3layer_models/dense_32_96_32_40_4b.h5
dense_32_96_32_48_4b,32_96_32_48,32,96,32,48,4,pregen_3layer_models/dense_32_96_32_48_4b.h5
dense_32_96_32_56_4b,32_96_32_56,32,96,32,56,4,pregen_3layer_models/dense_32_96_32_56_4b.h5
dense_32_96_32_64_4b,32_96_32_64,32,96,32,64,4,pregen_3layer_models/dense_32_96_32_64_4b.h5
dense_32_96_32_72_4b,32_96_32_72,32,96,32,72,4,pregen_3layer_models/dense_32_96_32_72_4b.h5
dense_32_96_32_80_4b,32_96_32_80,32,96,32,80,4,pregen_3layer_models/dense_32_96_32_80_4b.h5
dense_32_96_32_88_4b,32_96_32_88,32,96,32,88,4,pregen_3layer_models/dense_32_96_32_88_4b.h5
dense_32_96_32_96_4b,32_96_32_96,32,96,32,96,4,pregen_3layer_models/dense_32_96_32_96_4b.h5
dense_32_96_32_104_4b,32_96_32_104,32,96,32,104,4,pregen_3layer_models/dense_32_96_32_104_4b.h5
dense_32_96_32_112_4b,32_96_32_112,32,96,32,112,4,pregen_3layer_models/dense_32_96_32_112_4b.h5
dense_32_96_32_120_4b,32_96_32_120,32,96,32,120,4,pregen_3layer_models/dense_32_96_32_120_4b.h5
dense_32_96_32_128_4b,32_96_32_128,32,96,32,128,4,pregen_3layer_models/dense_32_96_32_128_4b.h5
dense_32_96_40_8_4b,32_96_40_8,32,96,40,8,4,pregen_3layer_models/dense_32_96_40_8_4b.h5
dense_32_96_40_16_4b,32_96_40_16,32,96,40,16,4,pregen_3layer_models/dense_32_96_40_16_4b.h5
dense_32_96_40_24_4b,32_96_40_24,32,96,40,24,4,pregen_3layer_models/dense_32_96_40_24_4b.h5
dense_32_96_40_32_4b,32_96_40_32,32,96,40,32,4,pregen_3layer_models/dense_32_96_40_32_4b.h5
dense_32_96_40_40_4b,32_96_40_40,32,96,40,40,4,pregen_3layer_models/dense_32_96_40_40_4b.h5
dense_32_96_40_48_4b,32_96_40_48,32,96,40,48,4,pregen_3layer_models/dense_32_96_40_48_4b.h5
dense_32_96_40_56_4b,32_96_40_56,32,96,40,56,4,pregen_3layer_models/dense_32_96_40_56_4b.h5
dense_32_96_40_64_4b,32_96_40_64,32,96,40,64,4,pregen_3layer_models/dense_32_96_40_64_4b.h5
