model_name,config_str,input_size,d_out1,d_out2,d_out3,prec,model_file
dense_88_72_16_8_8b,88_72_16_8,88,72,16,8,8,pregen_3layer_models/dense_88_72_16_8_8b.h5
dense_88_72_16_16_8b,88_72_16_16,88,72,16,16,8,pregen_3layer_models/dense_88_72_16_16_8b.h5
dense_88_72_16_24_8b,88_72_16_24,88,72,16,24,8,pregen_3layer_models/dense_88_72_16_24_8b.h5
dense_88_72_16_32_8b,88_72_16_32,88,72,16,32,8,pregen_3layer_models/dense_88_72_16_32_8b.h5
dense_88_72_16_40_8b,88_72_16_40,88,72,16,40,8,pregen_3layer_models/dense_88_72_16_40_8b.h5
dense_88_72_16_48_8b,88_72_16_48,88,72,16,48,8,pregen_3layer_models/dense_88_72_16_48_8b.h5
dense_88_72_16_56_8b,88_72_16_56,88,72,16,56,8,pregen_3layer_models/dense_88_72_16_56_8b.h5
dense_88_72_16_64_8b,88_72_16_64,88,72,16,64,8,pregen_3layer_models/dense_88_72_16_64_8b.h5
dense_88_72_16_72_8b,88_72_16_72,88,72,16,72,8,pregen_3layer_models/dense_88_72_16_72_8b.h5
dense_88_72_16_80_8b,88_72_16_80,88,72,16,80,8,pregen_3layer_models/dense_88_72_16_80_8b.h5
dense_88_72_16_88_8b,88_72_16_88,88,72,16,88,8,pregen_3layer_models/dense_88_72_16_88_8b.h5
dense_88_72_16_96_8b,88_72_16_96,88,72,16,96,8,pregen_3layer_models/dense_88_72_16_96_8b.h5
dense_88_72_16_104_8b,88_72_16_104,88,72,16,104,8,pregen_3layer_models/dense_88_72_16_104_8b.h5
dense_88_72_16_112_8b,88_72_16_112,88,72,16,112,8,pregen_3layer_models/dense_88_72_16_112_8b.h5
dense_88_72_16_120_8b,88_72_16_120,88,72,16,120,8,pregen_3layer_models/dense_88_72_16_120_8b.h5
dense_88_72_16_128_8b,88_72_16_128,88,72,16,128,8,pregen_3layer_models/dense_88_72_16_128_8b.h5
dense_88_72_24_8_8b,88_72_24_8,88,72,24,8,8,pregen_3layer_models/dense_88_72_24_8_8b.h5
dense_88_72_24_16_8b,88_72_24_16,88,72,24,16,8,pregen_3layer_models/dense_88_72_24_16_8b.h5
dense_88_72_24_24_8b,88_72_24_24,88,72,24,24,8,pregen_3layer_models/dense_88_72_24_24_8b.h5
dense_88_72_24_32_8b,88_72_24_32,88,72,24,32,8,pregen_3layer_models/dense_88_72_24_32_8b.h5
dense_88_72_24_40_8b,88_72_24_40,88,72,24,40,8,pregen_3layer_models/dense_88_72_24_40_8b.h5
dense_88_72_24_48_8b,88_72_24_48,88,72,24,48,8,pregen_3layer_models/dense_88_72_24_48_8b.h5
dense_88_72_24_56_8b,88_72_24_56,88,72,24,56,8,pregen_3layer_models/dense_88_72_24_56_8b.h5
dense_88_72_24_64_8b,88_72_24_64,88,72,24,64,8,pregen_3layer_models/dense_88_72_24_64_8b.h5
dense_88_72_24_72_8b,88_72_24_72,88,72,24,72,8,pregen_3layer_models/dense_88_72_24_72_8b.h5
dense_88_72_24_80_8b,88_72_24_80,88,72,24,80,8,pregen_3layer_models/dense_88_72_24_80_8b.h5
dense_88_72_24_88_8b,88_72_24_88,88,72,24,88,8,pregen_3layer_models/dense_88_72_24_88_8b.h5
dense_88_72_24_96_8b,88_72_24_96,88,72,24,96,8,pregen_3layer_models/dense_88_72_24_96_8b.h5
dense_88_72_24_104_8b,88_72_24_104,88,72,24,104,8,pregen_3layer_models/dense_88_72_24_104_8b.h5
dense_88_72_24_112_8b,88_72_24_112,88,72,24,112,8,pregen_3layer_models/dense_88_72_24_112_8b.h5
dense_88_72_24_120_8b,88_72_24_120,88,72,24,120,8,pregen_3layer_models/dense_88_72_24_120_8b.h5
dense_88_72_24_128_8b,88_72_24_128,88,72,24,128,8,pregen_3layer_models/dense_88_72_24_128_8b.h5
dense_88_72_32_8_8b,88_72_32_8,88,72,32,8,8,pregen_3layer_models/dense_88_72_32_8_8b.h5
dense_88_72_32_16_8b,88_72_32_16,88,72,32,16,8,pregen_3layer_models/dense_88_72_32_16_8b.h5
dense_88_72_32_24_8b,88_72_32_24,88,72,32,24,8,pregen_3layer_models/dense_88_72_32_24_8b.h5
dense_88_72_32_32_8b,88_72_32_32,88,72,32,32,8,pregen_3layer_models/dense_88_72_32_32_8b.h5
dense_88_72_32_40_8b,88_72_32_40,88,72,32,40,8,pregen_3layer_models/dense_88_72_32_40_8b.h5
dense_88_72_32_48_8b,88_72_32_48,88,72,32,48,8,pregen_3layer_models/dense_88_72_32_48_8b.h5
dense_88_72_32_56_8b,88_72_32_56,88,72,32,56,8,pregen_3layer_models/dense_88_72_32_56_8b.h5
dense_88_72_32_64_8b,88_72_32_64,88,72,32,64,8,pregen_3layer_models/dense_88_72_32_64_8b.h5
dense_88_72_32_72_8b,88_72_32_72,88,72,32,72,8,pregen_3layer_models/dense_88_72_32_72_8b.h5
dense_88_72_32_80_8b,88_72_32_80,88,72,32,80,8,pregen_3layer_models/dense_88_72_32_80_8b.h5
dense_88_72_32_88_8b,88_72_32_88,88,72,32,88,8,pregen_3layer_models/dense_88_72_32_88_8b.h5
dense_88_72_32_96_8b,88_72_32_96,88,72,32,96,8,pregen_3layer_models/dense_88_72_32_96_8b.h5
dense_88_72_32_104_8b,88_72_32_104,88,72,32,104,8,pregen_3layer_models/dense_88_72_32_104_8b.h5
dense_88_72_32_112_8b,88_72_32_112,88,72,32,112,8,pregen_3layer_models/dense_88_72_32_112_8b.h5
dense_88_72_32_120_8b,88_72_32_120,88,72,32,120,8,pregen_3layer_models/dense_88_72_32_120_8b.h5
dense_88_72_32_128_8b,88_72_32_128,88,72,32,128,8,pregen_3layer_models/dense_88_72_32_128_8b.h5
dense_88_72_40_8_8b,88_72_40_8,88,72,40,8,8,pregen_3layer_models/dense_88_72_40_8_8b.h5
dense_88_72_40_16_8b,88_72_40_16,88,72,40,16,8,pregen_3layer_models/dense_88_72_40_16_8b.h5
dense_88_72_40_24_8b,88_72_40_24,88,72,40,24,8,pregen_3layer_models/dense_88_72_40_24_8b.h5
dense_88_72_40_32_8b,88_72_40_32,88,72,40,32,8,pregen_3layer_models/dense_88_72_40_32_8b.h5
dense_88_72_40_40_8b,88_72_40_40,88,72,40,40,8,pregen_3layer_models/dense_88_72_40_40_8b.h5
dense_88_72_40_48_8b,88_72_40_48,88,72,40,48,8,pregen_3layer_models/dense_88_72_40_48_8b.h5
dense_88_72_40_56_8b,88_72_40_56,88,72,40,56,8,pregen_3layer_models/dense_88_72_40_56_8b.h5
dense_88_72_40_64_8b,88_72_40_64,88,72,40,64,8,pregen_3layer_models/dense_88_72_40_64_8b.h5
dense_88_72_40_72_8b,88_72_40_72,88,72,40,72,8,pregen_3layer_models/dense_88_72_40_72_8b.h5
dense_88_72_40_80_8b,88_72_40_80,88,72,40,80,8,pregen_3layer_models/dense_88_72_40_80_8b.h5
dense_88_72_40_88_8b,88_72_40_88,88,72,40,88,8,pregen_3layer_models/dense_88_72_40_88_8b.h5
dense_88_72_40_96_8b,88_72_40_96,88,72,40,96,8,pregen_3layer_models/dense_88_72_40_96_8b.h5
dense_88_72_40_104_8b,88_72_40_104,88,72,40,104,8,pregen_3layer_models/dense_88_72_40_104_8b.h5
dense_88_72_40_112_8b,88_72_40_112,88,72,40,112,8,pregen_3layer_models/dense_88_72_40_112_8b.h5
dense_88_72_40_120_8b,88_72_40_120,88,72,40,120,8,pregen_3layer_models/dense_88_72_40_120_8b.h5
dense_88_72_40_128_8b,88_72_40_128,88,72,40,128,8,pregen_3layer_models/dense_88_72_40_128_8b.h5
dense_88_72_48_8_8b,88_72_48_8,88,72,48,8,8,pregen_3layer_models/dense_88_72_48_8_8b.h5
dense_88_72_48_16_8b,88_72_48_16,88,72,48,16,8,pregen_3layer_models/dense_88_72_48_16_8b.h5
dense_88_72_48_24_8b,88_72_48_24,88,72,48,24,8,pregen_3layer_models/dense_88_72_48_24_8b.h5
dense_88_72_48_32_8b,88_72_48_32,88,72,48,32,8,pregen_3layer_models/dense_88_72_48_32_8b.h5
dense_88_72_48_40_8b,88_72_48_40,88,72,48,40,8,pregen_3layer_models/dense_88_72_48_40_8b.h5
dense_88_72_48_48_8b,88_72_48_48,88,72,48,48,8,pregen_3layer_models/dense_88_72_48_48_8b.h5
dense_88_72_48_56_8b,88_72_48_56,88,72,48,56,8,pregen_3layer_models/dense_88_72_48_56_8b.h5
dense_88_72_48_64_8b,88_72_48_64,88,72,48,64,8,pregen_3layer_models/dense_88_72_48_64_8b.h5
dense_88_72_48_72_8b,88_72_48_72,88,72,48,72,8,pregen_3layer_models/dense_88_72_48_72_8b.h5
dense_88_72_48_80_8b,88_72_48_80,88,72,48,80,8,pregen_3layer_models/dense_88_72_48_80_8b.h5
dense_88_72_48_88_8b,88_72_48_88,88,72,48,88,8,pregen_3layer_models/dense_88_72_48_88_8b.h5
dense_88_72_48_96_8b,88_72_48_96,88,72,48,96,8,pregen_3layer_models/dense_88_72_48_96_8b.h5
dense_88_72_48_104_8b,88_72_48_104,88,72,48,104,8,pregen_3layer_models/dense_88_72_48_104_8b.h5
dense_88_72_48_112_8b,88_72_48_112,88,72,48,112,8,pregen_3layer_models/dense_88_72_48_112_8b.h5
dense_88_72_48_120_8b,88_72_48_120,88,72,48,120,8,pregen_3layer_models/dense_88_72_48_120_8b.h5
dense_88_72_48_128_8b,88_72_48_128,88,72,48,128,8,pregen_3layer_models/dense_88_72_48_128_8b.h5
dense_88_72_56_8_8b,88_72_56_8,88,72,56,8,8,pregen_3layer_models/dense_88_72_56_8_8b.h5
dense_88_72_56_16_8b,88_72_56_16,88,72,56,16,8,pregen_3layer_models/dense_88_72_56_16_8b.h5
dense_88_72_56_24_8b,88_72_56_24,88,72,56,24,8,pregen_3layer_models/dense_88_72_56_24_8b.h5
dense_88_72_56_32_8b,88_72_56_32,88,72,56,32,8,pregen_3layer_models/dense_88_72_56_32_8b.h5
dense_88_72_56_40_8b,88_72_56_40,88,72,56,40,8,pregen_3layer_models/dense_88_72_56_40_8b.h5
dense_88_72_56_48_8b,88_72_56_48,88,72,56,48,8,pregen_3layer_models/dense_88_72_56_48_8b.h5
dense_88_72_56_56_8b,88_72_56_56,88,72,56,56,8,pregen_3layer_models/dense_88_72_56_56_8b.h5
dense_88_72_56_64_8b,88_72_56_64,88,72,56,64,8,pregen_3layer_models/dense_88_72_56_64_8b.h5
dense_88_72_56_72_8b,88_72_56_72,88,72,56,72,8,pregen_3layer_models/dense_88_72_56_72_8b.h5
dense_88_72_56_80_8b,88_72_56_80,88,72,56,80,8,pregen_3layer_models/dense_88_72_56_80_8b.h5
dense_88_72_56_88_8b,88_72_56_88,88,72,56,88,8,pregen_3layer_models/dense_88_72_56_88_8b.h5
dense_88_72_56_96_8b,88_72_56_96,88,72,56,96,8,pregen_3layer_models/dense_88_72_56_96_8b.h5
dense_88_72_56_104_8b,88_72_56_104,88,72,56,104,8,pregen_3layer_models/dense_88_72_56_104_8b.h5
dense_88_72_56_112_8b,88_72_56_112,88,72,56,112,8,pregen_3layer_models/dense_88_72_56_112_8b.h5
dense_88_72_56_120_8b,88_72_56_120,88,72,56,120,8,pregen_3layer_models/dense_88_72_56_120_8b.h5
dense_88_72_56_128_8b,88_72_56_128,88,72,56,128,8,pregen_3layer_models/dense_88_72_56_128_8b.h5
