model_name,config_str,input_size,d_out1,d_out2,d_out3,prec,model_file
dense_56_112_48_8_16b,56_112_48_8,56,112,48,8,16,pregen_3layer_models/dense_56_112_48_8_16b.h5
dense_56_112_48_16_16b,56_112_48_16,56,112,48,16,16,pregen_3layer_models/dense_56_112_48_16_16b.h5
dense_56_112_48_24_16b,56_112_48_24,56,112,48,24,16,pregen_3layer_models/dense_56_112_48_24_16b.h5
dense_56_112_48_32_16b,56_112_48_32,56,112,48,32,16,pregen_3layer_models/dense_56_112_48_32_16b.h5
dense_56_112_48_40_16b,56_112_48_40,56,112,48,40,16,pregen_3layer_models/dense_56_112_48_40_16b.h5
dense_56_112_48_48_16b,56_112_48_48,56,112,48,48,16,pregen_3layer_models/dense_56_112_48_48_16b.h5
dense_56_112_48_56_16b,56_112_48_56,56,112,48,56,16,pregen_3layer_models/dense_56_112_48_56_16b.h5
dense_56_112_48_64_16b,56_112_48_64,56,112,48,64,16,pregen_3layer_models/dense_56_112_48_64_16b.h5
dense_56_112_48_72_16b,56_112_48_72,56,112,48,72,16,pregen_3layer_models/dense_56_112_48_72_16b.h5
dense_56_112_48_80_16b,56_112_48_80,56,112,48,80,16,pregen_3layer_models/dense_56_112_48_80_16b.h5
dense_56_112_48_88_16b,56_112_48_88,56,112,48,88,16,pregen_3layer_models/dense_56_112_48_88_16b.h5
dense_56_112_48_96_16b,56_112_48_96,56,112,48,96,16,pregen_3layer_models/dense_56_112_48_96_16b.h5
dense_56_112_48_104_16b,56_112_48_104,56,112,48,104,16,pregen_3layer_models/dense_56_112_48_104_16b.h5
dense_56_112_48_112_16b,56_112_48_112,56,112,48,112,16,pregen_3layer_models/dense_56_112_48_112_16b.h5
dense_56_112_48_120_16b,56_112_48_120,56,112,48,120,16,pregen_3layer_models/dense_56_112_48_120_16b.h5
dense_56_112_48_128_16b,56_112_48_128,56,112,48,128,16,pregen_3layer_models/dense_56_112_48_128_16b.h5
dense_56_112_56_8_16b,56_112_56_8,56,112,56,8,16,pregen_3layer_models/dense_56_112_56_8_16b.h5
dense_56_112_56_16_16b,56_112_56_16,56,112,56,16,16,pregen_3layer_models/dense_56_112_56_16_16b.h5
dense_56_112_56_24_16b,56_112_56_24,56,112,56,24,16,pregen_3layer_models/dense_56_112_56_24_16b.h5
dense_56_112_56_32_16b,56_112_56_32,56,112,56,32,16,pregen_3layer_models/dense_56_112_56_32_16b.h5
dense_56_112_56_40_16b,56_112_56_40,56,112,56,40,16,pregen_3layer_models/dense_56_112_56_40_16b.h5
dense_56_112_56_48_16b,56_112_56_48,56,112,56,48,16,pregen_3layer_models/dense_56_112_56_48_16b.h5
dense_56_112_56_56_16b,56_112_56_56,56,112,56,56,16,pregen_3layer_models/dense_56_112_56_56_16b.h5
dense_56_112_56_64_16b,56_112_56_64,56,112,56,64,16,pregen_3layer_models/dense_56_112_56_64_16b.h5
dense_56_112_56_72_16b,56_112_56_72,56,112,56,72,16,pregen_3layer_models/dense_56_112_56_72_16b.h5
dense_56_112_56_80_16b,56_112_56_80,56,112,56,80,16,pregen_3layer_models/dense_56_112_56_80_16b.h5
dense_56_112_56_88_16b,56_112_56_88,56,112,56,88,16,pregen_3layer_models/dense_56_112_56_88_16b.h5
dense_56_112_56_96_16b,56_112_56_96,56,112,56,96,16,pregen_3layer_models/dense_56_112_56_96_16b.h5
dense_56_112_56_104_16b,56_112_56_104,56,112,56,104,16,pregen_3layer_models/dense_56_112_56_104_16b.h5
dense_56_112_56_112_16b,56_112_56_112,56,112,56,112,16,pregen_3layer_models/dense_56_112_56_112_16b.h5
dense_56_112_56_120_16b,56_112_56_120,56,112,56,120,16,pregen_3layer_models/dense_56_112_56_120_16b.h5
dense_56_112_56_128_16b,56_112_56_128,56,112,56,128,16,pregen_3layer_models/dense_56_112_56_128_16b.h5
dense_56_112_64_8_16b,56_112_64_8,56,112,64,8,16,pregen_3layer_models/dense_56_112_64_8_16b.h5
dense_56_112_64_16_16b,56_112_64_16,56,112,64,16,16,pregen_3layer_models/dense_56_112_64_16_16b.h5
dense_56_112_64_24_16b,56_112_64_24,56,112,64,24,16,pregen_3layer_models/dense_56_112_64_24_16b.h5
dense_56_112_64_32_16b,56_112_64_32,56,112,64,32,16,pregen_3layer_models/dense_56_112_64_32_16b.h5
dense_56_112_64_40_16b,56_112_64_40,56,112,64,40,16,pregen_3layer_models/dense_56_112_64_40_16b.h5
dense_56_112_64_48_16b,56_112_64_48,56,112,64,48,16,pregen_3layer_models/dense_56_112_64_48_16b.h5
dense_56_112_64_56_16b,56_112_64_56,56,112,64,56,16,pregen_3layer_models/dense_56_112_64_56_16b.h5
dense_56_112_64_64_16b,56_112_64_64,56,112,64,64,16,pregen_3layer_models/dense_56_112_64_64_16b.h5
dense_56_112_64_72_16b,56_112_64_72,56,112,64,72,16,pregen_3layer_models/dense_56_112_64_72_16b.h5
dense_56_112_64_80_16b,56_112_64_80,56,112,64,80,16,pregen_3layer_models/dense_56_112_64_80_16b.h5
dense_56_112_64_88_16b,56_112_64_88,56,112,64,88,16,pregen_3layer_models/dense_56_112_64_88_16b.h5
dense_56_112_64_96_16b,56_112_64_96,56,112,64,96,16,pregen_3layer_models/dense_56_112_64_96_16b.h5
dense_56_112_64_104_16b,56_112_64_104,56,112,64,104,16,pregen_3layer_models/dense_56_112_64_104_16b.h5
dense_56_112_64_112_16b,56_112_64_112,56,112,64,112,16,pregen_3layer_models/dense_56_112_64_112_16b.h5
dense_56_112_64_120_16b,56_112_64_120,56,112,64,120,16,pregen_3layer_models/dense_56_112_64_120_16b.h5
dense_56_112_64_128_16b,56_112_64_128,56,112,64,128,16,pregen_3layer_models/dense_56_112_64_128_16b.h5
dense_56_112_72_8_16b,56_112_72_8,56,112,72,8,16,pregen_3layer_models/dense_56_112_72_8_16b.h5
dense_56_112_72_16_16b,56_112_72_16,56,112,72,16,16,pregen_3layer_models/dense_56_112_72_16_16b.h5
dense_56_112_72_24_16b,56_112_72_24,56,112,72,24,16,pregen_3layer_models/dense_56_112_72_24_16b.h5
dense_56_112_72_32_16b,56_112_72_32,56,112,72,32,16,pregen_3layer_models/dense_56_112_72_32_16b.h5
dense_56_112_72_40_16b,56_112_72_40,56,112,72,40,16,pregen_3layer_models/dense_56_112_72_40_16b.h5
dense_56_112_72_48_16b,56_112_72_48,56,112,72,48,16,pregen_3layer_models/dense_56_112_72_48_16b.h5
dense_56_112_72_56_16b,56_112_72_56,56,112,72,56,16,pregen_3layer_models/dense_56_112_72_56_16b.h5
dense_56_112_72_64_16b,56_112_72_64,56,112,72,64,16,pregen_3layer_models/dense_56_112_72_64_16b.h5
