model_name,config_str,input_size,d_out1,d_out2,d_out3,prec,model_file
dense_16_112_80_40_12b,16_112_80_40,16,112,80,40,12,pregen_3layer_models/dense_16_112_80_40_12b.h5
dense_16_112_80_48_12b,16_112_80_48,16,112,80,48,12,pregen_3layer_models/dense_16_112_80_48_12b.h5
dense_16_112_80_56_12b,16_112_80_56,16,112,80,56,12,pregen_3layer_models/dense_16_112_80_56_12b.h5
dense_16_112_80_64_12b,16_112_80_64,16,112,80,64,12,pregen_3layer_models/dense_16_112_80_64_12b.h5
dense_16_112_80_72_12b,16_112_80_72,16,112,80,72,12,pregen_3layer_models/dense_16_112_80_72_12b.h5
dense_16_112_80_80_12b,16_112_80_80,16,112,80,80,12,pregen_3layer_models/dense_16_112_80_80_12b.h5
dense_16_112_80_88_12b,16_112_80_88,16,112,80,88,12,pregen_3layer_models/dense_16_112_80_88_12b.h5
dense_16_112_80_96_12b,16_112_80_96,16,112,80,96,12,pregen_3layer_models/dense_16_112_80_96_12b.h5
dense_16_112_80_104_12b,16_112_80_104,16,112,80,104,12,pregen_3layer_models/dense_16_112_80_104_12b.h5
dense_16_112_80_112_12b,16_112_80_112,16,112,80,112,12,pregen_3layer_models/dense_16_112_80_112_12b.h5
dense_16_112_80_120_12b,16_112_80_120,16,112,80,120,12,pregen_3layer_models/dense_16_112_80_120_12b.h5
dense_16_112_80_128_12b,16_112_80_128,16,112,80,128,12,pregen_3layer_models/dense_16_112_80_128_12b.h5
dense_16_112_88_8_12b,16_112_88_8,16,112,88,8,12,pregen_3layer_models/dense_16_112_88_8_12b.h5
dense_16_112_88_16_12b,16_112_88_16,16,112,88,16,12,pregen_3layer_models/dense_16_112_88_16_12b.h5
dense_16_112_88_24_12b,16_112_88_24,16,112,88,24,12,pregen_3layer_models/dense_16_112_88_24_12b.h5
dense_16_112_88_32_12b,16_112_88_32,16,112,88,32,12,pregen_3layer_models/dense_16_112_88_32_12b.h5
dense_16_112_88_40_12b,16_112_88_40,16,112,88,40,12,pregen_3layer_models/dense_16_112_88_40_12b.h5
dense_16_112_88_48_12b,16_112_88_48,16,112,88,48,12,pregen_3layer_models/dense_16_112_88_48_12b.h5
dense_16_112_88_56_12b,16_112_88_56,16,112,88,56,12,pregen_3layer_models/dense_16_112_88_56_12b.h5
dense_16_112_88_64_12b,16_112_88_64,16,112,88,64,12,pregen_3layer_models/dense_16_112_88_64_12b.h5
dense_16_112_88_72_12b,16_112_88_72,16,112,88,72,12,pregen_3layer_models/dense_16_112_88_72_12b.h5
dense_16_112_88_80_12b,16_112_88_80,16,112,88,80,12,pregen_3layer_models/dense_16_112_88_80_12b.h5
dense_16_112_88_88_12b,16_112_88_88,16,112,88,88,12,pregen_3layer_models/dense_16_112_88_88_12b.h5
dense_16_112_88_96_12b,16_112_88_96,16,112,88,96,12,pregen_3layer_models/dense_16_112_88_96_12b.h5
dense_16_112_88_104_12b,16_112_88_104,16,112,88,104,12,pregen_3layer_models/dense_16_112_88_104_12b.h5
dense_16_112_88_112_12b,16_112_88_112,16,112,88,112,12,pregen_3layer_models/dense_16_112_88_112_12b.h5
dense_16_112_88_120_12b,16_112_88_120,16,112,88,120,12,pregen_3layer_models/dense_16_112_88_120_12b.h5
dense_16_112_88_128_12b,16_112_88_128,16,112,88,128,12,pregen_3layer_models/dense_16_112_88_128_12b.h5
dense_16_112_96_8_12b,16_112_96_8,16,112,96,8,12,pregen_3layer_models/dense_16_112_96_8_12b.h5
dense_16_112_96_16_12b,16_112_96_16,16,112,96,16,12,pregen_3layer_models/dense_16_112_96_16_12b.h5
dense_16_112_96_24_12b,16_112_96_24,16,112,96,24,12,pregen_3layer_models/dense_16_112_96_24_12b.h5
dense_16_112_96_32_12b,16_112_96_32,16,112,96,32,12,pregen_3layer_models/dense_16_112_96_32_12b.h5
dense_16_112_96_40_12b,16_112_96_40,16,112,96,40,12,pregen_3layer_models/dense_16_112_96_40_12b.h5
dense_16_112_96_48_12b,16_112_96_48,16,112,96,48,12,pregen_3layer_models/dense_16_112_96_48_12b.h5
dense_16_112_96_56_12b,16_112_96_56,16,112,96,56,12,pregen_3layer_models/dense_16_112_96_56_12b.h5
dense_16_112_96_64_12b,16_112_96_64,16,112,96,64,12,pregen_3layer_models/dense_16_112_96_64_12b.h5
dense_16_112_96_72_12b,16_112_96_72,16,112,96,72,12,pregen_3layer_models/dense_16_112_96_72_12b.h5
dense_16_112_96_80_12b,16_112_96_80,16,112,96,80,12,pregen_3layer_models/dense_16_112_96_80_12b.h5
dense_16_112_96_88_12b,16_112_96_88,16,112,96,88,12,pregen_3layer_models/dense_16_112_96_88_12b.h5
dense_16_112_96_96_12b,16_112_96_96,16,112,96,96,12,pregen_3layer_models/dense_16_112_96_96_12b.h5
dense_16_112_96_104_12b,16_112_96_104,16,112,96,104,12,pregen_3layer_models/dense_16_112_96_104_12b.h5
dense_16_112_96_112_12b,16_112_96_112,16,112,96,112,12,pregen_3layer_models/dense_16_112_96_112_12b.h5
dense_16_112_96_120_12b,16_112_96_120,16,112,96,120,12,pregen_3layer_models/dense_16_112_96_120_12b.h5
dense_16_112_96_128_12b,16_112_96_128,16,112,96,128,12,pregen_3layer_models/dense_16_112_96_128_12b.h5
dense_16_112_104_8_12b,16_112_104_8,16,112,104,8,12,pregen_3layer_models/dense_16_112_104_8_12b.h5
dense_16_112_104_16_12b,16_112_104_16,16,112,104,16,12,pregen_3layer_models/dense_16_112_104_16_12b.h5
dense_16_112_104_24_12b,16_112_104_24,16,112,104,24,12,pregen_3layer_models/dense_16_112_104_24_12b.h5
dense_16_112_104_32_12b,16_112_104_32,16,112,104,32,12,pregen_3layer_models/dense_16_112_104_32_12b.h5
dense_16_112_104_40_12b,16_112_104_40,16,112,104,40,12,pregen_3layer_models/dense_16_112_104_40_12b.h5
dense_16_112_104_48_12b,16_112_104_48,16,112,104,48,12,pregen_3layer_models/dense_16_112_104_48_12b.h5
dense_16_112_104_56_12b,16_112_104_56,16,112,104,56,12,pregen_3layer_models/dense_16_112_104_56_12b.h5
dense_16_112_104_64_12b,16_112_104_64,16,112,104,64,12,pregen_3layer_models/dense_16_112_104_64_12b.h5
dense_16_112_104_72_12b,16_112_104_72,16,112,104,72,12,pregen_3layer_models/dense_16_112_104_72_12b.h5
dense_16_112_104_80_12b,16_112_104_80,16,112,104,80,12,pregen_3layer_models/dense_16_112_104_80_12b.h5
dense_16_112_104_88_12b,16_112_104_88,16,112,104,88,12,pregen_3layer_models/dense_16_112_104_88_12b.h5
dense_16_112_104_96_12b,16_112_104_96,16,112,104,96,12,pregen_3layer_models/dense_16_112_104_96_12b.h5
dense_16_112_104_104_12b,16_112_104_104,16,112,104,104,12,pregen_3layer_models/dense_16_112_104_104_12b.h5
dense_16_112_104_112_12b,16_112_104_112,16,112,104,112,12,pregen_3layer_models/dense_16_112_104_112_12b.h5
dense_16_112_104_120_12b,16_112_104_120,16,112,104,120,12,pregen_3layer_models/dense_16_112_104_120_12b.h5
dense_16_112_104_128_12b,16_112_104_128,16,112,104,128,12,pregen_3layer_models/dense_16_112_104_128_12b.h5
dense_16_112_112_8_12b,16_112_112_8,16,112,112,8,12,pregen_3layer_models/dense_16_112_112_8_12b.h5
dense_16_112_112_16_12b,16_112_112_16,16,112,112,16,12,pregen_3layer_models/dense_16_112_112_16_12b.h5
dense_16_112_112_24_12b,16_112_112_24,16,112,112,24,12,pregen_3layer_models/dense_16_112_112_24_12b.h5
dense_16_112_112_32_12b,16_112_112_32,16,112,112,32,12,pregen_3layer_models/dense_16_112_112_32_12b.h5
dense_16_112_112_40_12b,16_112_112_40,16,112,112,40,12,pregen_3layer_models/dense_16_112_112_40_12b.h5
dense_16_112_112_48_12b,16_112_112_48,16,112,112,48,12,pregen_3layer_models/dense_16_112_112_48_12b.h5
dense_16_112_112_56_12b,16_112_112_56,16,112,112,56,12,pregen_3layer_models/dense_16_112_112_56_12b.h5
dense_16_112_112_64_12b,16_112_112_64,16,112,112,64,12,pregen_3layer_models/dense_16_112_112_64_12b.h5
dense_16_112_112_72_12b,16_112_112_72,16,112,112,72,12,pregen_3layer_models/dense_16_112_112_72_12b.h5
dense_16_112_112_80_12b,16_112_112_80,16,112,112,80,12,pregen_3layer_models/dense_16_112_112_80_12b.h5
dense_16_112_112_88_12b,16_112_112_88,16,112,112,88,12,pregen_3layer_models/dense_16_112_112_88_12b.h5
dense_16_112_112_96_12b,16_112_112_96,16,112,112,96,12,pregen_3layer_models/dense_16_112_112_96_12b.h5
dense_16_112_112_104_12b,16_112_112_104,16,112,112,104,12,pregen_3layer_models/dense_16_112_112_104_12b.h5
dense_16_112_112_112_12b,16_112_112_112,16,112,112,112,12,pregen_3layer_models/dense_16_112_112_112_12b.h5
dense_16_112_112_120_12b,16_112_112_120,16,112,112,120,12,pregen_3layer_models/dense_16_112_112_120_12b.h5
dense_16_112_112_128_12b,16_112_112_128,16,112,112,128,12,pregen_3layer_models/dense_16_112_112_128_12b.h5
dense_16_112_120_8_12b,16_112_120_8,16,112,120,8,12,pregen_3layer_models/dense_16_112_120_8_12b.h5
dense_16_112_120_16_12b,16_112_120_16,16,112,120,16,12,pregen_3layer_models/dense_16_112_120_16_12b.h5
dense_16_112_120_24_12b,16_112_120_24,16,112,120,24,12,pregen_3layer_models/dense_16_112_120_24_12b.h5
dense_16_112_120_32_12b,16_112_120_32,16,112,120,32,12,pregen_3layer_models/dense_16_112_120_32_12b.h5
dense_16_112_120_40_12b,16_112_120_40,16,112,120,40,12,pregen_3layer_models/dense_16_112_120_40_12b.h5
dense_16_112_120_48_12b,16_112_120_48,16,112,120,48,12,pregen_3layer_models/dense_16_112_120_48_12b.h5
dense_16_112_120_56_12b,16_112_120_56,16,112,120,56,12,pregen_3layer_models/dense_16_112_120_56_12b.h5
dense_16_112_120_64_12b,16_112_120_64,16,112,120,64,12,pregen_3layer_models/dense_16_112_120_64_12b.h5
dense_16_112_120_72_12b,16_112_120_72,16,112,120,72,12,pregen_3layer_models/dense_16_112_120_72_12b.h5
dense_16_112_120_80_12b,16_112_120_80,16,112,120,80,12,pregen_3layer_models/dense_16_112_120_80_12b.h5
dense_16_112_120_88_12b,16_112_120_88,16,112,120,88,12,pregen_3layer_models/dense_16_112_120_88_12b.h5
dense_16_112_120_96_12b,16_112_120_96,16,112,120,96,12,pregen_3layer_models/dense_16_112_120_96_12b.h5
dense_16_112_120_104_12b,16_112_120_104,16,112,120,104,12,pregen_3layer_models/dense_16_112_120_104_12b.h5
dense_16_112_120_112_12b,16_112_120_112,16,112,120,112,12,pregen_3layer_models/dense_16_112_120_112_12b.h5
dense_16_112_120_120_12b,16_112_120_120,16,112,120,120,12,pregen_3layer_models/dense_16_112_120_120_12b.h5
dense_16_112_120_128_12b,16_112_120_128,16,112,120,128,12,pregen_3layer_models/dense_16_112_120_128_12b.h5
dense_16_112_128_8_12b,16_112_128_8,16,112,128,8,12,pregen_3layer_models/dense_16_112_128_8_12b.h5
dense_16_112_128_16_12b,16_112_128_16,16,112,128,16,12,pregen_3layer_models/dense_16_112_128_16_12b.h5
dense_16_112_128_24_12b,16_112_128_24,16,112,128,24,12,pregen_3layer_models/dense_16_112_128_24_12b.h5
dense_16_112_128_32_12b,16_112_128_32,16,112,128,32,12,pregen_3layer_models/dense_16_112_128_32_12b.h5
dense_16_112_128_40_12b,16_112_128_40,16,112,128,40,12,pregen_3layer_models/dense_16_112_128_40_12b.h5
dense_16_112_128_48_12b,16_112_128_48,16,112,128,48,12,pregen_3layer_models/dense_16_112_128_48_12b.h5
dense_16_112_128_56_12b,16_112_128_56,16,112,128,56,12,pregen_3layer_models/dense_16_112_128_56_12b.h5
dense_16_112_128_64_12b,16_112_128_64,16,112,128,64,12,pregen_3layer_models/dense_16_112_128_64_12b.h5
dense_16_112_128_72_12b,16_112_128_72,16,112,128,72,12,pregen_3layer_models/dense_16_112_128_72_12b.h5
dense_16_112_128_80_12b,16_112_128_80,16,112,128,80,12,pregen_3layer_models/dense_16_112_128_80_12b.h5
dense_16_112_128_88_12b,16_112_128_88,16,112,128,88,12,pregen_3layer_models/dense_16_112_128_88_12b.h5
dense_16_112_128_96_12b,16_112_128_96,16,112,128,96,12,pregen_3layer_models/dense_16_112_128_96_12b.h5
dense_16_112_128_104_12b,16_112_128_104,16,112,128,104,12,pregen_3layer_models/dense_16_112_128_104_12b.h5
dense_16_112_128_112_12b,16_112_128_112,16,112,128,112,12,pregen_3layer_models/dense_16_112_128_112_12b.h5
dense_16_112_128_120_12b,16_112_128_120,16,112,128,120,12,pregen_3layer_models/dense_16_112_128_120_12b.h5
dense_16_112_128_128_12b,16_112_128_128,16,112,128,128,12,pregen_3layer_models/dense_16_112_128_128_12b.h5
dense_16_120_8_8_12b,16_120_8_8,16,120,8,8,12,pregen_3layer_models/dense_16_120_8_8_12b.h5
dense_16_120_8_16_12b,16_120_8_16,16,120,8,16,12,pregen_3layer_models/dense_16_120_8_16_12b.h5
dense_16_120_8_24_12b,16_120_8_24,16,120,8,24,12,pregen_3layer_models/dense_16_120_8_24_12b.h5
dense_16_120_8_32_12b,16_120_8_32,16,120,8,32,12,pregen_3layer_models/dense_16_120_8_32_12b.h5
dense_16_120_8_40_12b,16_120_8_40,16,120,8,40,12,pregen_3layer_models/dense_16_120_8_40_12b.h5
dense_16_120_8_48_12b,16_120_8_48,16,120,8,48,12,pregen_3layer_models/dense_16_120_8_48_12b.h5
dense_16_120_8_56_12b,16_120_8_56,16,120,8,56,12,pregen_3layer_models/dense_16_120_8_56_12b.h5
dense_16_120_8_64_12b,16_120_8_64,16,120,8,64,12,pregen_3layer_models/dense_16_120_8_64_12b.h5
dense_16_120_8_72_12b,16_120_8_72,16,120,8,72,12,pregen_3layer_models/dense_16_120_8_72_12b.h5
dense_16_120_8_80_12b,16_120_8_80,16,120,8,80,12,pregen_3layer_models/dense_16_120_8_80_12b.h5
dense_16_120_8_88_12b,16_120_8_88,16,120,8,88,12,pregen_3layer_models/dense_16_120_8_88_12b.h5
dense_16_120_8_96_12b,16_120_8_96,16,120,8,96,12,pregen_3layer_models/dense_16_120_8_96_12b.h5
dense_16_120_8_104_12b,16_120_8_104,16,120,8,104,12,pregen_3layer_models/dense_16_120_8_104_12b.h5
dense_16_120_8_112_12b,16_120_8_112,16,120,8,112,12,pregen_3layer_models/dense_16_120_8_112_12b.h5
dense_16_120_8_120_12b,16_120_8_120,16,120,8,120,12,pregen_3layer_models/dense_16_120_8_120_12b.h5
dense_16_120_8_128_12b,16_120_8_128,16,120,8,128,12,pregen_3layer_models/dense_16_120_8_128_12b.h5
dense_16_120_16_8_12b,16_120_16_8,16,120,16,8,12,pregen_3layer_models/dense_16_120_16_8_12b.h5
dense_16_120_16_16_12b,16_120_16_16,16,120,16,16,12,pregen_3layer_models/dense_16_120_16_16_12b.h5
dense_16_120_16_24_12b,16_120_16_24,16,120,16,24,12,pregen_3layer_models/dense_16_120_16_24_12b.h5
dense_16_120_16_32_12b,16_120_16_32,16,120,16,32,12,pregen_3layer_models/dense_16_120_16_32_12b.h5
dense_16_120_16_40_12b,16_120_16_40,16,120,16,40,12,pregen_3layer_models/dense_16_120_16_40_12b.h5
dense_16_120_16_48_12b,16_120_16_48,16,120,16,48,12,pregen_3layer_models/dense_16_120_16_48_12b.h5
dense_16_120_16_56_12b,16_120_16_56,16,120,16,56,12,pregen_3layer_models/dense_16_120_16_56_12b.h5
dense_16_120_16_64_12b,16_120_16_64,16,120,16,64,12,pregen_3layer_models/dense_16_120_16_64_12b.h5
dense_16_120_16_72_12b,16_120_16_72,16,120,16,72,12,pregen_3layer_models/dense_16_120_16_72_12b.h5
dense_16_120_16_80_12b,16_120_16_80,16,120,16,80,12,pregen_3layer_models/dense_16_120_16_80_12b.h5
dense_16_120_16_88_12b,16_120_16_88,16,120,16,88,12,pregen_3layer_models/dense_16_120_16_88_12b.h5
dense_16_120_16_96_12b,16_120_16_96,16,120,16,96,12,pregen_3layer_models/dense_16_120_16_96_12b.h5
dense_16_120_16_104_12b,16_120_16_104,16,120,16,104,12,pregen_3layer_models/dense_16_120_16_104_12b.h5
dense_16_120_16_112_12b,16_120_16_112,16,120,16,112,12,pregen_3layer_models/dense_16_120_16_112_12b.h5
dense_16_120_16_120_12b,16_120_16_120,16,120,16,120,12,pregen_3layer_models/dense_16_120_16_120_12b.h5
dense_16_120_16_128_12b,16_120_16_128,16,120,16,128,12,pregen_3layer_models/dense_16_120_16_128_12b.h5
dense_16_120_24_8_12b,16_120_24_8,16,120,24,8,12,pregen_3layer_models/dense_16_120_24_8_12b.h5
dense_16_120_24_16_12b,16_120_24_16,16,120,24,16,12,pregen_3layer_models/dense_16_120_24_16_12b.h5
dense_16_120_24_24_12b,16_120_24_24,16,120,24,24,12,pregen_3layer_models/dense_16_120_24_24_12b.h5
dense_16_120_24_32_12b,16_120_24_32,16,120,24,32,12,pregen_3layer_models/dense_16_120_24_32_12b.h5
dense_16_120_24_40_12b,16_120_24_40,16,120,24,40,12,pregen_3layer_models/dense_16_120_24_40_12b.h5
dense_16_120_24_48_12b,16_120_24_48,16,120,24,48,12,pregen_3layer_models/dense_16_120_24_48_12b.h5
dense_16_120_24_56_12b,16_120_24_56,16,120,24,56,12,pregen_3layer_models/dense_16_120_24_56_12b.h5
dense_16_120_24_64_12b,16_120_24_64,16,120,24,64,12,pregen_3layer_models/dense_16_120_24_64_12b.h5
dense_16_120_24_72_12b,16_120_24_72,16,120,24,72,12,pregen_3layer_models/dense_16_120_24_72_12b.h5
dense_16_120_24_80_12b,16_120_24_80,16,120,24,80,12,pregen_3layer_models/dense_16_120_24_80_12b.h5
dense_16_120_24_88_12b,16_120_24_88,16,120,24,88,12,pregen_3layer_models/dense_16_120_24_88_12b.h5
dense_16_120_24_96_12b,16_120_24_96,16,120,24,96,12,pregen_3layer_models/dense_16_120_24_96_12b.h5
dense_16_120_24_104_12b,16_120_24_104,16,120,24,104,12,pregen_3layer_models/dense_16_120_24_104_12b.h5
dense_16_120_24_112_12b,16_120_24_112,16,120,24,112,12,pregen_3layer_models/dense_16_120_24_112_12b.h5
dense_16_120_24_120_12b,16_120_24_120,16,120,24,120,12,pregen_3layer_models/dense_16_120_24_120_12b.h5
dense_16_120_24_128_12b,16_120_24_128,16,120,24,128,12,pregen_3layer_models/dense_16_120_24_128_12b.h5
dense_16_120_32_8_12b,16_120_32_8,16,120,32,8,12,pregen_3layer_models/dense_16_120_32_8_12b.h5
dense_16_120_32_16_12b,16_120_32_16,16,120,32,16,12,pregen_3layer_models/dense_16_120_32_16_12b.h5
dense_16_120_32_24_12b,16_120_32_24,16,120,32,24,12,pregen_3layer_models/dense_16_120_32_24_12b.h5
dense_16_120_32_32_12b,16_120_32_32,16,120,32,32,12,pregen_3layer_models/dense_16_120_32_32_12b.h5
dense_16_120_32_40_12b,16_120_32_40,16,120,32,40,12,pregen_3layer_models/dense_16_120_32_40_12b.h5
dense_16_120_32_48_12b,16_120_32_48,16,120,32,48,12,pregen_3layer_models/dense_16_120_32_48_12b.h5
dense_16_120_32_56_12b,16_120_32_56,16,120,32,56,12,pregen_3layer_models/dense_16_120_32_56_12b.h5
dense_16_120_32_64_12b,16_120_32_64,16,120,32,64,12,pregen_3layer_models/dense_16_120_32_64_12b.h5
dense_16_120_32_72_12b,16_120_32_72,16,120,32,72,12,pregen_3layer_models/dense_16_120_32_72_12b.h5
dense_16_120_32_80_12b,16_120_32_80,16,120,32,80,12,pregen_3layer_models/dense_16_120_32_80_12b.h5
dense_16_120_32_88_12b,16_120_32_88,16,120,32,88,12,pregen_3layer_models/dense_16_120_32_88_12b.h5
dense_16_120_32_96_12b,16_120_32_96,16,120,32,96,12,pregen_3layer_models/dense_16_120_32_96_12b.h5
dense_16_120_32_104_12b,16_120_32_104,16,120,32,104,12,pregen_3layer_models/dense_16_120_32_104_12b.h5
dense_16_120_32_112_12b,16_120_32_112,16,120,32,112,12,pregen_3layer_models/dense_16_120_32_112_12b.h5
dense_16_120_32_120_12b,16_120_32_120,16,120,32,120,12,pregen_3layer_models/dense_16_120_32_120_12b.h5
dense_16_120_32_128_12b,16_120_32_128,16,120,32,128,12,pregen_3layer_models/dense_16_120_32_128_12b.h5
dense_16_120_40_8_12b,16_120_40_8,16,120,40,8,12,pregen_3layer_models/dense_16_120_40_8_12b.h5
dense_16_120_40_16_12b,16_120_40_16,16,120,40,16,12,pregen_3layer_models/dense_16_120_40_16_12b.h5
dense_16_120_40_24_12b,16_120_40_24,16,120,40,24,12,pregen_3layer_models/dense_16_120_40_24_12b.h5
dense_16_120_40_32_12b,16_120_40_32,16,120,40,32,12,pregen_3layer_models/dense_16_120_40_32_12b.h5
dense_16_120_40_40_12b,16_120_40_40,16,120,40,40,12,pregen_3layer_models/dense_16_120_40_40_12b.h5
dense_16_120_40_48_12b,16_120_40_48,16,120,40,48,12,pregen_3layer_models/dense_16_120_40_48_12b.h5
dense_16_120_40_56_12b,16_120_40_56,16,120,40,56,12,pregen_3layer_models/dense_16_120_40_56_12b.h5
dense_16_120_40_64_12b,16_120_40_64,16,120,40,64,12,pregen_3layer_models/dense_16_120_40_64_12b.h5
dense_16_120_40_72_12b,16_120_40_72,16,120,40,72,12,pregen_3layer_models/dense_16_120_40_72_12b.h5
dense_16_120_40_80_12b,16_120_40_80,16,120,40,80,12,pregen_3layer_models/dense_16_120_40_80_12b.h5
dense_16_120_40_88_12b,16_120_40_88,16,120,40,88,12,pregen_3layer_models/dense_16_120_40_88_12b.h5
dense_16_120_40_96_12b,16_120_40_96,16,120,40,96,12,pregen_3layer_models/dense_16_120_40_96_12b.h5
