model_name,config_str,input_size,d_out1,d_out2,d_out3,prec,model_file
dense_56_56_40_8_8b,56_56_40_8,56,56,40,8,8,pregen_3layer_models/dense_56_56_40_8_8b.h5
dense_56_56_40_16_8b,56_56_40_16,56,56,40,16,8,pregen_3layer_models/dense_56_56_40_16_8b.h5
dense_56_56_40_24_8b,56_56_40_24,56,56,40,24,8,pregen_3layer_models/dense_56_56_40_24_8b.h5
dense_56_56_40_32_8b,56_56_40_32,56,56,40,32,8,pregen_3layer_models/dense_56_56_40_32_8b.h5
dense_56_56_40_40_8b,56_56_40_40,56,56,40,40,8,pregen_3layer_models/dense_56_56_40_40_8b.h5
dense_56_56_40_48_8b,56_56_40_48,56,56,40,48,8,pregen_3layer_models/dense_56_56_40_48_8b.h5
dense_56_56_40_56_8b,56_56_40_56,56,56,40,56,8,pregen_3layer_models/dense_56_56_40_56_8b.h5
dense_56_56_40_64_8b,56_56_40_64,56,56,40,64,8,pregen_3layer_models/dense_56_56_40_64_8b.h5
dense_56_56_40_72_8b,56_56_40_72,56,56,40,72,8,pregen_3layer_models/dense_56_56_40_72_8b.h5
dense_56_56_40_80_8b,56_56_40_80,56,56,40,80,8,pregen_3layer_models/dense_56_56_40_80_8b.h5
dense_56_56_40_88_8b,56_56_40_88,56,56,40,88,8,pregen_3layer_models/dense_56_56_40_88_8b.h5
dense_56_56_40_96_8b,56_56_40_96,56,56,40,96,8,pregen_3layer_models/dense_56_56_40_96_8b.h5
dense_56_56_40_104_8b,56_56_40_104,56,56,40,104,8,pregen_3layer_models/dense_56_56_40_104_8b.h5
dense_56_56_40_112_8b,56_56_40_112,56,56,40,112,8,pregen_3layer_models/dense_56_56_40_112_8b.h5
dense_56_56_40_120_8b,56_56_40_120,56,56,40,120,8,pregen_3layer_models/dense_56_56_40_120_8b.h5
dense_56_56_40_128_8b,56_56_40_128,56,56,40,128,8,pregen_3layer_models/dense_56_56_40_128_8b.h5
dense_56_56_48_8_8b,56_56_48_8,56,56,48,8,8,pregen_3layer_models/dense_56_56_48_8_8b.h5
dense_56_56_48_16_8b,56_56_48_16,56,56,48,16,8,pregen_3layer_models/dense_56_56_48_16_8b.h5
dense_56_56_48_24_8b,56_56_48_24,56,56,48,24,8,pregen_3layer_models/dense_56_56_48_24_8b.h5
dense_56_56_48_32_8b,56_56_48_32,56,56,48,32,8,pregen_3layer_models/dense_56_56_48_32_8b.h5
dense_56_56_48_40_8b,56_56_48_40,56,56,48,40,8,pregen_3layer_models/dense_56_56_48_40_8b.h5
dense_56_56_48_48_8b,56_56_48_48,56,56,48,48,8,pregen_3layer_models/dense_56_56_48_48_8b.h5
dense_56_56_48_56_8b,56_56_48_56,56,56,48,56,8,pregen_3layer_models/dense_56_56_48_56_8b.h5
dense_56_56_48_64_8b,56_56_48_64,56,56,48,64,8,pregen_3layer_models/dense_56_56_48_64_8b.h5
dense_56_56_48_72_8b,56_56_48_72,56,56,48,72,8,pregen_3layer_models/dense_56_56_48_72_8b.h5
dense_56_56_48_80_8b,56_56_48_80,56,56,48,80,8,pregen_3layer_models/dense_56_56_48_80_8b.h5
dense_56_56_48_88_8b,56_56_48_88,56,56,48,88,8,pregen_3layer_models/dense_56_56_48_88_8b.h5
dense_56_56_48_96_8b,56_56_48_96,56,56,48,96,8,pregen_3layer_models/dense_56_56_48_96_8b.h5
dense_56_56_48_104_8b,56_56_48_104,56,56,48,104,8,pregen_3layer_models/dense_56_56_48_104_8b.h5
dense_56_56_48_112_8b,56_56_48_112,56,56,48,112,8,pregen_3layer_models/dense_56_56_48_112_8b.h5
dense_56_56_48_120_8b,56_56_48_120,56,56,48,120,8,pregen_3layer_models/dense_56_56_48_120_8b.h5
dense_56_56_48_128_8b,56_56_48_128,56,56,48,128,8,pregen_3layer_models/dense_56_56_48_128_8b.h5
dense_56_56_56_8_8b,56_56_56_8,56,56,56,8,8,pregen_3layer_models/dense_56_56_56_8_8b.h5
dense_56_56_56_16_8b,56_56_56_16,56,56,56,16,8,pregen_3layer_models/dense_56_56_56_16_8b.h5
dense_56_56_56_24_8b,56_56_56_24,56,56,56,24,8,pregen_3layer_models/dense_56_56_56_24_8b.h5
dense_56_56_56_32_8b,56_56_56_32,56,56,56,32,8,pregen_3layer_models/dense_56_56_56_32_8b.h5
dense_56_56_56_40_8b,56_56_56_40,56,56,56,40,8,pregen_3layer_models/dense_56_56_56_40_8b.h5
dense_56_56_56_48_8b,56_56_56_48,56,56,56,48,8,pregen_3layer_models/dense_56_56_56_48_8b.h5
