model_name,config_str,input_size,d_out1,d_out2,d_out3,prec,model_file
dense_8_64_16_8_12b,8_64_16_8,8,64,16,8,12,pregen_3layer_models/dense_8_64_16_8_12b.h5
dense_8_64_16_16_12b,8_64_16_16,8,64,16,16,12,pregen_3layer_models/dense_8_64_16_16_12b.h5
dense_8_64_16_24_12b,8_64_16_24,8,64,16,24,12,pregen_3layer_models/dense_8_64_16_24_12b.h5
dense_8_64_16_32_12b,8_64_16_32,8,64,16,32,12,pregen_3layer_models/dense_8_64_16_32_12b.h5
dense_8_64_16_40_12b,8_64_16_40,8,64,16,40,12,pregen_3layer_models/dense_8_64_16_40_12b.h5
dense_8_64_16_48_12b,8_64_16_48,8,64,16,48,12,pregen_3layer_models/dense_8_64_16_48_12b.h5
dense_8_64_16_56_12b,8_64_16_56,8,64,16,56,12,pregen_3layer_models/dense_8_64_16_56_12b.h5
dense_8_64_16_64_12b,8_64_16_64,8,64,16,64,12,pregen_3layer_models/dense_8_64_16_64_12b.h5
dense_8_64_16_72_12b,8_64_16_72,8,64,16,72,12,pregen_3layer_models/dense_8_64_16_72_12b.h5
dense_8_64_16_80_12b,8_64_16_80,8,64,16,80,12,pregen_3layer_models/dense_8_64_16_80_12b.h5
dense_8_64_16_88_12b,8_64_16_88,8,64,16,88,12,pregen_3layer_models/dense_8_64_16_88_12b.h5
dense_8_64_16_96_12b,8_64_16_96,8,64,16,96,12,pregen_3layer_models/dense_8_64_16_96_12b.h5
dense_8_64_16_104_12b,8_64_16_104,8,64,16,104,12,pregen_3layer_models/dense_8_64_16_104_12b.h5
dense_8_64_16_112_12b,8_64_16_112,8,64,16,112,12,pregen_3layer_models/dense_8_64_16_112_12b.h5
dense_8_64_16_120_12b,8_64_16_120,8,64,16,120,12,pregen_3layer_models/dense_8_64_16_120_12b.h5
dense_8_64_16_128_12b,8_64_16_128,8,64,16,128,12,pregen_3layer_models/dense_8_64_16_128_12b.h5
dense_8_64_24_8_12b,8_64_24_8,8,64,24,8,12,pregen_3layer_models/dense_8_64_24_8_12b.h5
dense_8_64_24_16_12b,8_64_24_16,8,64,24,16,12,pregen_3layer_models/dense_8_64_24_16_12b.h5
dense_8_64_24_24_12b,8_64_24_24,8,64,24,24,12,pregen_3layer_models/dense_8_64_24_24_12b.h5
dense_8_64_24_32_12b,8_64_24_32,8,64,24,32,12,pregen_3layer_models/dense_8_64_24_32_12b.h5
dense_8_64_24_40_12b,8_64_24_40,8,64,24,40,12,pregen_3layer_models/dense_8_64_24_40_12b.h5
dense_8_64_24_48_12b,8_64_24_48,8,64,24,48,12,pregen_3layer_models/dense_8_64_24_48_12b.h5
dense_8_64_24_56_12b,8_64_24_56,8,64,24,56,12,pregen_3layer_models/dense_8_64_24_56_12b.h5
