model_name,config_str,input_size,d_out1,d_out2,d_out3,prec,model_file
dense_104_104_24_8_16b,104_104_24_8,104,104,24,8,16,pregen_3layer_models/dense_104_104_24_8_16b.h5
dense_104_104_24_16_16b,104_104_24_16,104,104,24,16,16,pregen_3layer_models/dense_104_104_24_16_16b.h5
dense_104_104_24_24_16b,104_104_24_24,104,104,24,24,16,pregen_3layer_models/dense_104_104_24_24_16b.h5
dense_104_104_24_32_16b,104_104_24_32,104,104,24,32,16,pregen_3layer_models/dense_104_104_24_32_16b.h5
dense_104_104_24_40_16b,104_104_24_40,104,104,24,40,16,pregen_3layer_models/dense_104_104_24_40_16b.h5
dense_104_104_24_48_16b,104_104_24_48,104,104,24,48,16,pregen_3layer_models/dense_104_104_24_48_16b.h5
dense_104_104_24_56_16b,104_104_24_56,104,104,24,56,16,pregen_3layer_models/dense_104_104_24_56_16b.h5
dense_104_104_24_64_16b,104_104_24_64,104,104,24,64,16,pregen_3layer_models/dense_104_104_24_64_16b.h5
dense_104_104_24_72_16b,104_104_24_72,104,104,24,72,16,pregen_3layer_models/dense_104_104_24_72_16b.h5
dense_104_104_24_80_16b,104_104_24_80,104,104,24,80,16,pregen_3layer_models/dense_104_104_24_80_16b.h5
dense_104_104_24_88_16b,104_104_24_88,104,104,24,88,16,pregen_3layer_models/dense_104_104_24_88_16b.h5
dense_104_104_24_96_16b,104_104_24_96,104,104,24,96,16,pregen_3layer_models/dense_104_104_24_96_16b.h5
dense_104_104_24_104_16b,104_104_24_104,104,104,24,104,16,pregen_3layer_models/dense_104_104_24_104_16b.h5
dense_104_104_24_112_16b,104_104_24_112,104,104,24,112,16,pregen_3layer_models/dense_104_104_24_112_16b.h5
dense_104_104_24_120_16b,104_104_24_120,104,104,24,120,16,pregen_3layer_models/dense_104_104_24_120_16b.h5
dense_104_104_24_128_16b,104_104_24_128,104,104,24,128,16,pregen_3layer_models/dense_104_104_24_128_16b.h5
dense_104_104_32_8_16b,104_104_32_8,104,104,32,8,16,pregen_3layer_models/dense_104_104_32_8_16b.h5
dense_104_104_32_16_16b,104_104_32_16,104,104,32,16,16,pregen_3layer_models/dense_104_104_32_16_16b.h5
dense_104_104_32_24_16b,104_104_32_24,104,104,32,24,16,pregen_3layer_models/dense_104_104_32_24_16b.h5
dense_104_104_32_32_16b,104_104_32_32,104,104,32,32,16,pregen_3layer_models/dense_104_104_32_32_16b.h5
dense_104_104_32_40_16b,104_104_32_40,104,104,32,40,16,pregen_3layer_models/dense_104_104_32_40_16b.h5
dense_104_104_32_48_16b,104_104_32_48,104,104,32,48,16,pregen_3layer_models/dense_104_104_32_48_16b.h5
dense_104_104_32_56_16b,104_104_32_56,104,104,32,56,16,pregen_3layer_models/dense_104_104_32_56_16b.h5
dense_104_104_32_64_16b,104_104_32_64,104,104,32,64,16,pregen_3layer_models/dense_104_104_32_64_16b.h5
