model_name,d_in,d_out,prec,model_file
dense_256_64_4b,256,64,4,pregen_models/dense_256_64_4b.h5
dense_256_64_6b,256,64,6,pregen_models/dense_256_64_6b.h5
dense_256_64_8b,256,64,8,pregen_models/dense_256_64_8b.h5
dense_256_64_10b,256,64,10,pregen_models/dense_256_64_10b.h5
dense_256_64_12b,256,64,12,pregen_models/dense_256_64_12b.h5
dense_256_64_14b,256,64,14,pregen_models/dense_256_64_14b.h5
dense_256_96_2b,256,96,2,pregen_models/dense_256_96_2b.h5
dense_256_96_4b,256,96,4,pregen_models/dense_256_96_4b.h5
dense_256_96_6b,256,96,6,pregen_models/dense_256_96_6b.h5
dense_256_96_8b,256,96,8,pregen_models/dense_256_96_8b.h5
dense_256_96_10b,256,96,10,pregen_models/dense_256_96_10b.h5
dense_256_96_12b,256,96,12,pregen_models/dense_256_96_12b.h5
dense_256_96_14b,256,96,14,pregen_models/dense_256_96_14b.h5
dense_256_128_2b,256,128,2,pregen_models/dense_256_128_2b.h5
dense_256_128_4b,256,128,4,pregen_models/dense_256_128_4b.h5
dense_256_128_6b,256,128,6,pregen_models/dense_256_128_6b.h5
dense_256_128_8b,256,128,8,pregen_models/dense_256_128_8b.h5
dense_256_128_10b,256,128,10,pregen_models/dense_256_128_10b.h5
dense_256_128_12b,256,128,12,pregen_models/dense_256_128_12b.h5
dense_256_128_14b,256,128,14,pregen_models/dense_256_128_14b.h5
