model_name,d_in,d_out,prec,model_file
dense-256-32-10b,256,32,10,pregen_models/dense-256-32-10b.h5
dense-256-32-12b,256,32,12,pregen_models/dense-256-32-12b.h5
dense-256-64-2b,256,64,2,pregen_models/dense-256-64-2b.h5
dense-256-64-4b,256,64,4,pregen_models/dense-256-64-4b.h5
dense-256-64-6b,256,64,6,pregen_models/dense-256-64-6b.h5
dense-256-64-8b,256,64,8,pregen_models/dense-256-64-8b.h5
dense-256-64-10b,256,64,10,pregen_models/dense-256-64-10b.h5
dense-256-64-12b,256,64,12,pregen_models/dense-256-64-12b.h5
dense-256-96-2b,256,96,2,pregen_models/dense-256-96-2b.h5
dense-256-96-4b,256,96,4,pregen_models/dense-256-96-4b.h5
dense-256-96-6b,256,96,6,pregen_models/dense-256-96-6b.h5
dense-256-96-8b,256,96,8,pregen_models/dense-256-96-8b.h5
dense-256-96-10b,256,96,10,pregen_models/dense-256-96-10b.h5
dense-256-96-12b,256,96,12,pregen_models/dense-256-96-12b.h5
dense-256-128-2b,256,128,2,pregen_models/dense-256-128-2b.h5
dense-256-128-4b,256,128,4,pregen_models/dense-256-128-4b.h5
dense-256-128-6b,256,128,6,pregen_models/dense-256-128-6b.h5
dense-256-128-8b,256,128,8,pregen_models/dense-256-128-8b.h5
dense-256-128-10b,256,128,10,pregen_models/dense-256-128-10b.h5
dense-256-128-12b,256,128,12,pregen_models/dense-256-128-12b.h5
