model_name,d_in,d_out,prec,model_file
dense_128_64_12b,128,64,12,pregen_models/dense_128_64_12b.h5
dense_128_64_14b,128,64,14,pregen_models/dense_128_64_14b.h5
dense_128_96_2b,128,96,2,pregen_models/dense_128_96_2b.h5
dense_128_96_4b,128,96,4,pregen_models/dense_128_96_4b.h5
dense_128_96_6b,128,96,6,pregen_models/dense_128_96_6b.h5
dense_128_96_8b,128,96,8,pregen_models/dense_128_96_8b.h5
dense_128_96_10b,128,96,10,pregen_models/dense_128_96_10b.h5
dense_128_96_12b,128,96,12,pregen_models/dense_128_96_12b.h5
dense_128_96_14b,128,96,14,pregen_models/dense_128_96_14b.h5
dense_128_128_2b,128,128,2,pregen_models/dense_128_128_2b.h5
dense_128_128_4b,128,128,4,pregen_models/dense_128_128_4b.h5
dense_128_128_6b,128,128,6,pregen_models/dense_128_128_6b.h5
dense_128_128_8b,128,128,8,pregen_models/dense_128_128_8b.h5
dense_128_128_10b,128,128,10,pregen_models/dense_128_128_10b.h5
dense_128_128_12b,128,128,12,pregen_models/dense_128_128_12b.h5
dense_128_128_14b,128,128,14,pregen_models/dense_128_128_14b.h5
dense_128_160_2b,128,160,2,pregen_models/dense_128_160_2b.h5
dense_128_160_4b,128,160,4,pregen_models/dense_128_160_4b.h5
dense_128_160_6b,128,160,6,pregen_models/dense_128_160_6b.h5
dense_128_160_8b,128,160,8,pregen_models/dense_128_160_8b.h5
