model_name,d_in,d_out,prec,model_file
dense_128_160_10b,128,160,10,pregen_models/dense_128_160_10b.h5
dense_128_160_12b,128,160,12,pregen_models/dense_128_160_12b.h5
dense_128_160_14b,128,160,14,pregen_models/dense_128_160_14b.h5
dense_128_192_2b,128,192,2,pregen_models/dense_128_192_2b.h5
dense_128_192_4b,128,192,4,pregen_models/dense_128_192_4b.h5
dense_128_192_6b,128,192,6,pregen_models/dense_128_192_6b.h5
dense_128_192_8b,128,192,8,pregen_models/dense_128_192_8b.h5
dense_128_192_10b,128,192,10,pregen_models/dense_128_192_10b.h5
dense_128_192_12b,128,192,12,pregen_models/dense_128_192_12b.h5
dense_128_192_14b,128,192,14,pregen_models/dense_128_192_14b.h5
dense_128_224_2b,128,224,2,pregen_models/dense_128_224_2b.h5
dense_128_224_4b,128,224,4,pregen_models/dense_128_224_4b.h5
dense_128_224_6b,128,224,6,pregen_models/dense_128_224_6b.h5
dense_128_224_8b,128,224,8,pregen_models/dense_128_224_8b.h5
dense_128_224_10b,128,224,10,pregen_models/dense_128_224_10b.h5
dense_128_224_12b,128,224,12,pregen_models/dense_128_224_12b.h5
dense_128_224_14b,128,224,14,pregen_models/dense_128_224_14b.h5
dense_128_256_2b,128,256,2,pregen_models/dense_128_256_2b.h5
dense_128_256_4b,128,256,4,pregen_models/dense_128_256_4b.h5
dense_128_256_6b,128,256,6,pregen_models/dense_128_256_6b.h5
