model_name,d_in,d_out,prec,model_file,rf,strategy,hls_synth_success,TargetClockPeriod_hls,EstimatedClockPeriod_hls,BestLatency_hls,WorstLatency_hls,IntervalMin_hls,IntervalMax_hls,FF_hls,LUT_hls,BRAM_18K_hls,DSP_hls,URAM_hls,AvailableBRAM_18K_hls,AvailableDSP_hls,AvailableFF_hls,AvailableLUT_hls,AvailableURAM_hls
dense_32_192_2b,32,192,2,pregen_models/dense_32_192_2b.h5,1,resource,False,,,,,,,,,,,,,,,,
dense_32_192_2b,32,192,2,pregen_models/dense_32_192_2b.h5,512,resource,True,5.0,3.344,513.0,514.0,512.0,512.0,3221.0,26908.0,2.0,0.0,0.0,5376.0,12288.0,3456000.0,1728000.0,1280.0
dense_32_192_2b,32,192,2,pregen_models/dense_32_192_2b.h5,1024,resource,True,5.0,3.328,1025.0,1026.0,1024.0,1024.0,3212.0,18569.0,2.0,0.0,0.0,5376.0,12288.0,3456000.0,1728000.0,1280.0
dense_32_192_4b,32,192,4,pregen_models/dense_32_192_4b.h5,1,resource,False,,,,,,,,,,,,,,,,
dense_32_192_4b,32,192,4,pregen_models/dense_32_192_4b.h5,512,resource,True,5.0,3.344,513.0,514.0,512.0,512.0,3244.0,26908.0,3.0,0.0,0.0,5376.0,12288.0,3456000.0,1728000.0,1280.0
dense_32_192_4b,32,192,4,pregen_models/dense_32_192_4b.h5,1024,resource,True,5.0,3.328,1025.0,1026.0,1024.0,1024.0,3223.0,18569.0,3.0,0.0,0.0,5376.0,12288.0,3456000.0,1728000.0,1280.0
dense_32_192_6b,32,192,6,pregen_models/dense_32_192_6b.h5,1,resource,False,,,,,,,,,,,,,,,,
dense_32_192_6b,32,192,6,pregen_models/dense_32_192_6b.h5,512,resource,True,5.0,3.691,513.0,514.0,512.0,512.0,3373.0,26853.0,3.0,12.0,0.0,5376.0,12288.0,3456000.0,1728000.0,1280.0
dense_32_192_6b,32,192,6,pregen_models/dense_32_192_6b.h5,1024,resource,True,5.0,3.691,1025.0,1026.0,1024.0,1024.0,3280.0,18544.0,3.0,6.0,0.0,5376.0,12288.0,3456000.0,1728000.0,1280.0
dense_32_192_8b,32,192,8,pregen_models/dense_32_192_8b.h5,1,resource,False,,,,,,,,,,,,,,,,
dense_32_192_8b,32,192,8,pregen_models/dense_32_192_8b.h5,512,resource,True,5.0,3.691,513.0,514.0,512.0,512.0,3373.0,26848.0,4.0,12.0,0.0,5376.0,12288.0,3456000.0,1728000.0,1280.0
dense_32_192_8b,32,192,8,pregen_models/dense_32_192_8b.h5,1024,resource,True,5.0,3.691,1025.0,1026.0,1024.0,1024.0,3280.0,18539.0,4.0,6.0,0.0,5376.0,12288.0,3456000.0,1728000.0,1280.0
dense_32_192_10b,32,192,10,pregen_models/dense_32_192_10b.h5,1,resource,False,,,,,,,,,,,,,,,,
dense_32_192_10b,32,192,10,pregen_models/dense_32_192_10b.h5,512,resource,True,5.0,3.691,513.0,514.0,512.0,512.0,3373.0,26848.0,5.0,12.0,0.0,5376.0,12288.0,3456000.0,1728000.0,1280.0
dense_32_192_10b,32,192,10,pregen_models/dense_32_192_10b.h5,1024,resource,True,5.0,3.691,1025.0,1026.0,1024.0,1024.0,3280.0,18539.0,5.0,6.0,0.0,5376.0,12288.0,3456000.0,1728000.0,1280.0
dense_32_192_12b,32,192,12,pregen_models/dense_32_192_12b.h5,1,resource,False,,,,,,,,,,,,,,,,
